postcode,rkey,time_period,median_rent_newb,new_bonds_no,total_bonds_no,Qdelta_median_rent,Qdelta_new_bonds,Adelta_median_rent,Adelta_new_bonds
2508,r121,2017 Q3,597.5,52.0,423.0,0.0864,0.0612,,
2515,r121,2017 Q3,555.0,74.0,751.0,-0.0976,-0.039,,
2516,r121,2017 Q3,530.0,33.0,316.0,-0.0364,0.1786,,
2517,r121,2017 Q3,472.5,78.0,789.0,-0.0357,0.0685,,
2518,r121,2017 Q3,380.0,146.0,1815.0,-0.0732,0.0504,,
2519,r121,2017 Q3,435.0,106.0,1476.0,0.014,0.1398,,
2525,r121,2017 Q3,500.0,45.0,588.0,0.087,-0.1,,
2526,r121,2017 Q3,435.0,58.0,691.0,-0.0543,0.234,,
2527,r121,2017 Q3,450.0,98.0,1102.0,0.0465,0.0208,,
2528,r121,2017 Q3,430.0,189.0,2061.0,0.0238,0.0988,,
2529,r121,2017 Q3,500.0,180.0,1839.0,0.0,-0.0909,,
2530,r121,2017 Q3,450.0,167.0,1750.0,-0.0217,0.1438,,
2533,r121,2017 Q3,500.0,107.0,1040.0,0.0417,0.2588,,
2534,r121,2017 Q3,485.0,48.0,419.0,-0.0348,0.1429,,
2535,r121,2017 Q3,450.0,61.0,422.0,-0.0863,0.3864,,
2536,r121,2017 Q3,340.0,157.0,1775.0,-0.0286,-0.0872,,
2537,r121,2017 Q3,330.0,75.0,784.0,-0.0294,-0.0385,,
2538,r121,2017 Q3,450.0,5.0,70.0,,-0.5714,,
2539,r121,2017 Q3,360.0,119.0,1266.0,0.0286,0.0721,,
2540,r121,2017 Q3,360.0,370.0,3459.0,-0.0069,0.1078,,
2541,r121,2017 Q3,357.5,234.0,2643.0,0.0214,0.1143,,
2545,r121,2017 Q3,450.0,5.0,20.0,,-0.6667,,
2546,r121,2017 Q3,300.0,69.0,708.0,0.0,-0.0548,,
2548,r121,2017 Q3,330.0,81.0,783.0,0.1,-0.1649,,
2549,r121,2017 Q3,360.0,20.0,180.0,0.0213,0.0833,,
2550,r121,2017 Q3,320.0,95.0,978.0,-0.0588,0.092,,
2551,r121,2017 Q3,335.0,33.0,325.0,0.2407,0.5714,,
2555,r121,2017 Q3,450.0,5.0,20.0,,0.0,,
2556,r121,2017 Q3,550.0,20.0,126.0,0.0377,0.0,,
2557,r121,2017 Q3,525.0,117.0,773.0,-0.0094,0.2188,,
2558,r121,2017 Q3,420.0,71.0,668.0,0.05,0.3148,,
2559,r121,2017 Q3,450.0,5.0,51.0,,1.0,,
2560,r121,2017 Q3,395.0,701.0,7050.0,-0.0125,0.0279,,
2563,r121,2017 Q3,450.0,5.0,43.0,,0.0,,
2564,r121,2017 Q3,400.0,91.0,966.0,0.0256,0.3188,,
2565,r121,2017 Q3,430.0,187.0,1834.0,-0.0337,0.1835,,
2566,r121,2017 Q3,410.0,141.0,1744.0,-0.0465,-0.007,,
2567,r121,2017 Q3,480.0,207.0,2285.0,-0.0204,-0.0961,,
2568,r121,2017 Q3,450.0,5.0,20.0,,1.0,,
2569,r121,2017 Q3,450.0,5.0,20.0,,0.0,,
2570,r121,2017 Q3,510.0,380.0,2607.0,0.02,0.1987,,
2571,r121,2017 Q3,490.0,50.0,537.0,0.1395,-0.3421,,
2572,r121,2017 Q3,440.0,20.0,212.0,-0.0435,0.0476,,
2573,r121,2017 Q3,410.0,41.0,448.0,-0.0465,0.5185,,
2574,r121,2017 Q3,450.0,20.0,238.0,0.0,0.2273,,
2575,r121,2017 Q3,450.0,106.0,1055.0,0.0,0.1277,,
2576,r121,2017 Q3,500.0,69.0,838.0,0.0,-0.1266,,
2577,r121,2017 Q3,440.0,113.0,912.0,-0.0112,0.2021,,
2578,r121,2017 Q3,475.0,20.0,134.0,0.1585,1.6,,
2579,r121,2017 Q3,450.0,20.0,147.0,0.1392,0.2143,,
2580,r121,2017 Q3,330.0,216.0,2355.0,0.0,-0.0137,,
2581,r121,2017 Q3,450.0,5.0,42.0,,1.6667,,
2582,r121,2017 Q3,350.0,59.0,564.0,0.0,0.2292,,
2583,r121,2017 Q3,280.0,20.0,152.0,-0.0175,-0.0833,,
2584,r121,2017 Q3,450.0,5.0,20.0,,-0.6667,,
2585,r121,2017 Q3,450.0,5.0,5.0,,,,
2586,r121,2017 Q3,450.0,5.0,113.0,,-0.5333,,
2587,r121,2017 Q3,220.0,20.0,102.0,-0.0638,-0.0714,,
2588,r121,2017 Q3,450.0,5.0,5.0,,,,
2590,r121,2017 Q3,227.5,96.0,484.0,-0.125,3.0,,
2594,r121,2017 Q3,250.0,126.0,1110.0,-0.0566,0.2353,,
2607,r121,2017 Q3,450.0,5.0,5.0,,,,
2611,r121,2017 Q3,450.0,5.0,5.0,,,,
2614,r121,2017 Q3,450.0,5.0,5.0,,,,
2617,r121,2017 Q3,450.0,5.0,5.0,,,,
2618,r121,2017 Q3,450.0,5.0,20.0,,1.0,,
2619,r121,2017 Q3,545.0,20.0,428.0,-0.0396,-0.1765,,
2620,r121,2017 Q3,310.0,336.0,4268.0,-0.0882,0.037,,
2621,r121,2017 Q3,475.0,20.0,249.0,0.0,-0.2222,,
2622,r121,2017 Q3,360.0,20.0,188.0,0.0588,0.375,,
2623,r121,2017 Q3,450.0,5.0,37.0,,1.0,,
2625,r121,2017 Q3,450.0,5.0,5.0,,,,
2626,r121,2017 Q3,450.0,5.0,5.0,,,,
2627,r121,2017 Q3,445.0,20.0,427.0,-0.3101,-0.8361,,
2628,r121,2017 Q3,450.0,5.0,108.0,,-0.55,,
2629,r121,2017 Q3,450.0,5.0,20.0,,0.5,,
2630,r121,2017 Q3,260.0,88.0,634.0,-0.1034,0.4667,,
2631,r121,2017 Q3,450.0,5.0,5.0,,,,
2632,r121,2017 Q3,225.0,20.0,87.0,0.0714,7.0,,
2633,r121,2017 Q3,450.0,5.0,20.0,,0.0,,
2640,r121,2017 Q3,275.0,414.0,3977.0,0.0,-0.0569,,
2641,r121,2017 Q3,260.0,205.0,2104.0,0.0833,-0.135,,
2642,r121,2017 Q3,300.0,20.0,141.0,-0.0769,-0.0588,,
2643,r121,2017 Q3,305.0,20.0,180.0,0.0517,-0.0667,,
2644,r121,2017 Q3,450.0,5.0,95.0,,0.4286,,
2645,r121,2017 Q3,450.0,5.0,20.0,,0.0,,
2646,r121,2017 Q3,200.0,67.0,585.0,0.0,0.2182,,
2647,r121,2017 Q3,240.0,20.0,180.0,0.0213,1.3,,
2648,r121,2017 Q3,210.0,20.0,134.0,0.05,0.0,,
2649,r121,2017 Q3,450.0,5.0,5.0,,,,
2650,r121,2017 Q3,300.0,599.0,6529.0,0.0,-0.0827,,
2651,r121,2017 Q3,300.0,20.0,234.0,-0.1176,0.0952,,
2652,r121,2017 Q3,450.0,5.0,119.0,,-0.25,,
2653,r121,2017 Q3,255.0,20.0,130.0,0.0,0.1667,,
2655,r121,2017 Q3,450.0,5.0,36.0,,0.0,,
2656,r121,2017 Q3,450.0,5.0,64.0,,0.4,,
2658,r121,2017 Q3,450.0,5.0,60.0,,0.2,,
2659,r121,2017 Q3,450.0,5.0,20.0,,0.0,,
2660,r121,2017 Q3,450.0,5.0,76.0,,3.5,,
2663,r121,2017 Q3,260.0,67.0,390.0,0.04,0.0984,,
2665,r121,2017 Q3,450.0,5.0,34.0,,2.0,,
2666,r121,2017 Q3,250.0,34.0,354.0,0.0417,0.0,,
2668,r121,2017 Q3,450.0,5.0,5.0,,,,
2669,r121,2017 Q3,450.0,5.0,5.0,,,,
2671,r121,2017 Q3,225.0,20.0,249.0,-0.0625,-0.3043,,
2672,r121,2017 Q3,450.0,5.0,73.0,,-0.6,,
2675,r121,2017 Q3,450.0,5.0,76.0,,0.0,,
2678,r121,2017 Q3,450.0,5.0,5.0,,,,
2680,r121,2017 Q3,317.5,166.0,2187.0,0.0948,-0.0829,,
2681,r121,2017 Q3,450.0,5.0,81.0,,0.2857,,
2700,r121,2017 Q3,230.0,35.0,391.0,0.0,0.1667,,
2701,r121,2017 Q3,450.0,5.0,97.0,,-0.2308,,
2702,r121,2017 Q3,450.0,5.0,20.0,,0.0,,
2703,r121,2017 Q3,450.0,5.0,20.0,,-0.5,,
2705,r121,2017 Q3,247.5,96.0,873.0,-0.01,0.3913,,
2706,r121,2017 Q3,450.0,5.0,89.0,,-0.1667,,
2707,r121,2017 Q3,450.0,5.0,20.0,,0.0,,
2710,r121,2017 Q3,220.0,85.0,794.0,-0.0435,-0.0449,,
2711,r121,2017 Q3,180.0,31.0,252.0,-0.0769,-0.2051,,
2712,r121,2017 Q3,450.0,5.0,70.0,,0.6667,,
2713,r121,2017 Q3,185.0,20.0,198.0,0.0278,-0.2963,,
2714,r121,2017 Q3,250.0,20.0,175.0,-0.0385,0.3125,,
2715,r121,2017 Q3,450.0,5.0,87.0,,-0.1667,,
2716,r121,2017 Q3,450.0,5.0,51.0,,1.0,,
2717,r121,2017 Q3,450.0,5.0,43.0,,-0.4286,,
2720,r121,2017 Q3,240.0,75.0,699.0,-0.04,-0.0625,,
2721,r121,2017 Q3,450.0,5.0,5.0,,,,
2722,r121,2017 Q3,225.0,20.0,176.0,0.0227,0.6923,,
2725,r121,2017 Q3,450.0,5.0,5.0,,,,
2726,r121,2017 Q3,450.0,5.0,5.0,,,,
2727,r121,2017 Q3,450.0,5.0,5.0,,,,
2729,r121,2017 Q3,450.0,5.0,61.0,,0.6667,,
2730,r121,2017 Q3,450.0,5.0,51.0,,-0.2,,
2731,r121,2017 Q3,330.0,37.0,480.0,0.0,-0.3729,,
2732,r121,2017 Q3,450.0,5.0,95.0,,-0.1,,
2733,r121,2017 Q3,450.0,5.0,20.0,,0.0,,
2734,r121,2017 Q3,450.0,5.0,5.0,,,,
2735,r121,2017 Q3,450.0,5.0,5.0,,,,
2736,r121,2017 Q3,450.0,5.0,20.0,,-1.0,,
2737,r121,2017 Q3,450.0,5.0,33.0,,-0.5,,
2738,r121,2017 Q3,450.0,5.0,65.0,,1.6667,,
2739,r121,2017 Q3,200.0,20.0,97.0,-0.3103,1.4,,
2745,r121,2017 Q3,500.0,177.0,1785.0,0.0152,0.0291,,
2747,r121,2017 Q3,420.0,486.0,4902.0,0.0244,-0.0061,,
2748,r121,2017 Q3,450.0,5.0,95.0,,0.4,,
2749,r121,2017 Q3,460.0,91.0,921.0,0.0222,0.2133,,
2750,r121,2017 Q3,410.0,496.0,4948.0,0.025,0.0736,,
2752,r121,2017 Q3,440.0,20.0,177.0,0.1282,0.2,,
2753,r121,2017 Q3,445.0,112.0,1388.0,0.0349,0.1313,,
2754,r121,2017 Q3,420.0,43.0,447.0,-0.1064,0.1026,,
2756,r121,2017 Q3,430.0,177.0,2304.0,-0.0444,-0.1531,,
2757,r121,2017 Q3,450.0,5.0,42.0,,-0.3333,,
2758,r121,2017 Q3,550.0,20.0,193.0,0.2941,-0.2273,,
2759,r121,2017 Q3,460.0,106.0,1348.0,0.0455,-0.094,,
2760,r121,2017 Q3,400.0,430.0,4730.0,0.0127,-0.0138,,
2761,r121,2017 Q3,449.5,190.0,2101.0,-0.0011,0.0383,,
2762,r121,2017 Q3,580.0,122.0,664.0,0.0,0.1091,,
2763,r121,2017 Q3,480.0,235.0,2304.0,-0.0204,0.2634,,
2765,r121,2017 Q3,550.0,166.0,1336.0,0.0577,0.4188,,
2766,r121,2017 Q3,450.0,97.0,1218.0,0.0,0.0,,
2767,r121,2017 Q3,440.0,135.0,1335.0,0.0233,0.4362,,
2768,r121,2017 Q3,597.5,148.0,1546.0,-0.0042,0.0963,,
2769,r121,2017 Q3,650.0,89.0,739.0,0.0,-0.101,,
2770,r121,2017 Q3,360.0,522.0,5907.0,-0.0137,0.234,,
2773,r121,2017 Q3,480.0,20.0,271.0,0.0213,0.3529,,
2774,r121,2017 Q3,450.0,62.0,600.0,-0.0323,-0.0606,,
2775,r121,2017 Q3,450.0,5.0,63.0,,-0.6667,,
2776,r121,2017 Q3,420.0,20.0,187.0,-0.0667,-0.2353,,
2777,r121,2017 Q3,440.0,65.0,830.0,-0.0222,0.1404,,
2778,r121,2017 Q3,450.0,5.0,82.0,,0.0,,
2779,r121,2017 Q3,395.0,20.0,248.0,-0.092,0.8333,,
2780,r121,2017 Q3,395.0,135.0,1604.0,-0.0125,-0.069,,
2782,r121,2017 Q3,450.0,20.0,445.0,0.0588,-0.0937,,
2783,r121,2017 Q3,450.0,5.0,184.0,,-0.65,,
2784,r121,2017 Q3,450.0,5.0,69.0,,0.0,,
2785,r121,2017 Q3,382.5,46.0,465.0,-0.0437,0.3143,,
2786,r121,2017 Q3,450.0,5.0,91.0,,1.0,,
2787,r121,2017 Q3,305.0,38.0,341.0,0.1296,0.3571,,
2790,r121,2017 Q3,290.0,134.0,1328.0,-0.0333,0.2642,,
2791,r121,2017 Q3,450.0,5.0,5.0,,,,
2792,r121,2017 Q3,450.0,5.0,20.0,,-0.5,,
2793,r121,2017 Q3,450.0,5.0,20.0,,-0.5,,
2794,r121,2017 Q3,242.5,78.0,889.0,0.0104,0.0541,,
2795,r121,2017 Q3,310.0,376.0,4307.0,0.0299,-0.1588,,
2797,r121,2017 Q3,450.0,5.0,5.0,,,,
2798,r121,2017 Q3,450.0,5.0,94.0,,-0.5455,,
2799,r121,2017 Q3,270.0,40.0,343.0,-0.0092,0.0,,
2800,r121,2017 Q3,320.0,520.0,4789.0,0.0667,0.0744,,
2803,r121,2017 Q3,450.0,5.0,5.0,,,,
2804,r121,2017 Q3,200.0,20.0,161.0,0.0,-0.0769,,
2805,r121,2017 Q3,450.0,5.0,5.0,,,,
2806,r121,2017 Q3,450.0,5.0,20.0,,-0.5,,
2807,r121,2017 Q3,450.0,5.0,5.0,,,,
2808,r121,2017 Q3,450.0,5.0,5.0,,,,
2809,r121,2017 Q3,450.0,5.0,5.0,,,,
2810,r121,2017 Q3,450.0,5.0,119.0,,0.1111,,
2818,r121,2017 Q3,450.0,5.0,20.0,,-1.0,,
2820,r121,2017 Q3,240.0,73.0,577.0,-0.04,0.1061,,
2821,r121,2017 Q3,265.0,31.0,281.0,0.0192,0.0,,
2822,r121,2017 Q3,450.0,5.0,5.0,,,,
2823,r121,2017 Q3,450.0,5.0,71.0,,0.8,,
2824,r121,2017 Q3,220.0,20.0,133.0,0.4667,-0.3333,,
2825,r121,2017 Q3,220.0,20.0,161.0,0.1,0.3077,,
2826,r121,2017 Q3,450.0,5.0,5.0,,,,
2827,r121,2017 Q3,220.0,20.0,300.0,0.0476,-0.2703,,
2828,r121,2017 Q3,450.0,5.0,37.0,,-0.6667,,
2829,r121,2017 Q3,200.0,20.0,163.0,0.0256,0.0,,
2830,r121,2017 Q3,330.0,410.0,4453.0,0.0313,-0.0639,,
2831,r121,2017 Q3,450.0,5.0,35.0,,-0.75,,
2832,r121,2017 Q3,450.0,5.0,91.0,,-0.75,,
2833,r121,2017 Q3,450.0,5.0,20.0,,-0.6667,,
2834,r121,2017 Q3,450.0,5.0,145.0,,-0.7727,,
2835,r121,2017 Q3,200.0,63.0,656.0,0.25,-0.496,,
2836,r121,2017 Q3,450.0,5.0,20.0,,0.0,,
2838,r121,2017 Q3,450.0,5.0,5.0,,,,
2839,r121,2017 Q3,450.0,5.0,32.0,,-0.6,,
2840,r121,2017 Q3,210.0,20.0,106.0,0.05,0.8182,,
2842,r121,2017 Q3,450.0,5.0,20.0,,-1.0,,
2843,r121,2017 Q3,225.0,20.0,85.0,-0.0426,0.4,,
2844,r121,2017 Q3,450.0,5.0,75.0,,1.3333,,
2845,r121,2017 Q3,330.0,20.0,128.0,0.1379,-0.381,,
2846,r121,2017 Q3,450.0,5.0,5.0,,,,
2847,r121,2017 Q3,250.0,20.0,111.0,-0.0291,2.25,,
2848,r121,2017 Q3,210.0,20.0,192.0,0.05,0.4167,,
2849,r121,2017 Q3,450.0,5.0,92.0,,0.2857,,
2850,r121,2017 Q3,350.0,172.0,1764.0,0.0294,-0.0549,,
2852,r121,2017 Q3,287.5,34.0,280.0,0.0648,1.0,,
2864,r121,2017 Q3,450.0,5.0,20.0,,0.0,,
2865,r121,2017 Q3,450.0,5.0,20.0,,0.0,,
2866,r121,2017 Q3,450.0,5.0,153.0,,-0.4118,,
2867,r121,2017 Q3,450.0,5.0,5.0,,,,
2868,r121,2017 Q3,450.0,5.0,20.0,,0.0,,
2869,r121,2017 Q3,450.0,5.0,55.0,,-0.6667,,
2870,r121,2017 Q3,250.0,99.0,1055.0,-0.0476,0.125,,
2871,r121,2017 Q3,220.0,59.0,664.0,0.0233,-0.1324,,
2873,r121,2017 Q3,450.0,5.0,5.0,,,,
2874,r121,2017 Q3,450.0,5.0,5.0,,,,
2875,r121,2017 Q3,450.0,5.0,5.0,,,,
2876,r121,2017 Q3,450.0,5.0,5.0,,,,
2877,r121,2017 Q3,215.0,20.0,185.0,-0.0549,0.5,,
2878,r121,2017 Q3,450.0,5.0,20.0,,0.0,,
2879,r121,2017 Q3,450.0,5.0,5.0,,,,
2880,r121,2017 Q3,230.0,166.0,1769.0,0.0455,-0.006,,
2898,r121,2017 Q3,450.0,5.0,5.0,,,,
2903,r121,2017 Q3,450.0,5.0,5.0,,,,
2905,r121,2017 Q3,450.0,5.0,5.0,,,,
2000,r122,2017 Q4,720.0,730.0,7157.0,0.125,-0.3755,-0.0649,-0.0014
2007,r122,2017 Q4,530.0,183.0,1885.0,-0.0093,-0.392,-0.0536,-0.2343
2008,r122,2017 Q4,478.0,708.0,4545.0,-0.0021,-0.0709,-0.0808,0.2734
2009,r122,2017 Q4,772.5,282.0,2784.0,0.0369,0.2155,0.0729,0.1146
2010,r122,2017 Q4,650.0,783.0,8267.0,0.0,-0.0273,0.0,-0.0261
2011,r122,2017 Q4,565.0,647.0,7088.0,0.0463,-0.0637,0.0762,-0.1419
2015,r122,2017 Q4,650.0,289.0,2421.0,0.0317,0.0321,0.0484,0.2092
2016,r122,2017 Q4,465.0,450.0,2987.0,-0.0085,0.0067,-0.1622,0.4286
2017,r122,2017 Q4,700.0,683.0,5867.0,-0.0278,-0.2149,0.0,0.1124
2018,r122,2017 Q4,630.0,273.0,2454.0,-0.0233,0.0263,0.05,0.1767
2019,r122,2017 Q4,660.0,177.0,1163.0,0.0645,0.5946,0.0476,0.8247
2020,r122,2017 Q4,720.0,327.0,2858.0,0.0,-0.0789,0.0588,0.0062
2021,r122,2017 Q4,722.5,318.0,3346.0,0.0321,-0.1543,0.0784,0.0392
2022,r122,2017 Q4,750.0,277.0,2553.0,0.0274,0.0863,0.0135,-0.0177
2023,r122,2017 Q4,750.0,87.0,1346.0,0.0714,-0.3308,0.0204,-0.3603
2024,r122,2017 Q4,700.0,128.0,1679.0,0.0,-0.2289,-0.0278,-0.1233
2025,r122,2017 Q4,790.0,109.0,1190.0,0.0676,-0.1417,0.0194,-0.0354
2026,r122,2017 Q4,755.0,635.0,7780.0,0.0342,-0.1785,0.0067,-0.1031
2027,r122,2017 Q4,860.0,117.0,1434.0,0.1467,-0.1931,0.0118,-0.093
2028,r122,2017 Q4,760.0,91.0,902.0,0.0133,0.3382,0.0,-0.0319
2029,r122,2017 Q4,725.0,154.0,1703.0,0.1154,0.0065,0.0372,0.0922
2030,r122,2017 Q4,750.0,85.0,1106.0,-0.0625,-0.1414,0.0,-0.0341
2031,r122,2017 Q4,650.0,536.0,6245.0,0.0156,-0.1022,0.0,0.1213
2032,r122,2017 Q4,600.0,165.0,2361.0,0.0714,-0.3978,0.0435,-0.0934
2033,r122,2017 Q4,607.5,234.0,2249.0,0.0125,-0.0965,0.0474,0.1304
2034,r122,2017 Q4,700.0,341.0,3756.0,0.0072,-0.1189,0.0,0.1923
2035,r122,2017 Q4,670.0,350.0,4024.0,0.0308,0.0204,0.0308,0.1824
2036,r122,2017 Q4,600.0,214.0,2671.0,-0.0943,0.0808,0.0,0.1383
2037,r122,2017 Q4,597.0,346.0,3534.0,0.0311,-0.219,0.0119,0.0328
2038,r122,2017 Q4,655.0,148.0,1717.0,-0.0368,-0.2251,0.0917,-0.1345
2039,r122,2017 Q4,680.0,119.0,1353.0,-0.0872,-0.156,-0.0037,-0.1849
2040,r122,2017 Q4,690.0,243.0,2762.0,-0.0072,0.0253,0.0615,-0.0122
2041,r122,2017 Q4,740.0,195.0,2396.0,0.0686,-0.0441,0.0571,-0.1667
2042,r122,2017 Q4,577.5,354.0,4390.0,-0.0375,-0.1511,-0.0375,-0.0805
2043,r122,2017 Q4,700.0,139.0,1405.0,0.0,-0.0211,0.0606,0.0859
2044,r122,2017 Q4,657.5,108.0,1029.0,0.0115,0.2135,0.0115,-0.2117
2045,r122,2017 Q4,530.0,20.0,298.0,-0.0536,-0.1481,-0.152,0.3529
2046,r122,2017 Q4,660.0,303.0,2821.0,0.0,0.2267,0.0154,0.2839
2047,r122,2017 Q4,650.0,157.0,1645.0,0.0,0.0129,-0.0152,0.1377
2048,r122,2017 Q4,550.0,122.0,1540.0,0.0377,-0.1528,0.0891,-0.0758
2049,r122,2017 Q4,550.0,173.0,2155.0,0.0476,-0.2379,0.1,-0.2881
2050,r122,2017 Q4,640.0,207.0,2258.0,0.0,-0.1585,0.0039,-0.1154
2060,r122,2017 Q4,650.0,398.0,3597.0,0.0046,-0.034,0.0317,0.0311
2061,r122,2017 Q4,720.0,168.0,1739.0,0.0286,-0.0175,0.0213,0.0307
2062,r122,2017 Q4,600.0,114.0,1178.0,-0.0769,0.0088,0.0,-0.0579
2063,r122,2017 Q4,850.0,43.0,361.0,0.018,-0.1042,0.1409,0.2647
2064,r122,2017 Q4,600.0,138.0,1164.0,-0.0625,0.2778,0.0,0.3269
2065,r122,2017 Q4,630.0,552.0,5591.0,-0.0308,0.0018,0.0,-0.0018
2066,r122,2017 Q4,585.0,385.0,3911.0,0.0263,0.0322,-0.025,-0.1774
2067,r122,2017 Q4,637.5,394.0,3881.0,-0.0449,-0.0483,-0.0625,0.0
2068,r122,2017 Q4,720.0,140.0,1269.0,-0.1,0.0853,0.0588,0.573
2069,r122,2017 Q4,680.0,100.0,815.0,-0.0087,0.4286,-0.1856,0.4706
2070,r122,2017 Q4,700.0,83.0,876.0,0.0,-0.117,-0.1304,0.0641
2071,r122,2017 Q4,635.0,146.0,954.0,-0.0863,0.6977,-0.0929,0.4747
2072,r122,2017 Q4,627.5,130.0,839.0,-0.0564,0.0924,-0.1036,0.7105
2073,r122,2017 Q4,800.0,82.0,734.0,0.0667,0.1389,0.0095,0.2059
2074,r122,2017 Q4,720.0,101.0,1019.0,0.1077,-0.1441,-0.0069,0.1744
2075,r122,2017 Q4,695.0,126.0,968.0,-0.0544,0.156,-0.1312,0.4318
2076,r122,2017 Q4,650.0,107.0,1112.0,-0.0076,-0.0776,0.0,-0.123
2077,r122,2017 Q4,510.0,499.0,5093.0,-0.0192,-0.1261,0.02,-0.1926
2079,r122,2017 Q4,575.0,20.0,265.0,0.0455,-0.2143,0.0455,0.0476
2080,r122,2017 Q4,450.0,5.0,55.0,,,,
2081,r122,2017 Q4,540.0,20.0,191.0,-0.129,-0.3529,-0.069,-0.4211
2082,r122,2017 Q4,450.0,5.0,159.0,,,,
2083,r122,2017 Q4,450.0,5.0,132.0,,,,
2084,r122,2017 Q4,450.0,5.0,121.0,,,,
2085,r122,2017 Q4,912.5,34.0,298.0,-0.0829,0.1333,-0.0135,0.2593
2086,r122,2017 Q4,870.0,39.0,493.0,-0.0279,-0.3158,0.0235,0.0541
2087,r122,2017 Q4,867.5,42.0,532.0,-0.0441,0.2353,-0.0361,-0.1429
2088,r122,2017 Q4,605.0,387.0,3837.0,-0.1103,-0.0153,-0.0692,0.0078
2089,r122,2017 Q4,622.5,270.0,2994.0,0.0375,-0.0657,0.0375,-0.0785
2090,r122,2017 Q4,675.0,197.0,2488.0,-0.003,-0.1723,-0.0074,-0.1045
2092,r122,2017 Q4,1000.0,31.0,314.0,-0.0698,-0.0882,-0.0476,0.069
2093,r122,2017 Q4,650.0,233.0,2042.0,0.0,0.1709,-0.0152,0.1592
2094,r122,2017 Q4,722.5,90.0,830.0,-0.0367,-0.0722,0.0321,0.0714
2095,r122,2017 Q4,777.5,382.0,3574.0,0.0651,-0.1012,0.0367,0.1541
2096,r122,2017 Q4,650.0,241.0,2131.0,0.0484,-0.0474,0.0156,0.1587
2097,r122,2017 Q4,635.0,122.0,1140.0,0.0583,0.0427,0.0079,0.0252
2099,r122,2017 Q4,575.0,482.0,4743.0,0.0088,0.0169,0.0268,0.0856
2100,r122,2017 Q4,650.0,109.0,1211.0,0.0196,-0.2829,-0.0941,-0.1484
2101,r122,2017 Q4,650.0,168.0,1688.0,0.0156,-0.1385,0.0,0.2444
2102,r122,2017 Q4,730.0,51.0,421.0,-0.0267,0.2143,0.0355,0.1087
2103,r122,2017 Q4,620.0,93.0,861.0,0.0,0.0814,-0.1014,0.0941
2104,r122,2017 Q4,450.0,5.0,72.0,,,,
2105,r122,2017 Q4,1100.0,20.0,85.0,0.4667,0.7143,0.8333,0.2
2106,r122,2017 Q4,635.0,80.0,823.0,0.0583,-0.0361,-0.0993,0.0
2107,r122,2017 Q4,800.0,90.0,740.0,0.0159,0.5517,0.039,0.0976
2108,r122,2017 Q4,1250.0,20.0,126.0,0.3333,0.3,0.3812,-0.0714
2110,r122,2017 Q4,835.0,46.0,530.0,0.1929,-0.0612,0.0121,-0.1786
2111,r122,2017 Q4,545.0,148.0,1694.0,0.09,-0.2986,0.1414,-0.0133
2112,r122,2017 Q4,570.0,348.0,3885.0,0.0179,-0.1234,0.0364,-0.1773
2113,r122,2017 Q4,530.0,291.0,2457.0,-0.0536,0.0211,-0.0185,0.1367
2114,r122,2017 Q4,480.0,309.0,3442.0,-0.04,-0.0749,0.0435,0.0232
2115,r122,2017 Q4,540.0,81.0,732.0,-0.0182,-0.0122,0.0189,0.0658
2116,r122,2017 Q4,525.0,42.0,447.0,0.0294,-0.0233,0.0714,-0.16
2117,r122,2017 Q4,532.5,162.0,1502.0,0.0047,0.1172,0.065,0.209
2118,r122,2017 Q4,530.0,225.0,1961.0,-0.0185,-0.026,0.0,-0.0175
2119,r122,2017 Q4,590.0,90.0,509.0,-0.0781,0.2857,-0.1449,1.3077
2120,r122,2017 Q4,615.0,86.0,972.0,-0.0238,-0.3008,0.0558,-0.0652
2121,r122,2017 Q4,580.0,365.0,2531.0,-0.0333,0.2989,-0.0169,0.798
2122,r122,2017 Q4,520.0,245.0,2791.0,-0.0326,-0.1723,0.0196,-0.0081
2125,r122,2017 Q4,720.0,46.0,524.0,0.125,-0.193,0.0141,-0.1636
2126,r122,2017 Q4,700.0,83.0,803.0,-0.0667,-0.1263,-0.0345,0.0921
2127,r122,2017 Q4,540.0,655.0,3529.0,-0.0182,0.2843,0.0,0.6881
2128,r122,2017 Q4,480.0,20.0,367.0,0.0667,-0.3556,0.1163,-0.4727
2130,r122,2017 Q4,500.0,131.0,1542.0,-0.0385,0.1593,0.0526,0.1102
2131,r122,2017 Q4,500.0,323.0,4125.0,0.0,0.0803,0.0417,-0.1028
2132,r122,2017 Q4,525.0,66.0,812.0,-0.0278,-0.12,0.0714,0.0476
2133,r122,2017 Q4,445.0,75.0,1036.0,-0.022,-0.0625,0.0349,-0.0132
2134,r122,2017 Q4,580.0,219.0,2236.0,-0.0333,0.0683,0.0087,0.0735
2135,r122,2017 Q4,550.0,351.0,3106.0,-0.0435,0.3295,0.0377,-0.0859
2136,r122,2017 Q4,530.0,60.0,759.0,0.0192,-0.1549,0.0,-0.1549
2137,r122,2017 Q4,620.0,261.0,2635.0,0.0508,-0.2301,0.0164,-0.0578
2138,r122,2017 Q4,640.0,361.0,3296.0,-0.0154,-0.1663,0.0,0.0587
2140,r122,2017 Q4,520.0,420.0,2924.0,0.0,0.5108,-0.0189,-0.0476
2141,r122,2017 Q4,520.0,245.0,3119.0,0.0,-0.1723,0.0,0.0294
