postcode,rkey,time_period,median_rent_newb,new_bonds_no,total_bonds_no,Qdelta_median_rent,Qdelta_new_bonds,Adelta_median_rent,Adelta_new_bonds
2012,r134,2020 Q4,450.0,5.0,5.0,,,,
2015,r134,2020 Q4,550.0,337.0,2500.0,-0.0351,-0.0665,-0.1093,0.3589
2016,r134,2020 Q4,560.0,357.0,2853.0,-0.0667,-0.0679,-0.0667,-0.1163
2017,r134,2020 Q4,580.0,1565.0,8317.0,-0.0333,-0.1108,-0.1714,0.5373
2018,r134,2020 Q4,550.0,481.0,3454.0,0.0,-0.1707,-0.1538,0.4358
2019,r134,2020 Q4,550.0,171.0,1602.0,0.0,0.0688,-0.0984,0.0491
2020,r134,2020 Q4,580.0,738.0,4342.0,-0.0492,-0.1348,-0.1594,0.3179
2021,r134,2020 Q4,570.0,384.0,3435.0,-0.0087,-0.1253,-0.1231,-0.0278
2022,r134,2020 Q4,675.0,443.0,3079.0,0.0037,-0.1916,-0.0753,0.3931
2023,r134,2020 Q4,650.0,173.0,1400.0,0.097,0.0298,-0.0714,0.3106
2024,r134,2020 Q4,675.0,195.0,1797.0,0.0385,-0.1807,0.0,0.4338
2025,r134,2020 Q4,650.0,146.0,1168.0,-0.0972,0.1061,-0.1186,0.2167
2026,r134,2020 Q4,675.0,989.0,8436.0,0.0385,-0.2031,-0.1,0.2076
2027,r134,2020 Q4,650.0,154.0,1537.0,-0.1156,-0.1676,-0.1333,0.0476
2028,r134,2020 Q4,685.0,102.0,997.0,0.0074,-0.2444,-0.0867,0.0303
2029,r134,2020 Q4,650.0,202.0,1825.0,0.0392,0.005,0.031,0.1744
2030,r134,2020 Q4,690.0,115.0,1177.0,-0.0738,-0.0254,-0.0548,0.0648
2031,r134,2020 Q4,560.0,773.0,6697.0,-0.0345,-0.0809,-0.0968,0.2059
2032,r134,2020 Q4,438.0,442.0,2694.0,-0.0741,-0.0045,-0.1898,0.8809
2033,r134,2020 Q4,495.0,316.0,2336.0,0.0102,-0.0623,-0.0833,0.417
2034,r134,2020 Q4,650.0,406.0,4019.0,0.0,-0.2737,-0.0714,0.0628
2035,r134,2020 Q4,550.0,509.0,4557.0,0.0,-0.0557,-0.127,0.1568
2036,r134,2020 Q4,600.0,475.0,3742.0,-0.0323,-0.0987,-0.0476,0.2943
2037,r134,2020 Q4,500.0,564.0,3933.0,-0.0385,-0.0693,-0.1922,0.4135
2038,r134,2020 Q4,550.0,156.0,1601.0,-0.0756,-0.1429,0.0,0.0759
2039,r134,2020 Q4,600.0,188.0,1438.0,-0.0769,0.093,-0.1429,0.1257
2040,r134,2020 Q4,620.0,316.0,3082.0,-0.0312,-0.198,-0.0606,0.1791
2041,r134,2020 Q4,650.0,218.0,2422.0,-0.0152,-0.1484,-0.0972,0.1414
2042,r134,2020 Q4,480.0,579.0,4674.0,-0.0769,-0.1065,-0.1616,0.2642
2043,r134,2020 Q4,600.0,324.0,1929.0,-0.0698,0.3729,-0.1045,0.9756
2044,r134,2020 Q4,600.0,161.0,1177.0,-0.0625,0.1103,0.0714,0.2677
2045,r134,2020 Q4,515.0,20.0,349.0,-0.0283,-0.2973,-0.176,-0.1875
2046,r134,2020 Q4,580.0,241.0,3040.0,-0.0169,-0.2226,-0.0902,-0.1331
2047,r134,2020 Q4,580.0,195.0,1804.0,-0.0333,0.0209,-0.0333,-0.093
2048,r134,2020 Q4,480.0,146.0,1526.0,-0.04,-0.1978,-0.04,0.0504
2049,r134,2020 Q4,470.0,286.0,2480.0,0.0444,-0.0467,-0.06,0.402
2050,r134,2020 Q4,550.0,355.0,2383.0,-0.0179,-0.0327,-0.1538,0.7067
2059,r134,2020 Q4,450.0,5.0,5.0,,,,
2060,r134,2020 Q4,520.0,554.0,4234.0,-0.0545,-0.115,-0.1613,0.2677
2061,r134,2020 Q4,588.0,224.0,1898.0,-0.0208,-0.0386,-0.0289,0.2174
2062,r134,2020 Q4,565.0,119.0,1241.0,-0.0259,-0.0703,-0.096,-0.1185
2063,r134,2020 Q4,800.0,39.0,435.0,-0.0588,-0.1702,-0.1351,-0.3276
2064,r134,2020 Q4,500.0,179.0,1381.0,-0.0385,-0.1095,-0.1379,0.5431
2065,r134,2020 Q4,550.0,803.0,6740.0,0.0,-0.0278,-0.0984,0.1422
2066,r134,2020 Q4,500.0,462.0,4333.0,-0.0196,-0.1064,-0.0909,0.1493
2067,r134,2020 Q4,510.0,672.0,4558.0,-0.1207,0.0566,-0.2154,0.7013
2068,r134,2020 Q4,600.0,122.0,1352.0,0.0084,-0.0469,-0.2,-0.0081
2069,r134,2020 Q4,600.0,122.0,974.0,-0.0164,0.0427,-0.1304,0.3118
2070,r134,2020 Q4,563.0,120.0,1129.0,-0.0816,0.2,-0.1667,0.1009
2071,r134,2020 Q4,650.0,101.0,1053.0,0.0833,-0.2463,-0.037,0.01
2072,r134,2020 Q4,550.0,149.0,1100.0,0.0185,-0.051,-0.1406,0.3545
2073,r134,2020 Q4,590.0,139.0,950.0,-0.1571,0.3762,-0.1511,0.4632
2074,r134,2020 Q4,650.0,124.0,1232.0,0.0833,-0.1448,0.0,0.1376
2075,r134,2020 Q4,635.0,120.0,1168.0,-0.1181,-0.1837,-0.1181,0.1009
2076,r134,2020 Q4,700.0,118.0,1211.0,0.1667,-0.0484,-0.0278,-0.0781
2077,r134,2020 Q4,450.0,517.0,5693.0,-0.0217,-0.1252,-0.0625,-0.0833
2079,r134,2020 Q4,500.0,35.0,441.0,0.1111,-0.2045,-0.0476,-0.1667
2080,r134,2020 Q4,450.0,5.0,56.0,,,,
2081,r134,2020 Q4,598.0,20.0,223.0,0.1716,0.3333,0.1381,-0.3846
2082,r134,2020 Q4,640.0,20.0,168.0,0.0492,0.7,0.0756,-0.1905
2083,r134,2020 Q4,450.0,5.0,133.0,,,,
2084,r134,2020 Q4,450.0,5.0,139.0,,,,
2085,r134,2020 Q4,1030.0,20.0,350.0,0.0404,-0.25,0.0249,-0.1429
2086,r134,2020 Q4,800.0,59.0,621.0,-0.0616,-0.1806,0.0667,-0.3444
2087,r134,2020 Q4,790.0,57.0,629.0,0.0395,-0.1094,-0.0595,-0.1972
2088,r134,2020 Q4,560.0,383.0,4002.0,-0.0667,-0.1451,-0.1318,0.0079
2089,r134,2020 Q4,550.0,354.0,3141.0,-0.0179,0.0114,-0.0351,0.1346
2090,r134,2020 Q4,580.0,278.0,2667.0,-0.0333,-0.0764,-0.1077,0.1983
2092,r134,2020 Q4,1245.0,33.0,335.0,0.2769,0.0,-0.1309,0.1
2093,r134,2020 Q4,655.0,184.0,2197.0,0.0607,-0.252,0.0397,-0.0891
2094,r134,2020 Q4,723.0,108.0,894.0,0.0035,0.2135,0.0105,0.2273
2095,r134,2020 Q4,750.0,409.0,3888.0,0.0638,-0.1737,-0.0625,0.1205
2096,r134,2020 Q4,663.0,176.0,2228.0,0.0192,-0.3333,0.0352,-0.2381
2097,r134,2020 Q4,710.0,115.0,1279.0,0.136,-0.0086,0.0923,-0.0496
2098,r134,2020 Q4,450.0,5.0,5.0,,,,
2099,r134,2020 Q4,600.0,500.0,5471.0,0.0714,0.0309,0.0345,-0.0421
2100,r134,2020 Q4,588.0,140.0,1478.0,0.0217,0.0072,-0.0962,-0.0541
2101,r134,2020 Q4,650.0,153.0,1799.0,0.0442,0.1591,0.0833,-0.0613
2102,r134,2020 Q4,760.0,41.0,465.0,0.0556,-0.0238,0.0201,-0.0682
2103,r134,2020 Q4,680.0,83.0,927.0,0.0462,0.0921,0.0968,-0.0674
2104,r134,2020 Q4,1250.0,20.0,78.0,0.1905,0.4444,-0.1071,1.6
2105,r134,2020 Q4,450.0,5.0,83.0,,,,
2106,r134,2020 Q4,700.0,71.0,822.0,0.1864,0.1452,0.0769,-0.1446
2107,r134,2020 Q4,850.0,52.0,774.0,0.3077,-0.3953,0.0968,-0.1034
2108,r134,2020 Q4,450.0,5.0,121.0,,,,
2110,r134,2020 Q4,680.0,47.0,539.0,-0.15,-0.06,0.1333,0.0
2111,r134,2020 Q4,480.0,214.0,1997.0,0.0,-0.1894,-0.0303,-0.036
2112,r134,2020 Q4,450.0,646.0,5151.0,-0.0217,-0.0387,-0.1176,0.3211
2113,r134,2020 Q4,450.0,632.0,4494.0,-0.0426,-0.1283,-0.1346,0.7459
2114,r134,2020 Q4,420.0,459.0,4046.0,-0.0233,-0.1323,-0.087,0.275
2115,r134,2020 Q4,495.0,87.0,1002.0,-0.01,-0.1553,-0.0294,0.0875
2116,r134,2020 Q4,470.0,51.0,563.0,-0.0505,-0.1639,-0.0105,-0.15
2117,r134,2020 Q4,480.0,169.0,1779.0,-0.04,-0.1011,-0.0204,-0.0174
2118,r134,2020 Q4,470.0,274.0,2744.0,-0.0105,-0.1821,-0.0962,-0.0108
2119,r134,2020 Q4,610.0,54.0,590.0,-0.0161,0.0189,-0.0161,-0.1429
2120,r134,2020 Q4,550.0,120.0,1191.0,0.0732,-0.0769,0.0,0.0909
2121,r134,2020 Q4,490.0,516.0,4045.0,-0.02,-0.0835,-0.1091,0.1622
2122,r134,2020 Q4,480.0,394.0,3333.0,0.0667,-0.0773,-0.04,0.354
2125,r134,2020 Q4,605.0,54.0,608.0,0.0901,-0.129,-0.0656,-0.1
2126,r134,2020 Q4,750.0,70.0,843.0,0.0563,0.0938,0.0,-0.1566
2127,r134,2020 Q4,500.0,682.0,5443.0,0.0,-0.1939,-0.0566,0.1902
2128,r134,2020 Q4,385.0,39.0,385.0,-0.061,0.1818,-0.1348,0.1471
2130,r134,2020 Q4,450.0,158.0,1692.0,0.0,-0.2139,-0.0576,-0.0595
2131,r134,2020 Q4,410.0,469.0,4310.0,-0.0238,0.0,-0.1087,0.1725
2132,r134,2020 Q4,500.0,94.0,859.0,-0.0291,0.2368,-0.1304,0.4462
2133,r134,2020 Q4,420.0,98.0,1066.0,0.037,-0.0926,0.05,-0.0101
2134,r134,2020 Q4,500.0,415.0,2876.0,-0.0196,-0.3002,-0.1071,0.5962
2135,r134,2020 Q4,480.0,500.0,3512.0,-0.04,-0.2076,-0.1111,0.1601
2136,r134,2020 Q4,450.0,69.0,820.0,-0.0625,-0.1154,-0.0625,-0.2887
2137,r134,2020 Q4,550.0,311.0,3092.0,0.0,-0.0744,-0.0833,0.1187
2138,r134,2020 Q4,530.0,445.0,3449.0,-0.0364,-0.1924,-0.1017,0.2899
2140,r134,2020 Q4,450.0,526.0,4009.0,-0.0217,-0.0259,-0.0909,0.0735
2141,r134,2020 Q4,480.0,444.0,3759.0,-0.0588,-0.1155,-0.0769,0.1385
2142,r134,2020 Q4,400.0,448.0,4036.0,0.0,-0.0838,-0.1111,0.0
2143,r134,2020 Q4,400.0,74.0,811.0,-0.0361,-0.0263,-0.0476,0.1563
2144,r134,2020 Q4,420.0,498.0,4352.0,-0.0667,-0.0709,-0.0667,0.3644
2145,r134,2020 Q4,430.0,1079.0,10447.0,0.0,-0.0349,-0.0444,0.0704
2146,r134,2020 Q4,430.0,180.0,1827.0,-0.0227,-0.1388,-0.0227,0.1765
2147,r134,2020 Q4,410.0,256.0,2787.0,0.0,-0.0824,0.0061,0.1429
2148,r134,2020 Q4,400.0,719.0,7854.0,0.0,-0.1221,0.0,0.1147
2150,r134,2020 Q4,410.0,1236.0,9480.0,-0.0889,-0.0433,-0.1414,0.3642
2151,r134,2020 Q4,440.0,290.0,2993.0,-0.0112,-0.0584,-0.0222,0.1373
2152,r134,2020 Q4,430.0,113.0,1238.0,0.075,-0.1567,-0.0444,-0.1032
2153,r134,2020 Q4,550.0,445.0,3864.0,0.0,0.1042,-0.0179,0.3088
2154,r134,2020 Q4,580.0,248.0,2730.0,0.0175,0.004,-0.0333,0.0736
2155,r134,2020 Q4,550.0,619.0,5216.0,-0.0351,-0.0048,-0.0179,-0.0477
2156,r134,2020 Q4,725.0,20.0,322.0,0.0069,-0.3448,0.1154,-0.24
2157,r134,2020 Q4,575.0,20.0,166.0,-0.0417,0.15,-0.08,1.0909
2158,r134,2020 Q4,690.0,20.0,388.0,0.0615,-0.2162,0.0376,0.1154
2159,r134,2020 Q4,615.0,20.0,178.0,0.177,0.2857,0.1031,2.0
2160,r134,2020 Q4,400.0,430.0,4914.0,-0.0244,-0.0529,-0.0244,-0.057
2161,r134,2020 Q4,395.0,266.0,3055.0,-0.0125,-0.1474,-0.0366,-0.0922
2162,r134,2020 Q4,450.0,109.0,1373.0,0.0,-0.0522,-0.011,0.1354
2163,r134,2020 Q4,365.0,72.0,884.0,0.0429,-0.3208,0.1061,-0.0769
2164,r134,2020 Q4,450.0,106.0,1546.0,0.0,-0.0619,-0.0217,0.1778
2165,r134,2020 Q4,390.0,309.0,5193.0,-0.025,-0.0776,-0.0714,0.0032
2166,r134,2020 Q4,370.0,348.0,4987.0,0.0278,-0.2249,0.0,0.0326
2167,r134,2020 Q4,440.0,75.0,952.0,-0.0222,-0.0741,-0.0538,-0.2187
2168,r134,2020 Q4,400.0,162.0,2401.0,-0.0244,-0.1735,0.0,-0.243
2170,r134,2020 Q4,400.0,1082.0,13060.0,0.0,-0.15,0.0,-0.108
2171,r134,2020 Q4,550.0,124.0,1780.0,0.0185,-0.0534,0.0185,-0.1565
2172,r134,2020 Q4,450.0,5.0,56.0,,,,
2173,r134,2020 Q4,520.0,76.0,978.0,0.0,0.6522,0.0196,-0.1828
2174,r134,2020 Q4,530.0,99.0,680.0,-0.0185,0.0421,-0.0619,0.1928
2175,r134,2020 Q4,450.0,5.0,84.0,,,,
2176,r134,2020 Q4,500.0,133.0,2422.0,0.0417,-0.184,0.0256,-0.2083
2177,r134,2020 Q4,455.0,66.0,736.0,0.0111,-0.0149,-0.0319,0.4667
2178,r134,2020 Q4,450.0,5.0,200.0,,,,
2179,r134,2020 Q4,550.0,115.0,972.0,0.0092,-0.0574,0.0577,0.7969
2190,r134,2020 Q4,500.0,105.0,1444.0,0.0,0.2209,0.0,-0.1923
2191,r134,2020 Q4,510.0,33.0,422.0,-0.0286,0.2692,-0.0239,0.1
2192,r134,2020 Q4,380.0,175.0,1909.0,0.0,-0.0223,-0.013,0.0938
2193,r134,2020 Q4,460.0,282.0,2343.0,-0.0316,0.1016,-0.08,0.3824
2194,r134,2020 Q4,400.0,398.0,4332.0,-0.0244,-0.1691,-0.0476,-0.0149
2195,r134,2020 Q4,320.0,373.0,4622.0,-0.0303,-0.0902,-0.0857,0.0478
2196,r134,2020 Q4,430.0,192.0,2632.0,0.0,-0.1312,0.0424,-0.1795
2197,r134,2020 Q4,465.0,47.0,564.0,-0.0606,-0.2419,-0.1842,-0.0962
2198,r134,2020 Q4,585.0,44.0,461.0,0.1196,0.1579,0.0935,0.1
2199,r134,2020 Q4,450.0,108.0,1424.0,0.0,-0.1628,-0.0426,-0.122
2200,r134,2020 Q4,420.0,473.0,5193.0,0.0,0.0194,-0.0233,0.0328
2203,r134,2020 Q4,450.0,314.0,2931.0,0.0,-0.0248,-0.0526,0.2314
2204,r134,2020 Q4,500.0,429.0,4301.0,-0.0385,-0.1686,-0.0654,-0.0467
2205,r134,2020 Q4,500.0,689.0,4390.0,-0.0566,-0.06,-0.1597,0.4567
2206,r134,2020 Q4,600.0,88.0,1329.0,0.0,-0.2072,0.0,-0.1852
2207,r134,2020 Q4,473.0,186.0,2097.0,-0.055,-0.0746,-0.055,-0.0262
2208,r134,2020 Q4,530.0,69.0,866.0,-0.1017,-0.0676,0.0038,0.2545
2209,r134,2020 Q4,470.0,123.0,1372.0,0.0,-0.1517,-0.0105,0.1284
2210,r134,2020 Q4,470.0,207.0,2172.0,0.0,-0.0505,-0.06,0.1129
2211,r134,2020 Q4,550.0,85.0,1266.0,0.0,-0.1237,0.0,-0.2411
2212,r134,2020 Q4,590.0,94.0,1325.0,0.0727,-0.1826,0.0172,-0.1966
2213,r134,2020 Q4,550.0,107.0,1379.0,0.0476,-0.2132,-0.0435,-0.1157
2214,r134,2020 Q4,450.0,5.0,126.0,,,,
2216,r134,2020 Q4,450.0,457.0,4344.0,-0.0426,-0.0786,-0.1,0.157
2217,r134,2020 Q4,430.0,479.0,4203.0,-0.0444,0.2188,-0.0947,0.2539
2218,r134,2020 Q4,420.0,183.0,2142.0,0.0,-0.1567,-0.087,-0.0711
2219,r134,2020 Q4,500.0,120.0,1342.0,0.0,0.165,-0.0099,-0.0244
2220,r134,2020 Q4,480.0,592.0,4546.0,0.0,-0.0263,-0.0769,0.2954
2221,r134,2020 Q4,530.0,73.0,912.0,0.0,-0.0135,-0.0862,-0.0135
2222,r134,2020 Q4,393.0,150.0,1673.0,0.0195,0.1194,-0.0188,0.0417
2223,r134,2020 Q4,430.0,189.0,2121.0,-0.0652,0.0328,-0.0115,0.125
2224,r134,2020 Q4,700.0,71.0,884.0,-0.0141,-0.0658,-0.0278,-0.0274
2225,r134,2020 Q4,688.0,20.0,143.0,0.0742,-0.0588,-0.0894,0.0
2226,r134,2020 Q4,600.0,53.0,655.0,0.0526,-0.1846,0.1374,-0.2206
2227,r134,2020 Q4,600.0,85.0,1112.0,0.0619,-0.3561,0.1429,-0.2609
2228,r134,2020 Q4,550.0,193.0,2119.0,0.0185,0.0266,0.0891,0.0722
2229,r134,2020 Q4,550.0,245.0,2304.0,0.0,0.1136,0.0,-0.0121
2230,r134,2020 Q4,530.0,397.0,4348.0,-0.0185,-0.2552,0.0392,-0.0681
2231,r134,2020 Q4,450.0,5.0,97.0,,,,
2232,r134,2020 Q4,500.0,266.0,3246.0,0.0,-0.0828,0.0,-0.2926
2233,r134,2020 Q4,550.0,73.0,1045.0,0.0185,-0.2626,0.0,-0.2151
2234,r134,2020 Q4,630.0,53.0,815.0,0.05,-0.0862,-0.0597,-0.274
2250,r134,2020 Q4,435.0,605.0,7086.0,0.0357,-0.1418,0.0875,-0.0957
2251,r134,2020 Q4,555.0,120.0,1810.0,0.0673,-0.2105,0.11,-0.2727
2256,r134,2020 Q4,400.0,128.0,1891.0,-0.0244,-0.195,0.0127,-0.1523
2257,r134,2020 Q4,430.0,259.0,3788.0,0.0238,-0.2405,0.075,-0.1395
2258,r134,2020 Q4,385.0,20.0,285.0,-0.0375,-0.1429,0.0132,-0.3793
2259,r134,2020 Q4,450.0,386.0,5016.0,0.0714,-0.0539,0.0714,-0.1365
2260,r134,2020 Q4,600.0,167.0,1978.0,0.1321,-0.2771,0.0909,-0.2771
2261,r134,2020 Q4,430.0,364.0,5337.0,0.075,-0.1144,0.0617,-0.1475
2262,r134,2020 Q4,400.0,139.0,1944.0,0.0256,-0.1312,0.0256,-0.1576
2263,r134,2020 Q4,375.0,218.0,3144.0,0.0417,-0.1349,0.0563,-0.1349
2264,r134,2020 Q4,428.0,112.0,1485.0,0.0427,-0.0427,0.0962,-0.1318
2265,r134,2020 Q4,450.0,20.0,448.0,0.2081,-0.2895,0.0286,0.125
2267,r134,2020 Q4,415.0,20.0,237.0,0.0573,0.1429,0.0641,-0.2727
2278,r134,2020 Q4,450.0,5.0,76.0,,,,
2280,r134,2020 Q4,440.0,125.0,1830.0,0.0233,-0.0157,0.1,-0.1554
2281,r134,2020 Q4,450.0,71.0,1018.0,0.0588,0.0,0.125,-0.2366
2282,r134,2020 Q4,475.0,77.0,1015.0,0.0106,-0.0941,0.0326,-0.1895
2283,r134,2020 Q4,420.0,102.0,1541.0,0.05,0.1209,0.05,-0.25
2284,r134,2020 Q4,440.0,79.0,925.0,-0.0222,0.0395,0.0,-0.092
2285,r134,2020 Q4,483.0,166.0,2331.0,0.0843,-0.1123,0.0966,-0.1399
2286,r134,2020 Q4,480.0,20.0,241.0,0.1034,0.0,0.1707,-0.2727
2287,r134,2020 Q4,440.0,365.0,3565.0,0.0476,-0.0318,0.0539,0.0994
2289,r134,2020 Q4,495.0,147.0,1624.0,0.1,0.1053,0.0761,-0.0982
2290,r134,2020 Q4,450.0,202.0,2568.0,0.0465,-0.0818,0.0465,-0.1477
2291,r134,2020 Q4,550.0,128.0,1517.0,0.2222,-0.0725,0.2222,-0.1634
2292,r134,2020 Q4,455.0,40.0,479.0,0.0055,-0.3103,0.1375,0.25
2293,r134,2020 Q4,530.0,85.0,605.0,0.06,0.2687,0.0816,0.1972
2294,r134,2020 Q4,490.0,20.0,329.0,0.0889,0.2727,0.0426,0.1667
2295,r134,2020 Q4,520.0,54.0,689.0,0.0777,-0.069,0.1123,-0.325
2296,r134,2020 Q4,500.0,20.0,407.0,0.0204,0.0,0.087,-0.1892
2297,r134,2020 Q4,470.0,20.0,235.0,0.0682,-0.2609,-0.0457,0.2143
2298,r134,2020 Q4,400.0,144.0,1571.0,0.2903,-0.1056,0.0738,-0.122
2299,r134,2020 Q4,390.0,165.0,1767.0,0.0,-0.1033,0.0,-0.0833
2300,r134,2020 Q4,458.0,360.0,3094.0,0.0167,-0.1304,0.064,0.1215
2301,r134,2020 Q4,450.0,5.0,5.0,,,,
2302,r134,2020 Q4,493.0,48.0,350.0,0.1193,-0.0943,0.0944,-0.1579
2303,r134,2020 Q4,490.0,110.0,1086.0,0.0652,0.1828,0.0426,0.0476
2304,r134,2020 Q4,390.0,204.0,2365.0,0.04,-0.0467,-0.025,0.0049
2305,r134,2020 Q4,460.0,99.0,1192.0,0.0337,0.0102,0.0222,-0.066
2306,r134,2020 Q4,380.0,20.0,190.0,0.0133,0.0,0.1176,-0.1538
2307,r134,2020 Q4,390.0,65.0,574.0,-0.0189,0.0484,0.0263,-0.2529
2311,r134,2020 Q4,450.0,5.0,20.0,,,,
2312,r134,2020 Q4,450.0,5.0,81.0,,,,
2315,r134,2020 Q4,445.0,100.0,1595.0,0.0854,-0.4505,0.0595,-0.2308
2316,r134,2020 Q4,435.0,20.0,346.0,0.0,-0.5,-0.0333,-0.3913
2317,r134,2020 Q4,380.0,31.0,545.0,-0.1556,-0.2955,-0.0898,-0.38
2318,r134,2020 Q4,505.0,64.0,649.0,0.1609,0.3617,0.1222,0.0159
2319,r134,2020 Q4,415.0,42.0,644.0,0.0921,-0.0233,0.0779,-0.1064
2320,r134,2020 Q4,420.0,246.0,2934.0,0.0769,-0.0889,0.1053,-0.0611
2321,r134,2020 Q4,440.0,135.0,1462.0,0.0233,0.0,0.0353,0.0976
2322,r134,2020 Q4,428.0,158.0,1461.0,0.0059,0.2441,0.0427,0.2846
2323,r134,2020 Q4,410.0,166.0,2413.0,0.025,-0.1487,0.0513,-0.0514
2324,r134,2020 Q4,378.0,130.0,1928.0,0.0414,-0.0972,0.0786,-0.2896
2325,r134,2020 Q4,350.0,189.0,2634.0,0.0,-0.0597,0.0938,-0.1637
2326,r134,2020 Q4,350.0,31.0,444.0,-0.0141,-0.1389,0.0219,-0.1842
2327,r134,2020 Q4,350.0,46.0,870.0,0.0294,-0.2459,0.0606,-0.3611
2328,r134,2020 Q4,350.0,20.0,155.0,0.0938,-0.1667,0.4141,0.25
2329,r134,2020 Q4,228.0,20.0,134.0,-0.2018,-0.2,-0.09,0.7778
2330,r134,2020 Q4,400.0,125.0,1553.0,0.0526,-0.2038,0.0256,-0.1935
2333,r134,2020 Q4,380.0,154.0,1486.0,0.1176,-0.0552,0.0857,0.0132
2334,r134,2020 Q4,450.0,5.0,200.0,,,,
2335,r134,2020 Q4,430.0,45.0,537.0,0.0,-0.0816,0.0,0.0465
2336,r134,2020 Q4,450.0,5.0,141.0,,,,
2337,r134,2020 Q4,340.0,31.0,542.0,0.0625,-0.2791,0.0,-0.1622
2338,r134,2020 Q4,450.0,5.0,82.0,,,,
2339,r134,2020 Q4,450.0,5.0,20.0,,,,
2340,r134,2020 Q4,325.0,498.0,5517.0,0.0,-0.2219,-0.0076,-0.0568
2341,r134,2020 Q4,450.0,5.0,154.0,,,,
2342,r134,2020 Q4,450.0,5.0,5.0,,,,
2343,r134,2020 Q4,268.0,34.0,364.0,0.0288,-0.0556,0.0,-0.1053
2344,r134,2020 Q4,450.0,5.0,20.0,,,,
2345,r134,2020 Q4,450.0,5.0,20.0,,,,
2346,r134,2020 Q4,250.0,20.0,291.0,-0.0741,0.125,-0.0476,0.2857
2347,r134,2020 Q4,450.0,5.0,109.0,,,,
2350,r134,2020 Q4,320.0,321.0,3162.0,-0.0588,-0.0531,0.0,0.019
2352,r134,2020 Q4,310.0,20.0,190.0,-0.0606,-0.0417,-0.0606,0.4375
2353,r134,2020 Q4,450.0,5.0,33.0,,,,
2354,r134,2020 Q4,244.0,20.0,142.0,0.1091,-0.0667,-0.024,1.3333
2355,r134,2020 Q4,450.0,5.0,20.0,,,,
2356,r134,2020 Q4,450.0,5.0,5.0,,,,
2357,r134,2020 Q4,240.0,20.0,247.0,0.0909,0.0833,0.0,0.7333
2358,r134,2020 Q4,300.0,20.0,281.0,0.0,0.2083,0.0345,0.2609
2359,r134,2020 Q4,450.0,5.0,20.0,,,,
2360,r134,2020 Q4,315.0,120.0,1300.0,0.0161,-0.2258,0.05,-0.0977
2361,r134,2020 Q4,450.0,5.0,36.0,,,,
2365,r134,2020 Q4,263.0,54.0,234.0,-0.0625,0.6875,-0.0278,1.25
2369,r134,2020 Q4,450.0,5.0,20.0,,,,
2370,r134,2020 Q4,250.0,73.0,663.0,0.087,-0.1705,0.087,0.4898
2371,r134,2020 Q4,450.0,5.0,38.0,,,,
2372,r134,2020 Q4,250.0,31.0,356.0,-0.1071,-0.2619,0.0,0.069
2379,r134,2020 Q4,450.0,5.0,5.0,,,,
2380,r134,2020 Q4,360.0,137.0,1240.0,0.0286,0.3564,0.0909,0.1709
2381,r134,2020 Q4,450.0,5.0,51.0,,,,
2382,r134,2020 Q4,300.0,20.0,170.0,-0.0244,-0.1538,0.0,0.4667
2386,r134,2020 Q4,450.0,5.0,5.0,,,,
2388,r134,2020 Q4,450.0,5.0,127.0,,,,
2390,r134,2020 Q4,300.0,67.0,827.0,-0.1429,-0.1299,-0.1429,-0.1299
2394,r134,2020 Q4,450.0,5.0,5.0,,,,
2395,r134,2020 Q4,450.0,5.0,20.0,,,,
2396,r134,2020 Q4,450.0,5.0,20.0,,,,
2397,r134,2020 Q4,450.0,5.0,5.0,,,,
2398,r134,2020 Q4,450.0,5.0,5.0,,,,
2399,r134,2020 Q4,450.0,5.0,5.0,,,,
2400,r134,2020 Q4,245.0,80.0,983.0,-0.022,-0.4839,-0.022,-0.2593
2401,r134,2020 Q4,450.0,5.0,5.0,,,,
2402,r134,2020 Q4,450.0,5.0,88.0,,,,
2403,r134,2020 Q4,450.0,5.0,20.0,,,,
2404,r134,2020 Q4,450.0,5.0,93.0,,,,
2405,r134,2020 Q4,450.0,5.0,5.0,,,,
2406,r134,2020 Q4,450.0,5.0,32.0,,,,
2408,r134,2020 Q4,450.0,5.0,5.0,,,,
2409,r134,2020 Q4,450.0,5.0,20.0,,,,
2410,r134,2020 Q4,450.0,5.0,5.0,,,,
2415,r134,2020 Q4,450.0,5.0,20.0,,,,
2420,r134,2020 Q4,368.0,20.0,247.0,0.0208,-0.0476,0.0809,0.1111
2421,r134,2020 Q4,450.0,5.0,35.0,,,,
2422,r134,2020 Q4,320.0,20.0,449.0,0.0667,-0.325,0.0667,-0.25
2423,r134,2020 Q4,450.0,5.0,162.0,,,,
2424,r134,2020 Q4,450.0,5.0,5.0,,,,
2425,r134,2020 Q4,450.0,5.0,75.0,,,,
2426,r134,2020 Q4,450.0,5.0,20.0,,,,
2427,r134,2020 Q4,410.0,20.0,283.0,0.2424,0.3684,0.1884,0.0833
2428,r134,2020 Q4,350.0,171.0,2477.0,0.0,-0.1934,-0.021,-0.1618
2429,r134,2020 Q4,350.0,37.0,519.0,0.0526,-0.075,0.0853,-0.1591
2430,r134,2020 Q4,350.0,209.0,2821.0,0.0,-0.0833,0.0,-0.0279
2431,r134,2020 Q4,320.0,31.0,548.0,-0.0154,-0.3673,-0.0588,-0.4918
2439,r134,2020 Q4,450.0,5.0,137.0,,,,
