postcode,skey,time_period,year,quarter,dwelling_type,median_price,mean_price,sales_no,Qdelta_median,Adelta_median,Qdelta_count,Adelta_count,rkey,median_rent_newb,new_bonds_no,total_bonds_no,Qdelta_median_rent,Qdelta_new_bonds,Adelta_median_rent,Adelta_new_bonds
2167,s123,2017 Q4,2017,Q4,Strata,507.0,501.0,20.0,-0.0611,0.0347,0.1818,0.625,r122,490.0,94.0,848.0,0.0652,0.0562,0.0316,-0.1048
2168,s123,2017 Q4,2017,Q4,Total,680.0,703.0,98.0,0.0149,0.0542999999999999,-0.1624,0.0316,r122,430.0,198.0,2161.0,0.0,-0.0149,-0.0444,-0.0791
2168,s123,2017 Q4,2017,Q4,Non Strata,682.0,707.0,93.0,0.0126,0.0492,-0.1696,0.0,r122,430.0,198.0,2161.0,0.0,-0.0149,-0.0444,-0.0791
2168,s123,2017 Q4,2017,Q4,Strata,691.0,707.0,5.0,,,,,r122,430.0,198.0,2161.0,0.0,-0.0149,-0.0444,-0.0791
2170,s123,2017 Q4,2017,Q4,Total,647.0,673.0,328.0,-0.0343,-0.0691,-0.2442,-0.2628999999999999,r122,430.0,992.0,10857.0,0.0,-0.0694,0.0238,0.1247
2170,s123,2017 Q4,2017,Q4,Non Strata,820.0,842.0,163.0,0.025,0.0063,-0.2851,-0.424,r122,430.0,992.0,10857.0,0.0,-0.0694,0.0238,0.1247
2170,s123,2017 Q4,2017,Q4,Strata,518.0,506.0,165.0,-0.035,0.0561,-0.1989999999999999,0.0185,r122,430.0,992.0,10857.0,0.0,-0.0694,0.0238,0.1247
2171,s123,2017 Q4,2017,Q4,Total,824.0,852.0,76.0,0.03,0.0104,-0.2082999999999999,-0.283,r122,550.0,144.0,1523.0,0.0,0.1077,0.0,0.0286
2171,s123,2017 Q4,2017,Q4,Non Strata,825.0,854.0,75.0,0.0313,-0.003,-0.2105,-0.2647,r122,550.0,144.0,1523.0,0.0,0.1077,0.0,0.0286
2171,s123,2017 Q4,2017,Q4,Strata,691.0,707.0,5.0,,,,,r122,550.0,144.0,1523.0,0.0,0.1077,0.0,0.0286
2172,s123,2017 Q4,2017,Q4,Total,714.0,714.0,5.0,,,,,r122,450.0,5.0,54.0,,,,
2172,s123,2017 Q4,2017,Q4,Non Strata,750.0,801.5,5.0,,,,,r122,450.0,5.0,54.0,,,,
2173,s123,2017 Q4,2017,Q4,Total,850.0,865.0,35.0,0.0241,0.0462,-0.0541,-0.0789,r122,530.0,76.0,868.0,0.0,0.0411,0.0,0.027
2173,s123,2017 Q4,2017,Q4,Non Strata,850.0,870.0,34.0,0.0226,0.0398,-0.0556,-0.0556,r122,530.0,76.0,868.0,0.0,0.0411,0.0,0.027
2173,s123,2017 Q4,2017,Q4,Strata,691.0,707.0,5.0,,,,,r122,530.0,76.0,868.0,0.0,0.0411,0.0,0.027
2174,s123,2017 Q4,2017,Q4,Total,974.0,1009.0,20.0,0.0704,0.1945,-0.3333,-0.6470999999999999,r122,612.5,48.0,226.0,0.0124,0.7143,0.0041,1.0
2174,s123,2017 Q4,2017,Q4,Non Strata,974.0,1009.0,20.0,0.0704,0.1945,-0.3333,-0.6470999999999999,r122,612.5,48.0,226.0,0.0124,0.7143,0.0041,1.0
2176,s123,2017 Q4,2017,Q4,Total,835.0,868.0,75.0,0.0109,0.0183,-0.1848,-0.2105,r122,490.0,173.0,2128.0,-0.0577,0.0745,0.0208,0.0485
2176,s123,2017 Q4,2017,Q4,Non Strata,840.0,874.0,73.0,0.009,0.0238,-0.1705,-0.2065,r122,490.0,173.0,2128.0,-0.0577,0.0745,0.0208,0.0485
2176,s123,2017 Q4,2017,Q4,Strata,691.0,707.0,5.0,,,,,r122,490.0,173.0,2128.0,-0.0577,0.0745,0.0208,0.0485
2177,s123,2017 Q4,2017,Q4,Total,770.0,775.0,20.0,-0.0179,-0.0032,-0.2307999999999999,-0.0909,r122,460.0,68.0,628.0,0.011,0.36,-0.0213,0.0303
2177,s123,2017 Q4,2017,Q4,Non Strata,775.0,806.0,20.0,-0.0127,0.0032,-0.32,-0.2273,r122,460.0,68.0,628.0,0.011,0.36,-0.0213,0.0303
2177,s123,2017 Q4,2017,Q4,Strata,691.0,707.0,5.0,,,,,r122,460.0,68.0,628.0,0.011,0.36,-0.0213,0.0303
2178,s123,2017 Q4,2017,Q4,Total,2725.0,2391.0,20.0,-0.1484,0.2673999999999999,3.0,2.0,r122,590.0,20.0,179.0,0.0442,-0.1875,-0.0522,0.0833
2178,s123,2017 Q4,2017,Q4,Non Strata,2725.0,2391.0,20.0,-0.1484,0.2673999999999999,3.0,2.0,r122,590.0,20.0,179.0,0.0442,-0.1875,-0.0522,0.0833
2179,s123,2017 Q4,2017,Q4,Total,2888.0,3043.0,20.0,-0.2330999999999999,0.0313,-0.0909,-0.1304,r122,545.0,62.0,572.0,-0.0268,0.1698,-0.0091,0.1071
2179,s123,2017 Q4,2017,Q4,Non Strata,2888.0,3043.0,20.0,-0.2330999999999999,0.0313,-0.0909,-0.1304,r122,545.0,62.0,572.0,-0.0268,0.1698,-0.0091,0.1071
2190,s123,2017 Q4,2017,Q4,Total,938.0,957.0,62.0,-0.0285,0.0522,-0.1948,-0.3672999999999999,r122,550.0,121.0,1294.0,0.0476,0.21,0.1,0.21
2190,s123,2017 Q4,2017,Q4,Non Strata,988.0,1021.0,52.0,0.0079,0.0678,0.04,-0.358,r122,550.0,121.0,1294.0,0.0476,0.21,0.1,0.21
2190,s123,2017 Q4,2017,Q4,Strata,691.0,707.0,5.0,,,,,r122,550.0,121.0,1294.0,0.0476,0.21,0.1,0.21
2191,s123,2017 Q4,2017,Q4,Total,1140.0,1082.0,20.0,-0.1709,-0.1163,0.0,0.3333,r122,560.0,31.0,381.0,0.0182,-0.0606,0.0667,-0.0312
2191,s123,2017 Q4,2017,Q4,Non Strata,750.0,801.5,5.0,,,,,r122,560.0,31.0,381.0,0.0182,-0.0606,0.0667,-0.0312
2191,s123,2017 Q4,2017,Q4,Strata,691.0,707.0,5.0,,,,,r122,560.0,31.0,381.0,0.0182,-0.0606,0.0667,-0.0312
2192,s123,2017 Q4,2017,Q4,Total,689.0,808.0,46.0,-0.0261,0.06,0.15,-0.3867,r122,430.0,116.0,1674.0,0.075,0.0265,0.0488,-0.1888
2192,s123,2017 Q4,2017,Q4,Non Strata,1175.0,1159.0,20.0,-0.0733,-0.0167,0.125,0.0,r122,430.0,116.0,1674.0,0.075,0.0265,0.0488,-0.1888
2192,s123,2017 Q4,2017,Q4,Strata,564.0,582.0,20.0,-0.0157,-0.0105,0.1667,-0.5088,r122,430.0,116.0,1674.0,0.075,0.0265,0.0488,-0.1888
2193,s123,2017 Q4,2017,Q4,Total,755.0,997.0,56.0,0.0486,0.0217,-0.3253,-0.4454999999999999,r122,510.0,169.0,1732.0,-0.0512,-0.3694,-0.0556,0.2707
2193,s123,2017 Q4,2017,Q4,Non Strata,1485.0,1570.0,20.0,0.0447,0.1036999999999999,0.0,-0.1667,r122,510.0,169.0,1732.0,-0.0512,-0.3694,-0.0556,0.2707
2193,s123,2017 Q4,2017,Q4,Strata,670.0,678.0,36.0,-0.036,-0.0496,-0.4286,-0.5325,r122,510.0,169.0,1732.0,-0.0512,-0.3694,-0.0556,0.2707
2194,s123,2017 Q4,2017,Q4,Total,650.0,871.0,56.0,-0.0226,-0.0152,-0.4286,-0.4286,r122,450.0,365.0,4044.0,-0.0426,0.0799,0.0,0.2086
2194,s123,2017 Q4,2017,Q4,Non Strata,1510.0,1763.0,20.0,0.1838,0.0196,1.1667,-0.3157999999999999,r122,450.0,365.0,4044.0,-0.0426,0.0799,0.0,0.2086
2194,s123,2017 Q4,2017,Q4,Strata,600.0,601.0,43.0,-0.0825999999999999,-0.04,-0.5326,-0.4557,r122,450.0,365.0,4044.0,-0.0426,0.0799,0.0,0.2086
2195,s123,2017 Q4,2017,Q4,Total,431.0,665.0,75.0,-0.0527,-0.0126,-0.3182,-0.375,r122,380.0,272.0,4546.0,0.0,-0.2047,0.0411,-0.15
2195,s123,2017 Q4,2017,Q4,Non Strata,1075.0,1341.0,20.0,0.1685,0.1198,0.0556,-0.24,r122,380.0,272.0,4546.0,0.0,-0.2047,0.0411,-0.15
2195,s123,2017 Q4,2017,Q4,Strata,425.0,435.0,56.0,-0.0556,0.0216,-0.3913,-0.4105,r122,380.0,272.0,4546.0,0.0,-0.2047,0.0411,-0.15
2196,s123,2017 Q4,2017,Q4,Total,780.0,793.0,83.0,-0.025,-0.093,-0.0978,-0.2243,r122,425.0,180.0,2356.0,-0.0395,0.0588,-0.0341,0.0345
2196,s123,2017 Q4,2017,Q4,Non Strata,1000.0,981.0,47.0,-0.0632,0.0989,-0.0208,-0.3472,r122,425.0,180.0,2356.0,-0.0395,0.0588,-0.0341,0.0345
2196,s123,2017 Q4,2017,Q4,Strata,508.0,547.0,36.0,0.0741,-0.0567,-0.1818,0.0286,r122,425.0,180.0,2356.0,-0.0395,0.0588,-0.0341,0.0345
2197,s123,2017 Q4,2017,Q4,Total,840.0,835.0,20.0,-0.0455,-0.0261,0.0951999999999999,-0.2332999999999999,r122,495.0,35.0,456.0,-0.066,-0.2045,-0.0481,-0.2391
2197,s123,2017 Q4,2017,Q4,Non Strata,840.0,842.0,20.0,-0.0562,-0.0345,0.1,-0.12,r122,495.0,35.0,456.0,-0.066,-0.2045,-0.0481,-0.2391
2197,s123,2017 Q4,2017,Q4,Strata,691.0,707.0,5.0,,,,,r122,495.0,35.0,456.0,-0.066,-0.2045,-0.0481,-0.2391
2198,s123,2017 Q4,2017,Q4,Total,880.0,848.0,20.0,-0.0222,-0.0112,-0.3171,-0.2221999999999999,r122,530.0,45.0,393.0,-0.0364,0.2162,0.0291,0.3235
2198,s123,2017 Q4,2017,Q4,Non Strata,915.0,926.0,20.0,-0.0033,0.0167,-0.4167,-0.3226,r122,530.0,45.0,393.0,-0.0364,0.2162,0.0291,0.3235
2198,s123,2017 Q4,2017,Q4,Strata,691.0,707.0,5.0,,,,,r122,530.0,45.0,393.0,-0.0364,0.2162,0.0291,0.3235
2199,s123,2017 Q4,2017,Q4,Total,816.0,793.0,46.0,-0.0292,-0.0031,-0.2203,-0.3333,r122,500.0,113.0,1122.0,0.0417,-0.1567,0.0753,0.0089
2199,s123,2017 Q4,2017,Q4,Non Strata,911.0,923.0,20.0,0.012,0.0653,-0.2927,-0.4314,r122,500.0,113.0,1122.0,0.0417,-0.1567,0.0753,0.0089
2199,s123,2017 Q4,2017,Q4,Strata,540.0,572.0,20.0,-0.0485,0.0141,-0.0556,-0.0556,r122,500.0,113.0,1122.0,0.0417,-0.1567,0.0753,0.0089
2200,s123,2017 Q4,2017,Q4,Total,594.0,696.0,118.0,-0.0108,-0.1075,-0.2761,-0.2484,r122,450.0,405.0,4363.0,0.0,-0.0858,0.0227,0.1739
2200,s123,2017 Q4,2017,Q4,Non Strata,950.0,981.0,41.0,-0.0865,-0.0026,-0.2678999999999999,-0.3594,r122,450.0,405.0,4363.0,0.0,-0.0858,0.0227,0.1739
2200,s123,2017 Q4,2017,Q4,Strata,530.0,544.0,77.0,0.0095,0.0192,-0.2804,-0.172,r122,450.0,405.0,4363.0,0.0,-0.0858,0.0227,0.1739
2203,s123,2017 Q4,2017,Q4,Total,888.0,987.0,66.0,0.0629,0.0503,0.2,0.4043,r122,520.0,253.0,2404.0,0.04,0.2843,0.1304,0.2778
2203,s123,2017 Q4,2017,Q4,Non Strata,1427.0,1440.0,20.0,-0.1039,-0.0192,0.1667,0.1667,r122,520.0,253.0,2404.0,0.04,0.2843,0.1304,0.2778
2203,s123,2017 Q4,2017,Q4,Strata,765.0,776.0,45.0,0.0146,0.0775,0.2162,0.5517,r122,520.0,253.0,2404.0,0.04,0.2843,0.1304,0.2778
2204,s123,2017 Q4,2017,Q4,Total,1300.0,1354.0,87.0,0.0612,0.2082,0.1013,0.0482,r122,550.0,358.0,3886.0,0.0,0.0142,0.068,0.2924
2204,s123,2017 Q4,2017,Q4,Non Strata,1500.0,1499.0,53.0,0.0791,0.0791,0.0816,0.2326,r122,550.0,358.0,3886.0,0.0,0.0142,0.068,0.2924
2204,s123,2017 Q4,2017,Q4,Strata,803.0,1129.0,34.0,0.0851,0.1076,0.1333,-0.15,r122,550.0,358.0,3886.0,0.0,0.0142,0.068,0.2924
2205,s123,2017 Q4,2017,Q4,Total,730.0,818.0,92.0,-0.0228,0.0139,-0.0612,0.0,r122,625.0,334.0,3423.0,-0.0079,-0.1325,0.0417,-0.0176
2205,s123,2017 Q4,2017,Q4,Non Strata,1255.0,1284.0,20.0,-0.0271,-0.029,0.2,0.0,r122,625.0,334.0,3423.0,-0.0079,-0.1325,0.0417,-0.0176
2205,s123,2017 Q4,2017,Q4,Strata,715.0,705.0,74.0,-0.0272,0.0214,-0.1084,0.0,r122,625.0,334.0,3423.0,-0.0079,-0.1325,0.0417,-0.0176
2206,s123,2017 Q4,2017,Q4,Total,1155.0,1200.0,59.0,-0.1538,-0.1413,0.3721,-0.1061,r122,630.0,108.0,1305.0,-0.0233,0.102,-0.0308,0.1868
2206,s123,2017 Q4,2017,Q4,Non Strata,1375.0,1419.0,37.0,-0.0849,-0.0791,0.0882,-0.2292,r122,630.0,108.0,1305.0,-0.0233,0.102,-0.0308,0.1868
2206,s123,2017 Q4,2017,Q4,Strata,820.0,832.0,20.0,0.0648,-0.0238,1.4444,0.2221999999999999,r122,630.0,108.0,1305.0,-0.0233,0.102,-0.0308,0.1868
2207,s123,2017 Q4,2017,Q4,Total,1100.0,1092.0,87.0,0.3365999999999999,0.0654,0.0,-0.13,r122,540.0,154.0,2013.0,0.0588,-0.0191,0.08,-0.2021
2207,s123,2017 Q4,2017,Q4,Non Strata,1315.0,1351.0,53.0,-0.0259,0.0194,0.2326,-0.0702,r122,540.0,154.0,2013.0,0.0588,-0.0191,0.08,-0.2021
2207,s123,2017 Q4,2017,Q4,Strata,675.0,689.0,34.0,0.0555,-0.0816,-0.2273,-0.2092999999999999,r122,540.0,154.0,2013.0,0.0588,-0.0191,0.08,-0.2021
2208,s123,2017 Q4,2017,Q4,Total,1336.0,1418.0,20.0,0.0079,-0.0011,-0.4595,-0.3547999999999999,r122,635.0,52.0,801.0,0.0672,-0.0714,0.0583,-0.2676
2208,s123,2017 Q4,2017,Q4,Non Strata,1336.0,1418.0,20.0,-0.0305,-0.0555,-0.3333,-0.2307999999999999,r122,635.0,52.0,801.0,0.0672,-0.0714,0.0583,-0.2676
2209,s123,2017 Q4,2017,Q4,Total,1175.0,1127.0,52.0,0.1336,0.078,0.04,0.0196,r122,500.0,97.0,1190.0,0.0101,0.1975,0.0101,-0.1182
2209,s123,2017 Q4,2017,Q4,Non Strata,1280.0,1270.0,39.0,0.024,0.1204,0.2188,0.0263,r122,500.0,97.0,1190.0,0.0101,0.1975,0.0101,-0.1182
2209,s123,2017 Q4,2017,Q4,Strata,690.0,699.0,20.0,0.0534,0.0615,-0.2778,0.0,r122,500.0,97.0,1190.0,0.0101,0.1975,0.0101,-0.1182
2210,s123,2017 Q4,2017,Q4,Total,1032.0,1006.0,105.0,0.0694,0.0558,-0.1322,-0.2045,r122,520.0,190.0,1752.0,-0.0095,0.131,-0.0545,0.1243
2210,s123,2017 Q4,2017,Q4,Non Strata,1185.0,1220.0,55.0,-0.0558,0.058,-0.1791,-0.2857,r122,520.0,190.0,1752.0,-0.0095,0.131,-0.0545,0.1243
2210,s123,2017 Q4,2017,Q4,Strata,677.0,770.0,50.0,0.0375,0.0415,-0.0741,-0.0909,r122,520.0,190.0,1752.0,-0.0095,0.131,-0.0545,0.1243
2211,s123,2017 Q4,2017,Q4,Total,1050.0,1033.0,53.0,0.0244,0.0808,-0.1311,-0.2838,r122,560.0,96.0,1086.0,0.0275,-0.0588,0.0566,0.1852
2211,s123,2017 Q4,2017,Q4,Non Strata,1085.0,1090.0,45.0,-0.0136,0.0637,0.0,-0.2373,r122,560.0,96.0,1086.0,0.0275,-0.0588,0.0566,0.1852
2211,s123,2017 Q4,2017,Q4,Strata,691.0,707.0,5.0,,,,,r122,560.0,96.0,1086.0,0.0275,-0.0588,0.0566,0.1852
2212,s123,2017 Q4,2017,Q4,Total,1044.0,1070.0,63.0,0.0435,0.087,0.0678,-0.1127,r122,540.0,107.0,1143.0,-0.0357,-0.0273,0.0093,0.5286
2212,s123,2017 Q4,2017,Q4,Non Strata,1076.0,1133.0,52.0,0.0249,0.087,0.2683,-0.1186,r122,540.0,107.0,1143.0,-0.0357,-0.0273,0.0093,0.5286
2212,s123,2017 Q4,2017,Q4,Strata,803.0,776.0,20.0,0.0956,0.0962,-0.3889,-0.0833,r122,540.0,107.0,1143.0,-0.0357,-0.0273,0.0093,0.5286
2213,s123,2017 Q4,2017,Q4,Total,1068.0,1064.0,76.0,0.0364,0.0838,-0.0732,-0.3028,r122,570.0,119.0,1162.0,0.0364,0.2143,0.0556,0.1667
2213,s123,2017 Q4,2017,Q4,Non Strata,1090.0,1085.0,70.0,0.0431,0.0966,-0.0789,-0.3137,r122,570.0,119.0,1162.0,0.0364,0.2143,0.0556,0.1667
2213,s123,2017 Q4,2017,Q4,Strata,691.0,707.0,5.0,,,,,r122,570.0,119.0,1162.0,0.0364,0.2143,0.0556,0.1667
2214,s123,2017 Q4,2017,Q4,Total,939.0,939.0,20.0,0.0593,0.0665,0.3333,1.1818,r122,555.0,20.0,122.0,-0.112,0.2,-0.0089,0.0909
2214,s123,2017 Q4,2017,Q4,Non Strata,939.0,939.0,20.0,0.0593,0.0665,0.3333,1.1818,r122,555.0,20.0,122.0,-0.112,0.2,-0.0089,0.0909
2216,s123,2017 Q4,2017,Q4,Total,729.0,878.0,88.0,0.0196,0.0489,-0.1110999999999999,0.0353,r122,510.0,327.0,4254.0,-0.0192,-0.0684,0.0303,-0.0121
2216,s123,2017 Q4,2017,Q4,Non Strata,1261.0,1336.0,20.0,-0.0938,-0.0799,-0.0435,-0.12,r122,510.0,327.0,4254.0,-0.0192,-0.0684,0.0303,-0.0121
2216,s123,2017 Q4,2017,Q4,Strata,673.0,725.0,66.0,-0.003,0.0197,-0.1316,0.1,r122,510.0,327.0,4254.0,-0.0192,-0.0684,0.0303,-0.0121
2217,s123,2017 Q4,2017,Q4,Total,770.0,1051.0,113.0,-0.0723,0.0336,0.018,-0.1503999999999999,r122,520.0,340.0,3946.0,0.0196,0.0334,0.0833,-0.0202
2217,s123,2017 Q4,2017,Q4,Non Strata,1514.0,1820.0,34.0,-0.0541,0.0126,-0.1282,-0.3928999999999999,r122,520.0,340.0,3946.0,0.0196,0.0334,0.0833,-0.0202
2217,s123,2017 Q4,2017,Q4,Strata,700.0,720.0,79.0,-0.0308,0.129,0.0972,0.026,r122,520.0,340.0,3946.0,0.0196,0.0334,0.0833,-0.0202
2218,s123,2017 Q4,2017,Q4,Total,735.0,955.0,53.0,0.0034,-0.0411,-0.2206,-0.3026,r122,490.0,143.0,2137.0,0.0103,0.0593,0.0208,-0.2186
2218,s123,2017 Q4,2017,Q4,Non Strata,1411.0,1548.0,20.0,0.0455,0.1568999999999999,-0.2380999999999999,-0.4483,r122,490.0,143.0,2137.0,0.0103,0.0593,0.0208,-0.2186
2218,s123,2017 Q4,2017,Q4,Strata,705.0,699.0,37.0,0.0071,0.0981,-0.2128,-0.2128,r122,490.0,143.0,2137.0,0.0103,0.0593,0.0208,-0.2186
2219,s123,2017 Q4,2017,Q4,Total,878.0,1100.0,58.0,-0.0462,-0.2403,0.1373,-0.284,r122,560.0,117.0,1224.0,0.0566,0.0,0.0769,-0.0168
2219,s123,2017 Q4,2017,Q4,Non Strata,1650.0,1675.0,20.0,-0.0222,0.0798,0.0,-0.4736999999999999,r122,560.0,117.0,1224.0,0.0566,0.0,0.0769,-0.0168
2219,s123,2017 Q4,2017,Q4,Strata,758.0,798.0,38.0,0.01,-0.0033,0.2257999999999999,-0.1163,r122,560.0,117.0,1224.0,0.0566,0.0,0.0769,-0.0168
2220,s123,2017 Q4,2017,Q4,Total,758.0,1015.0,91.0,-0.0156,-0.0219,-0.1495,-0.2087,r122,540.0,309.0,3887.0,-0.0182,-0.0938,0.08,-0.1146
2220,s123,2017 Q4,2017,Q4,Non Strata,1590.0,1671.0,20.0,-0.0078,0.2045,-0.1471,-0.2368,r122,540.0,309.0,3887.0,-0.0182,-0.0938,0.08,-0.1146
2220,s123,2017 Q4,2017,Q4,Strata,691.0,707.0,62.0,0.0132,-0.0637,-0.1507,-0.1948,r122,540.0,309.0,3887.0,-0.0182,-0.0938,0.08,-0.1146
2221,s123,2017 Q4,2017,Q4,Total,1180.0,1360.0,43.0,-0.1862,-0.1734,-0.14,-0.2586,r122,590.0,50.0,773.0,0.0,-0.4118,0.0085,-0.3243
2221,s123,2017 Q4,2017,Q4,Non Strata,1589.0,1707.0,20.0,-0.0889,-0.0815,-0.2778,-0.3953,r122,590.0,50.0,773.0,0.0,-0.4118,0.0085,-0.3243
2221,s123,2017 Q4,2017,Q4,Strata,820.0,830.0,20.0,0.1509,-0.1239,0.2143,0.1333,r122,590.0,50.0,773.0,0.0,-0.4118,0.0085,-0.3243
2222,s123,2017 Q4,2017,Q4,Total,702.0,923.0,42.0,-0.0788,0.1595,-0.25,-0.3731,r122,440.0,115.0,1619.0,0.0173,-0.1786,0.0233,0.0
2222,s123,2017 Q4,2017,Q4,Non Strata,1416.0,1338.0,20.0,0.0298,0.1216,-0.15,-0.15,r122,440.0,115.0,1619.0,0.0173,-0.1786,0.0233,0.0
2222,s123,2017 Q4,2017,Q4,Strata,620.0,641.0,20.0,-0.0388,0.0915,-0.3056,-0.4681,r122,440.0,115.0,1619.0,0.0173,-0.1786,0.0233,0.0
2223,s123,2017 Q4,2017,Q4,Total,1138.0,1296.0,68.0,0.0111,0.1619,-0.0684999999999999,-0.2092999999999999,r122,490.0,152.0,2032.0,0.0538,-0.0065,0.0652,-0.1602
2223,s123,2017 Q4,2017,Q4,Non Strata,1600.0,1831.0,34.0,0.1025,0.1033999999999999,-0.15,-0.1905,r122,490.0,152.0,2032.0,0.0538,-0.0065,0.0652,-0.1602
2223,s123,2017 Q4,2017,Q4,Strata,755.0,760.0,34.0,-0.0195,0.2128999999999999,0.0303,-0.2273,r122,490.0,152.0,2032.0,0.0538,-0.0065,0.0652,-0.1602
2224,s123,2017 Q4,2017,Q4,Total,1158.0,1324.0,38.0,-0.1096,-0.1061999999999999,-0.2245,-0.2692,r122,700.0,61.0,740.0,0.0769,-0.1029,0.1667,-0.1644
2224,s123,2017 Q4,2017,Q4,Non Strata,1490.0,1618.0,20.0,0.0136,-0.0309,-0.1785999999999999,-0.2332999999999999,r122,700.0,61.0,740.0,0.0769,-0.1029,0.1667,-0.1644
2224,s123,2017 Q4,2017,Q4,Strata,830.0,873.0,20.0,-0.0235,0.0122,-0.2857,-0.3182,r122,700.0,61.0,740.0,0.0769,-0.1029,0.1667,-0.1644
2225,s123,2017 Q4,2017,Q4,Total,1285.0,1325.0,20.0,-0.0688,-0.0951,0.1176,0.0556,r122,750.0,20.0,122.0,0.2097,0.6667,0.4563,1.5
2225,s123,2017 Q4,2017,Q4,Non Strata,1285.0,1325.0,20.0,-0.0688,-0.0951,0.1176,0.0556,r122,750.0,20.0,122.0,0.2097,0.6667,0.4563,1.5
2226,s123,2017 Q4,2017,Q4,Total,1080.0,1117.0,51.0,-0.0248,0.0385,0.4167,-0.0192,r122,520.0,56.0,581.0,-0.1111,0.0769,-0.1111,0.3333
2226,s123,2017 Q4,2017,Q4,Non Strata,1205.0,1215.0,40.0,0.0478,0.0846,0.3792999999999999,0.0526,r122,520.0,56.0,581.0,-0.1111,0.0769,-0.1111,0.3333
2226,s123,2017 Q4,2017,Q4,Strata,777.0,763.0,20.0,0.2432,0.1510999999999999,0.5714,-0.2143,r122,520.0,56.0,581.0,-0.1111,0.0769,-0.1111,0.3333
2227,s123,2017 Q4,2017,Q4,Total,1200.0,1155.0,56.0,0.2565,0.0889,-0.2329,-0.0345,r122,550.0,97.0,967.0,-0.0833,0.0211,0.0,-0.0762
2227,s123,2017 Q4,2017,Q4,Non Strata,1309.0,1354.0,36.0,-0.0532,0.0187,0.2857,0.0,r122,550.0,97.0,967.0,-0.0833,0.0211,0.0,-0.0762
2227,s123,2017 Q4,2017,Q4,Strata,748.0,798.0,20.0,-0.0538,-0.0939,-0.5556,-0.0909,r122,550.0,97.0,967.0,-0.0833,0.0211,0.0,-0.0762
2228,s123,2017 Q4,2017,Q4,Total,1143.0,1147.0,80.0,0.1119,-0.0673,0.0256,-0.2079,r122,540.0,136.0,1604.0,-0.0182,-0.1053,0.0385,-0.0145
2228,s123,2017 Q4,2017,Q4,Non Strata,1410.0,1511.0,42.0,0.0071,-0.0035,0.1667,-0.3538,r122,540.0,136.0,1604.0,-0.0182,-0.1053,0.0385,-0.0145
2228,s123,2017 Q4,2017,Q4,Strata,705.0,744.0,38.0,-0.0262,0.0838,-0.0951999999999999,0.0556,r122,540.0,136.0,1604.0,-0.0182,-0.1053,0.0385,-0.0145
2229,s123,2017 Q4,2017,Q4,Total,1300.0,1359.0,151.0,0.0117,0.0442,0.0342,-0.1221,r122,540.0,184.0,1879.0,-0.0442,0.0824,-0.0182,-0.0754
2229,s123,2017 Q4,2017,Q4,Non Strata,1700.0,1877.0,75.0,0.0074,0.0366,0.0417,-0.1757999999999999,r122,540.0,184.0,1879.0,-0.0442,0.0824,-0.0182,-0.0754
2229,s123,2017 Q4,2017,Q4,Strata,807.0,849.0,76.0,0.1704,0.0346,0.027,-0.0617,r122,540.0,184.0,1879.0,-0.0442,0.0824,-0.0182,-0.0754
2230,s123,2017 Q4,2017,Q4,Total,923.0,1386.0,148.0,-0.0107,-0.2953,-0.1494,-0.4457,r122,510.0,376.0,4098.0,0.0,-0.0784,0.02,-0.1376
2230,s123,2017 Q4,2017,Q4,Non Strata,1971.0,2400.0,44.0,-0.0385,0.1263,-0.2542,-0.3231,r122,510.0,376.0,4098.0,0.0,-0.0784,0.02,-0.1376
2230,s123,2017 Q4,2017,Q4,Strata,810.0,957.0,104.0,-0.0282,-0.243,-0.0957,-0.4851,r122,510.0,376.0,4098.0,0.0,-0.0784,0.02,-0.1376
2231,s123,2017 Q4,2017,Q4,Total,714.0,714.0,5.0,,,,,r122,450.0,5.0,97.0,,,,
2231,s123,2017 Q4,2017,Q4,Non Strata,750.0,801.5,5.0,,,,,r122,450.0,5.0,97.0,,,,
2232,s123,2017 Q4,2017,Q4,Total,900.0,956.0,138.0,0.0713999999999999,-0.09,0.0534,-0.2332999999999999,r122,500.0,245.0,2645.0,0.0101,0.0699,0.087,-0.0684
2232,s123,2017 Q4,2017,Q4,Non Strata,1165.0,1246.0,63.0,-0.1038,-0.0451,0.0862,-0.3077,r122,500.0,245.0,2645.0,0.0101,0.0699,0.087,-0.0684
2232,s123,2017 Q4,2017,Q4,Strata,673.0,713.0,75.0,0.0045,0.012,0.0274,-0.1573,r122,500.0,245.0,2645.0,0.0101,0.0699,0.087,-0.0684
2233,s123,2017 Q4,2017,Q4,Total,1005.0,995.0,89.0,0.0239,0.0635,-0.0917999999999999,-0.1188,r122,550.0,56.0,882.0,-0.0833,-0.3412,-0.0179,-0.3708
2233,s123,2017 Q4,2017,Q4,Non Strata,1095.0,1094.0,67.0,0.0069,0.1347,0.0152,-0.1928,r122,550.0,56.0,882.0,-0.0833,-0.3412,-0.0179,-0.3708
2233,s123,2017 Q4,2017,Q4,Strata,680.0,694.0,20.0,-0.0766,-0.1381,-0.3125,0.2221999999999999,r122,550.0,56.0,882.0,-0.0833,-0.3412,-0.0179,-0.3708
2234,s123,2017 Q4,2017,Q4,Total,1152.0,1171.0,88.0,-0.0198,0.0015,0.0115,-0.0928,r122,660.0,79.0,779.0,0.0476,0.1618,0.0313,0.6458
