postcode,skey,time_period,year,quarter,dwelling_type,median_price,mean_price,sales_no,Qdelta_median,Adelta_median,Qdelta_count,Adelta_count,rkey,median_rent_newb,new_bonds_no,total_bonds_no,Qdelta_median_rent,Qdelta_new_bonds,Adelta_median_rent,Adelta_new_bonds
2112,s135,2020 Q4,2020,Q4,Strata,718.0,765.0,108.0,-0.0946,0.0141,0.1739,-0.2174,r134,450.0,646.0,5151.0,-0.0217,-0.0387,-0.1176,0.3211
2113,s135,2020 Q4,2020,Q4,Total,885.0,1048.0,149.0,-0.0167,-0.1312,0.0956,-0.3407,r134,450.0,632.0,4494.0,-0.0426,-0.1283,-0.1346,0.7459
2113,s135,2020 Q4,2020,Q4,Non Strata,1743.0,1758.0,36.0,0.0743,0.0253,0.125,0.3333,r134,450.0,632.0,4494.0,-0.0426,-0.1283,-0.1346,0.7459
2113,s135,2020 Q4,2020,Q4,Strata,788.0,821.0,113.0,-0.0495,-0.1633,0.0865,-0.4322,r134,450.0,632.0,4494.0,-0.0426,-0.1283,-0.1346,0.7459
2114,s135,2020 Q4,2020,Q4,Total,831.0,1059.0,133.0,0.0407,0.0012,-0.1014,0.4301,r134,420.0,459.0,4046.0,-0.0233,-0.1323,-0.087,0.275
2114,s135,2020 Q4,2020,Q4,Non Strata,1650.0,1630.0,48.0,0.0248,0.0631,0.3333,0.5484,r134,420.0,459.0,4046.0,-0.0233,-0.1323,-0.087,0.275
2114,s135,2020 Q4,2020,Q4,Strata,710.0,737.0,85.0,-0.0868,0.1592,-0.2411,0.371,r134,420.0,459.0,4046.0,-0.0233,-0.1323,-0.087,0.275
2115,s135,2020 Q4,2020,Q4,Total,1239.0,1177.0,46.0,-0.0084,0.0517,0.2432,0.122,r134,495.0,87.0,1002.0,-0.01,-0.1553,-0.0294,0.0875
2115,s135,2020 Q4,2020,Q4,Non Strata,1263.0,1284.0,36.0,-0.0399,-0.0043,0.2414,0.1613,r134,495.0,87.0,1002.0,-0.01,-0.1553,-0.0294,0.0875
2115,s135,2020 Q4,2020,Q4,Strata,691.5,710.5,5.0,,,,,r134,495.0,87.0,1002.0,-0.01,-0.1553,-0.0294,0.0875
2116,s135,2020 Q4,2020,Q4,Total,1050.0,989.0,33.0,-0.0968,0.4094,0.5,-0.1951,r134,470.0,51.0,563.0,-0.0505,-0.1639,-0.0105,-0.15
2116,s135,2020 Q4,2020,Q4,Non Strata,1170.0,1185.0,20.0,-0.029,-0.0085,0.0526,0.0,r134,470.0,51.0,563.0,-0.0505,-0.1639,-0.0105,-0.15
2116,s135,2020 Q4,2020,Q4,Strata,700.0,688.0,20.0,0.0853,0.0938,3.3333,-0.381,r134,470.0,51.0,563.0,-0.0505,-0.1639,-0.0105,-0.15
2117,s135,2020 Q4,2020,Q4,Total,1215.0,1222.0,89.0,0.0474,0.0012,0.0114,0.141,r134,480.0,169.0,1779.0,-0.04,-0.1011,-0.0204,-0.0174
2117,s135,2020 Q4,2020,Q4,Non Strata,1290.0,1434.0,63.0,0.0238,0.0078,0.0328,0.1455,r134,480.0,169.0,1779.0,-0.04,-0.1011,-0.0204,-0.0174
2117,s135,2020 Q4,2020,Q4,Strata,720.0,708.0,20.0,-0.027,0.0,-0.037,0.1304,r134,480.0,169.0,1779.0,-0.04,-0.1011,-0.0204,-0.0174
2118,s135,2020 Q4,2020,Q4,Total,1205.0,1773.0,98.0,0.074,-0.0004,0.1807,0.2564,r134,470.0,274.0,2744.0,-0.0105,-0.1821,-0.0962,-0.0108
2118,s135,2020 Q4,2020,Q4,Non Strata,1520.0,2479.0,58.0,0.0486,0.0573,0.3488,0.3488,r134,470.0,274.0,2744.0,-0.0105,-0.1821,-0.0962,-0.0108
2118,s135,2020 Q4,2020,Q4,Strata,726.0,748.0,40.0,-0.0095,0.0083,0.0,0.1429,r134,470.0,274.0,2744.0,-0.0105,-0.1821,-0.0962,-0.0108
2119,s135,2020 Q4,2020,Q4,Total,1735.0,1793.0,55.0,0.0592,0.0677,0.8966,0.8966,r134,610.0,54.0,590.0,-0.0161,0.0189,-0.0161,-0.1429
2119,s135,2020 Q4,2020,Q4,Non Strata,1773.0,1852.0,50.0,0.0411,0.071,1.0833,1.0,r134,610.0,54.0,590.0,-0.0161,0.0189,-0.0161,-0.1429
2119,s135,2020 Q4,2020,Q4,Strata,691.5,710.5,5.0,,,,,r134,610.0,54.0,590.0,-0.0161,0.0189,-0.0161,-0.1429
2120,s135,2020 Q4,2020,Q4,Total,1308.0,1281.0,76.0,0.0336,0.0019,-0.0843,0.1176,r134,550.0,120.0,1191.0,0.0732,-0.0769,0.0,0.0909
2120,s135,2020 Q4,2020,Q4,Non Strata,1415.0,1408.0,58.0,0.0639,0.0217,-0.0492,0.1154,r134,550.0,120.0,1191.0,0.0732,-0.0769,0.0,0.0909
2120,s135,2020 Q4,2020,Q4,Strata,830.0,873.0,20.0,0.1756,-0.0879,-0.1818,0.125,r134,550.0,120.0,1191.0,0.0732,-0.0769,0.0,0.0909
2121,s135,2020 Q4,2020,Q4,Total,975.0,1264.0,143.0,-0.1965,0.0394,0.2768,-0.053,r134,490.0,516.0,4045.0,-0.02,-0.0835,-0.1091,0.1622
2121,s135,2020 Q4,2020,Q4,Non Strata,1800.0,1818.0,69.0,0.0746,-0.0225,0.2321,0.2778,r134,490.0,516.0,4045.0,-0.02,-0.0835,-0.1091,0.1622
2121,s135,2020 Q4,2020,Q4,Strata,745.0,747.0,74.0,0.0304,-0.1225,0.3214,-0.2371,r134,490.0,516.0,4045.0,-0.02,-0.0835,-0.1091,0.1622
2122,s135,2020 Q4,2020,Q4,Total,1072.0,1299.0,123.0,0.1911,-0.1625,0.2813,-0.0081,r134,480.0,394.0,3333.0,0.0667,-0.0773,-0.04,0.354
2122,s135,2020 Q4,2020,Q4,Non Strata,1860.0,1908.0,53.0,0.029,0.0839,0.4722,0.06,r134,480.0,394.0,3333.0,0.0667,-0.0773,-0.04,0.354
2122,s135,2020 Q4,2020,Q4,Strata,815.0,838.0,70.0,0.0252,-0.1156,0.1667,-0.0541,r134,480.0,394.0,3333.0,0.0667,-0.0773,-0.04,0.354
2125,s135,2020 Q4,2020,Q4,Total,1806.0,1813.0,50.0,0.1999,0.0945,0.0638,0.6129,r134,605.0,54.0,608.0,0.0901,-0.129,-0.0656,-0.1
2125,s135,2020 Q4,2020,Q4,Non Strata,1830.0,1825.0,49.0,0.1227,0.1091,0.2564,0.5806,r134,605.0,54.0,608.0,0.0901,-0.129,-0.0656,-0.1
2125,s135,2020 Q4,2020,Q4,Strata,691.5,710.5,5.0,,,,,r134,605.0,54.0,608.0,0.0901,-0.129,-0.0656,-0.1
2126,s135,2020 Q4,2020,Q4,Total,1545.0,1500.0,56.0,0.1257,0.0324,0.2174,-0.0667,r134,750.0,70.0,843.0,0.0563,0.0938,0.0,-0.1566
2126,s135,2020 Q4,2020,Q4,Non Strata,1570.0,1538.0,51.0,0.0273,0.0295,0.5,-0.0192,r134,750.0,70.0,843.0,0.0563,0.0938,0.0,-0.1566
2126,s135,2020 Q4,2020,Q4,Strata,691.5,710.5,5.0,,,,,r134,750.0,70.0,843.0,0.0563,0.0938,0.0,-0.1566
2127,s135,2020 Q4,2020,Q4,Total,705.0,735.0,160.0,-0.0085,0.0108,-0.0244,0.2308,r134,500.0,682.0,5443.0,0.0,-0.1939,-0.0566,0.1902
2127,s135,2020 Q4,2020,Q4,Non Strata,792.0,837.5,5.0,,,,,r134,500.0,682.0,5443.0,0.0,-0.1939,-0.0566,0.1902
2127,s135,2020 Q4,2020,Q4,Strata,700.0,713.0,155.0,-0.0141,0.0123,-0.0373,0.2205,r134,500.0,682.0,5443.0,0.0,-0.1939,-0.0566,0.1902
2128,s135,2020 Q4,2020,Q4,Total,733.0,733.0,5.0,,,,,r134,385.0,39.0,385.0,-0.061,0.1818,-0.1348,0.1471
2128,s135,2020 Q4,2020,Q4,Strata,691.5,710.5,5.0,,,,,r134,385.0,39.0,385.0,-0.061,0.1818,-0.1348,0.1471
2130,s135,2020 Q4,2020,Q4,Total,1535.0,1506.0,37.0,0.5956,0.4619,0.0571,0.1563,r134,450.0,158.0,1692.0,0.0,-0.2139,-0.0576,-0.0595
2130,s135,2020 Q4,2020,Q4,Non Strata,2000.0,2146.0,20.0,0.2698,0.0914,0.5,0.2857,r134,450.0,158.0,1692.0,0.0,-0.2139,-0.0576,-0.0595
2130,s135,2020 Q4,2020,Q4,Strata,785.0,899.0,20.0,0.0064,0.0035,-0.1739,0.0556,r134,450.0,158.0,1692.0,0.0,-0.2139,-0.0576,-0.0595
2131,s135,2020 Q4,2020,Q4,Total,768.0,906.0,100.0,0.0572,0.0261,0.1111,0.3514,r134,410.0,469.0,4310.0,-0.0238,0.0,-0.1087,0.1725
2131,s135,2020 Q4,2020,Q4,Non Strata,1550.0,1645.0,20.0,0.0,-0.1667,-0.1739,-0.24,r134,410.0,469.0,4310.0,-0.0238,0.0,-0.1087,0.1725
2131,s135,2020 Q4,2020,Q4,Strata,721.0,733.0,81.0,0.0476,0.0296,0.209,0.6531,r134,410.0,469.0,4310.0,-0.0238,0.0,-0.1087,0.1725
2132,s135,2020 Q4,2020,Q4,Total,1451.0,1397.0,35.0,0.6536,0.556,0.3462,-0.0278,r134,500.0,94.0,859.0,-0.0291,0.2368,-0.1304,0.4462
2132,s135,2020 Q4,2020,Q4,Non Strata,1727.0,1813.0,20.0,-0.0668,0.2031,1.0,0.2941,r134,500.0,94.0,859.0,-0.0291,0.2368,-0.1304,0.4462
2132,s135,2020 Q4,2020,Q4,Strata,730.0,695.0,20.0,-0.0581,-0.0999,-0.1333,-0.3158,r134,500.0,94.0,859.0,-0.0291,0.2368,-0.1304,0.4462
2133,s135,2020 Q4,2020,Q4,Total,1100.0,1116.0,33.0,0.1399,0.0427,0.5714,-0.34,r134,420.0,98.0,1066.0,0.037,-0.0926,0.05,-0.0101
2133,s135,2020 Q4,2020,Q4,Non Strata,1429.0,1511.0,20.0,0.2368,0.0581,0.5,-0.3333,r134,420.0,98.0,1066.0,0.037,-0.0926,0.05,-0.0101
2133,s135,2020 Q4,2020,Q4,Strata,705.0,642.0,20.0,0.0292,0.2368,0.6667,-0.3478,r134,420.0,98.0,1066.0,0.037,-0.0926,0.05,-0.0101
2134,s135,2020 Q4,2020,Q4,Total,830.0,1119.0,63.0,-0.0405,-0.046,0.1887,-0.0156,r134,500.0,415.0,2876.0,-0.0196,-0.3002,-0.1071,0.5962
2134,s135,2020 Q4,2020,Q4,Non Strata,1990.0,1992.0,20.0,0.181,0.0699,1.0,0.6,r134,500.0,415.0,2876.0,-0.0196,-0.3002,-0.1071,0.5962
2134,s135,2020 Q4,2020,Q4,Strata,800.0,822.0,47.0,-0.0419,-0.039,0.0444,-0.1296,r134,500.0,415.0,2876.0,-0.0196,-0.3002,-0.1071,0.5962
2135,s135,2020 Q4,2020,Q4,Total,955.0,1672.0,112.0,0.1754,-0.0215,0.3659,0.4737,r134,480.0,500.0,3512.0,-0.04,-0.2076,-0.1111,0.1601
2135,s135,2020 Q4,2020,Q4,Non Strata,2600.0,2687.0,54.0,0.0105,0.1171,0.5,0.5,r134,480.0,500.0,3512.0,-0.04,-0.2076,-0.1111,0.1601
2135,s135,2020 Q4,2020,Q4,Strata,731.0,728.0,58.0,0.0436,0.0587,0.2609,0.45,r134,480.0,500.0,3512.0,-0.04,-0.2076,-0.1111,0.1601
2136,s135,2020 Q4,2020,Q4,Total,815.0,1029.0,41.0,0.0284,0.1643,1.5625,0.64,r134,450.0,69.0,820.0,-0.0625,-0.1154,-0.0625,-0.2887
2136,s135,2020 Q4,2020,Q4,Non Strata,1500.0,1581.0,20.0,-0.1477,0.1278,2.8,1.7143,r134,450.0,69.0,820.0,-0.0625,-0.1154,-0.0625,-0.2887
2136,s135,2020 Q4,2020,Q4,Strata,595.0,552.0,20.0,-0.1782,-0.0696,1.0,0.2222,r134,450.0,69.0,820.0,-0.0625,-0.1154,-0.0625,-0.2887
2137,s135,2020 Q4,2020,Q4,Total,1255.0,1453.0,115.0,-0.2241,-0.1492,0.15,0.0177,r134,550.0,311.0,3092.0,0.0,-0.0744,-0.0833,0.1187
2137,s135,2020 Q4,2020,Q4,Non Strata,2120.0,2158.0,40.0,0.0279,0.0341,0.1111,-0.1111,r134,550.0,311.0,3092.0,0.0,-0.0744,-0.0833,0.1187
2137,s135,2020 Q4,2020,Q4,Strata,910.0,1077.0,75.0,-0.1868,-0.1435,0.1719,0.1029,r134,550.0,311.0,3092.0,0.0,-0.0744,-0.0833,0.1187
2138,s135,2020 Q4,2020,Q4,Total,871.0,1104.0,88.0,-0.0533,0.004,0.1733,-0.0222,r134,530.0,445.0,3449.0,-0.0364,-0.1924,-0.1017,0.2899
2138,s135,2020 Q4,2020,Q4,Non Strata,2200.0,2214.0,20.0,0.0615,0.0197,0.6,0.6,r134,530.0,445.0,3449.0,-0.0364,-0.1924,-0.1017,0.2899
2138,s135,2020 Q4,2020,Q4,Strata,830.0,857.0,72.0,-0.0674,0.0061,0.1077,-0.1,r134,530.0,445.0,3449.0,-0.0364,-0.1924,-0.1017,0.2899
2140,s135,2020 Q4,2020,Q4,Total,644.0,1145.0,122.0,0.0055,0.0016,0.5443,0.2449,r134,450.0,526.0,4009.0,-0.0217,-0.0259,-0.0909,0.0735
2140,s135,2020 Q4,2020,Q4,Non Strata,792.0,837.5,5.0,,,,,r134,450.0,526.0,4009.0,-0.0217,-0.0259,-0.0909,0.0735
2140,s135,2020 Q4,2020,Q4,Strata,640.0,1089.0,118.0,0.0031,0.0051,0.5733,0.2292,r134,450.0,526.0,4009.0,-0.0217,-0.0259,-0.0909,0.0735
2141,s135,2020 Q4,2020,Q4,Total,800.0,837.0,199.0,0.0,0.0145,0.8598,1.314,r134,480.0,444.0,3759.0,-0.0588,-0.1155,-0.0769,0.1385
2141,s135,2020 Q4,2020,Q4,Non Strata,1180.0,1161.0,43.0,0.0536,0.1479,0.2286,0.1944,r134,480.0,444.0,3759.0,-0.0588,-0.1155,-0.0769,0.1385
2141,s135,2020 Q4,2020,Q4,Strata,783.0,748.0,156.0,0.0756,0.0674,1.1667,2.12,r134,480.0,444.0,3759.0,-0.0588,-0.1155,-0.0769,0.1385
2142,s135,2020 Q4,2020,Q4,Total,650.0,685.0,84.0,0.1111,0.1017,0.3333,0.1507,r134,400.0,448.0,4036.0,0.0,-0.0838,-0.1111,0.0
2142,s135,2020 Q4,2020,Q4,Non Strata,832.0,913.0,36.0,0.0082,0.0596,0.5652,0.5,r134,400.0,448.0,4036.0,0.0,-0.0838,-0.1111,0.0
2142,s135,2020 Q4,2020,Q4,Strata,491.0,513.0,48.0,-0.0643,-0.0368,0.2,-0.0204,r134,400.0,448.0,4036.0,0.0,-0.0838,-0.1111,0.0
2143,s135,2020 Q4,2020,Q4,Total,850.0,827.0,20.0,0.0382,0.1409,-0.0417,0.6429,r134,400.0,74.0,811.0,-0.0361,-0.0263,-0.0476,0.1563
2143,s135,2020 Q4,2020,Q4,Non Strata,889.0,893.0,20.0,0.016,0.1697,0.2,0.3846,r134,400.0,74.0,811.0,-0.0361,-0.0263,-0.0476,0.1563
2143,s135,2020 Q4,2020,Q4,Strata,691.5,710.5,5.0,,,,,r134,400.0,74.0,811.0,-0.0361,-0.0263,-0.0476,0.1563
2144,s135,2020 Q4,2020,Q4,Total,680.0,742.0,88.0,-0.0286,0.088,0.2754,-0.1287,r134,420.0,498.0,4352.0,-0.0667,-0.0709,-0.0667,0.3644
2144,s135,2020 Q4,2020,Q4,Non Strata,940.0,981.0,42.0,-0.0105,0.1325,0.2,0.2727,r134,420.0,498.0,4352.0,-0.0667,-0.0709,-0.0667,0.3644
2144,s135,2020 Q4,2020,Q4,Strata,566.0,525.0,46.0,0.1377,-0.0208,0.3529,-0.3235,r134,420.0,498.0,4352.0,-0.0667,-0.0709,-0.0667,0.3644
2145,s135,2020 Q4,2020,Q4,Total,655.0,747.0,348.0,-0.1643,-0.015,0.4622,0.3083,r134,430.0,1079.0,10447.0,0.0,-0.0349,-0.0444,0.0704
2145,s135,2020 Q4,2020,Q4,Non Strata,938.0,985.0,148.0,0.0555,0.0807,0.1473,0.2333,r134,430.0,1079.0,10447.0,0.0,-0.0349,-0.0444,0.0704
2145,s135,2020 Q4,2020,Q4,Strata,575.0,572.0,200.0,0.0,0.0061,0.8349,0.3699,r134,430.0,1079.0,10447.0,0.0,-0.0349,-0.0444,0.0704
2146,s135,2020 Q4,2020,Q4,Total,807.0,765.0,79.0,0.0314,0.0622,0.0395,0.2951,r134,430.0,180.0,1827.0,-0.0227,-0.1388,-0.0227,0.1765
2146,s135,2020 Q4,2020,Q4,Non Strata,885.0,927.0,43.0,0.0202,0.0114,0.0238,0.303,r134,430.0,180.0,1827.0,-0.0227,-0.1388,-0.0227,0.1765
2146,s135,2020 Q4,2020,Q4,Strata,525.0,571.0,36.0,-0.0047,-0.0455,0.0588,0.2857,r134,430.0,180.0,1827.0,-0.0227,-0.1388,-0.0227,0.1765
2147,s135,2020 Q4,2020,Q4,Total,790.0,809.0,116.0,0.0388,0.0698,-0.0866,0.0642,r134,410.0,256.0,2787.0,0.0,-0.0824,0.0061,0.1429
2147,s135,2020 Q4,2020,Q4,Non Strata,805.0,845.0,101.0,0.0321,0.0592,-0.1217,0.0978,r134,410.0,256.0,2787.0,0.0,-0.0824,0.0061,0.1429
2147,s135,2020 Q4,2020,Q4,Strata,573.0,566.0,20.0,-0.0984,-0.0458,0.25,-0.1176,r134,410.0,256.0,2787.0,0.0,-0.0824,0.0061,0.1429
2148,s135,2020 Q4,2020,Q4,Total,710.0,686.0,237.0,0.0597,0.0923,0.191,0.0487,r134,400.0,719.0,7854.0,0.0,-0.1221,0.0,0.1147
2148,s135,2020 Q4,2020,Q4,Non Strata,750.0,762.0,165.0,0.0417,0.0563,0.1786,0.0714,r134,400.0,719.0,7854.0,0.0,-0.1221,0.0,0.1147
2148,s135,2020 Q4,2020,Q4,Strata,525.0,514.0,72.0,-0.0094,0.0769,0.2203,0.0,r134,400.0,719.0,7854.0,0.0,-0.1221,0.0,0.1147
2150,s135,2020 Q4,2020,Q4,Total,599.0,863.0,159.0,0.0882,-0.0538,0.314,0.2823,r134,410.0,1236.0,9480.0,-0.0889,-0.0433,-0.1414,0.3642
2150,s135,2020 Q4,2020,Q4,Non Strata,1100.0,1162.0,20.0,-0.1235,-0.0871,1.75,-0.3529,r134,410.0,1236.0,9480.0,-0.0889,-0.0433,-0.1414,0.3642
2150,s135,2020 Q4,2020,Q4,Strata,586.0,841.0,148.0,0.0645,-0.0495,0.265,0.3832,r134,410.0,1236.0,9480.0,-0.0889,-0.0433,-0.1414,0.3642
2151,s135,2020 Q4,2020,Q4,Total,859.0,957.0,84.0,0.2698,0.2821,0.2353,0.2,r134,440.0,290.0,2993.0,-0.0112,-0.0584,-0.0222,0.1373
2151,s135,2020 Q4,2020,Q4,Non Strata,1350.0,1337.0,39.0,0.0,0.0539,0.6957,0.2581,r134,440.0,290.0,2993.0,-0.0112,-0.0584,-0.0222,0.1373
2151,s135,2020 Q4,2020,Q4,Strata,596.0,628.0,45.0,0.0544,0.0832,0.0,0.1538,r134,440.0,290.0,2993.0,-0.0112,-0.0584,-0.0222,0.1373
2152,s135,2020 Q4,2020,Q4,Total,720.0,769.0,59.0,-0.0769,-0.9589,0.2826,-0.1324,r134,430.0,113.0,1238.0,0.075,-0.1567,-0.0444,-0.1032
2152,s135,2020 Q4,2020,Q4,Non Strata,995.0,1051.0,20.0,-0.0955,0.0025,0.1579,0.375,r134,430.0,113.0,1238.0,0.075,-0.1567,-0.0444,-0.1032
2152,s135,2020 Q4,2020,Q4,Strata,575.0,602.0,37.0,-0.0417,-0.9671,0.3704,-0.2885,r134,430.0,113.0,1238.0,0.075,-0.1567,-0.0444,-0.1032
2153,s135,2020 Q4,2020,Q4,Total,1230.0,1199.0,239.0,0.1389,0.0594,0.2383,0.201,r134,550.0,445.0,3864.0,0.0,0.1042,-0.0179,0.3088
2153,s135,2020 Q4,2020,Q4,Non Strata,1300.0,1325.0,180.0,0.0856,0.04,0.4286,0.2587,r134,550.0,445.0,3864.0,0.0,0.1042,-0.0179,0.3088
2153,s135,2020 Q4,2020,Q4,Strata,800.0,814.0,59.0,0.0256,0.0561,-0.1194,0.0536,r134,550.0,445.0,3864.0,0.0,0.1042,-0.0179,0.3088
2154,s135,2020 Q4,2020,Q4,Total,1435.0,1410.0,163.0,0.007,-0.0205,0.094,0.2074,r134,580.0,248.0,2730.0,0.0175,0.004,-0.0333,0.0736
2154,s135,2020 Q4,2020,Q4,Non Strata,1605.0,1635.0,108.0,0.0186,0.0031,-0.0442,0.0286,r134,580.0,248.0,2730.0,0.0175,0.004,-0.0333,0.0736
2154,s135,2020 Q4,2020,Q4,Strata,940.0,967.0,55.0,-0.0294,-0.0079,0.5278,0.8333,r134,580.0,248.0,2730.0,0.0175,0.004,-0.0333,0.0736
2155,s135,2020 Q4,2020,Q4,Total,1127.0,1111.0,395.0,0.0245,0.0785,0.1652,0.1483,r134,550.0,619.0,5216.0,-0.0351,-0.0048,-0.0179,-0.0477
2155,s135,2020 Q4,2020,Q4,Non Strata,1223.0,1241.0,294.0,0.0334,0.0838,0.1575,0.0889,r134,550.0,619.0,5216.0,-0.0351,-0.0048,-0.0179,-0.0477
2155,s135,2020 Q4,2020,Q4,Strata,729.0,731.0,101.0,-0.0346,0.1218,0.1882,0.3649,r134,550.0,619.0,5216.0,-0.0351,-0.0048,-0.0179,-0.0477
2156,s135,2020 Q4,2020,Q4,Total,2268.0,2286.0,40.0,0.117,0.3183,0.1111,0.1111,r134,725.0,20.0,322.0,0.0069,-0.3448,0.1154,-0.24
2156,s135,2020 Q4,2020,Q4,Non Strata,2268.0,2286.0,40.0,0.117,0.3183,0.1111,0.1111,r134,725.0,20.0,322.0,0.0069,-0.3448,0.1154,-0.24
2157,s135,2020 Q4,2020,Q4,Total,2263.0,2197.0,20.0,0.2817,0.6277,0.5,0.0909,r134,575.0,20.0,166.0,-0.0417,0.15,-0.08,1.0909
2157,s135,2020 Q4,2020,Q4,Non Strata,2263.0,2197.0,20.0,0.2817,0.6277,0.5,0.0909,r134,575.0,20.0,166.0,-0.0417,0.15,-0.08,1.0909
2158,s135,2020 Q4,2020,Q4,Total,1615.0,1997.0,35.0,0.1413,0.1446,0.5217,0.2069,r134,690.0,20.0,388.0,0.0615,-0.2162,0.0376,0.1154
2158,s135,2020 Q4,2020,Q4,Non Strata,1676.0,2160.0,31.0,0.1379,0.088,0.55,0.1481,r134,690.0,20.0,388.0,0.0615,-0.2162,0.0376,0.1154
2158,s135,2020 Q4,2020,Q4,Strata,691.5,710.5,5.0,,,,,r134,690.0,20.0,388.0,0.0615,-0.2162,0.0376,0.1154
2159,s135,2020 Q4,2020,Q4,Total,733.0,733.0,5.0,,,,,r134,615.0,20.0,178.0,0.177,0.2857,0.1031,2.0
2159,s135,2020 Q4,2020,Q4,Non Strata,792.0,837.5,5.0,,,,,r134,615.0,20.0,178.0,0.177,0.2857,0.1031,2.0
2160,s135,2020 Q4,2020,Q4,Total,778.0,751.0,116.0,0.0651,0.0874,0.2473,0.1262,r134,400.0,430.0,4914.0,-0.0244,-0.0529,-0.0244,-0.057
2160,s135,2020 Q4,2020,Q4,Non Strata,860.0,907.0,75.0,-0.0115,0.0552,0.4423,0.2295,r134,400.0,430.0,4914.0,-0.0244,-0.0529,-0.0244,-0.057
2160,s135,2020 Q4,2020,Q4,Strata,454.0,466.0,41.0,-0.0828,-0.0763,0.0,-0.0238,r134,400.0,430.0,4914.0,-0.0244,-0.0529,-0.0244,-0.057
2161,s135,2020 Q4,2020,Q4,Total,793.0,746.0,92.0,0.0455,0.1321,0.4603,0.1358,r134,395.0,266.0,3055.0,-0.0125,-0.1474,-0.0366,-0.0922
2161,s135,2020 Q4,2020,Q4,Non Strata,851.0,872.0,63.0,0.0506,0.1311,0.3404,0.1667,r134,395.0,266.0,3055.0,-0.0125,-0.1474,-0.0366,-0.0922
2161,s135,2020 Q4,2020,Q4,Strata,420.0,470.0,20.0,-0.1691,-0.0667,0.8125,0.0741,r134,395.0,266.0,3055.0,-0.0125,-0.1474,-0.0366,-0.0922
2162,s135,2020 Q4,2020,Q4,Total,813.0,769.0,32.0,0.0062,-0.0031,-0.36,-0.3725,r134,450.0,109.0,1373.0,0.0,-0.0522,-0.011,0.1354
2162,s135,2020 Q4,2020,Q4,Non Strata,845.0,815.0,20.0,0.0242,0.0305,-0.3864,-0.449,r134,450.0,109.0,1373.0,0.0,-0.0522,-0.011,0.1354
2162,s135,2020 Q4,2020,Q4,Strata,691.5,710.5,5.0,,,,,r134,450.0,109.0,1373.0,0.0,-0.0522,-0.011,0.1354
2163,s135,2020 Q4,2020,Q4,Total,691.0,1274.0,41.0,0.0968,0.0162,0.5185,0.7826,r134,365.0,72.0,884.0,0.0429,-0.3208,0.1061,-0.0769
2163,s135,2020 Q4,2020,Q4,Non Strata,723.0,705.0,20.0,-0.021,0.0183,0.0714,-0.1667,r134,365.0,72.0,884.0,0.0429,-0.3208,0.1061,-0.0769
2163,s135,2020 Q4,2020,Q4,Strata,643.0,1601.0,20.0,0.367,0.6688,1.0,4.2,r134,365.0,72.0,884.0,0.0429,-0.3208,0.1061,-0.0769
2164,s135,2020 Q4,2020,Q4,Total,788.0,834.0,70.0,0.0284,0.0585,0.5909,0.5909,r134,450.0,106.0,1546.0,0.0,-0.0619,-0.0217,0.1778
2164,s135,2020 Q4,2020,Q4,Non Strata,800.0,848.0,59.0,0.027,0.0652,0.475,0.4048,r134,450.0,106.0,1546.0,0.0,-0.0619,-0.0217,0.1778
2164,s135,2020 Q4,2020,Q4,Strata,698.0,758.0,20.0,0.2464,0.2246,1.75,4.5,r134,450.0,106.0,1546.0,0.0,-0.0619,-0.0217,0.1778
2165,s135,2020 Q4,2020,Q4,Total,728.0,676.0,108.0,0.0014,0.0659,0.2558,0.0588,r134,390.0,309.0,5193.0,-0.025,-0.0776,-0.0714,0.0032
2165,s135,2020 Q4,2020,Q4,Non Strata,794.0,796.0,74.0,0.069,0.0556,0.0882,0.1212,r134,390.0,309.0,5193.0,-0.025,-0.0776,-0.0714,0.0032
2165,s135,2020 Q4,2020,Q4,Strata,390.0,414.0,34.0,-0.0127,-0.1429,0.8889,-0.0556,r134,390.0,309.0,5193.0,-0.025,-0.0776,-0.0714,0.0032
2166,s135,2020 Q4,2020,Q4,Total,720.0,708.0,135.0,-0.0204,0.0,0.2273,0.25,r134,370.0,348.0,4987.0,0.0278,-0.2249,0.0,0.0326
2166,s135,2020 Q4,2020,Q4,Non Strata,848.0,875.0,84.0,0.0399,0.0865,0.1351,0.1831,r134,370.0,348.0,4987.0,0.0278,-0.2249,0.0,0.0326
2166,s135,2020 Q4,2020,Q4,Strata,408.0,434.0,51.0,0.0252,-0.0523,0.4167,0.3784,r134,370.0,348.0,4987.0,0.0278,-0.2249,0.0,0.0326
2167,s135,2020 Q4,2020,Q4,Total,765.0,747.0,20.0,0.1047,0.4826,-0.3,0.2353,r134,440.0,75.0,952.0,-0.0222,-0.0741,-0.0538,-0.2187
2167,s135,2020 Q4,2020,Q4,Non Strata,767.0,767.0,20.0,0.0936,0.0677,-0.1739,1.1111,r134,440.0,75.0,952.0,-0.0222,-0.0741,-0.0538,-0.2187
2167,s135,2020 Q4,2020,Q4,Strata,691.5,710.5,5.0,,,,,r134,440.0,75.0,952.0,-0.0222,-0.0741,-0.0538,-0.2187
2168,s135,2020 Q4,2020,Q4,Total,670.0,683.0,89.0,0.0388,-0.0147,-0.1604,0.2714,r134,400.0,162.0,2401.0,-0.0244,-0.1735,0.0,-0.243
