postcode,LGA,mean_price 2020 Q1,mean_price 2020 Q2,mean_price 2020 Q3,mean_price 2020 Q4,mean_price 2021 Q1,median_price 2020 Q1,median_price 2020 Q2,median_price 2020 Q3,median_price 2020 Q4,median_price 2021 Q1,median_rent_newb 2020 Q1,median_rent_newb 2020 Q2,median_rent_newb 2020 Q3,median_rent_newb 2020 Q4,median_rent_newb 2021 Q1,new_bonds_no 2020 Q1,new_bonds_no 2020 Q2,new_bonds_no 2020 Q3,new_bonds_no 2020 Q4,new_bonds_no 2021 Q1,sales_no 2020 Q1,sales_no 2020 Q2,sales_no 2020 Q3,sales_no 2020 Q4,sales_no 2021 Q1,total_bonds_no 2020 Q1,total_bonds_no 2020 Q2,total_bonds_no 2020 Q3,total_bonds_no 2020 Q4,total_bonds_no 2021 Q1,hhold_count_2016,hhold_count_2021,hhold_count_delta,Births_16_21,Deaths_16_21,  Natural change,  Net Migration (all sources),population_2021,population_2016,pop_delta,Adult,Child,MiddleAge,Senior,Youth,INCP_LOW,INCP_MID,INCP_HIGH,INCP_NEG_NIL,CPRF_2,CPRF_3,CPRF_4,CPRF_5,CPRF_6+,CPRF_na,CPRF_TOTAL_FAM_NO,10yBonds% 2020 Q1,10yBonds% 2020 Q2,10yBonds% 2020 Q3,10yBonds% 2020 Q4,10yBonds% 2021 Q1,2yBonds% 2020 Q1,2yBonds% 2020 Q2,2yBonds% 2020 Q3,2yBonds% 2020 Q4,2yBonds% 2021 Q1,Rate 2020 Q1,Rate 2020 Q2,Rate 2020 Q3,Rate 2020 Q4,Rate 2021 Q1,constr_index 2020 Q1,constr_index 2020 Q2,constr_index 2020 Q3,constr_index 2020 Q4,constr_index 2021 Q1
2300,NEWCASTLE,1017.0,1052.0,827.0,1120.0,911.0,838.0,948.0,724.0,800.0,690.0,440.0,448.0,450.0,458.0,480.0,382.0,314.0,414.0,360.0,417.0,58.0,42.0,93.0,95.0,93.0,2839.0,2833.0,2979.0,3094.0,3110.0,66213,71598,5385,9999.0,6183.0,3816.0,8000.0,172523.0,160707.0,11816.0,4911,1700,1781,2833,593,3339,2826,1938,500,1567.0,400.0,287.0,98.0,17.0,3074.0,5444.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2302,NEWCASTLE,540.0,725.0,702.0,721.0,767.0,522.0,725.0,530.0,799.0,770.0,470.0,450.0,440.0,493.0,555.0,35.0,50.0,53.0,48.0,48.0,20.0,5.0,20.0,20.0,20.0,290.0,312.0,336.0,350.0,357.0,66213,71598,5385,9999.0,6183.0,3816.0,8000.0,172523.0,160707.0,11816.0,4911,1700,1781,2833,593,198,157,70,38,77.0,12.0,8.0,0.0,0.0,226.0,322.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2303,NEWCASTLE,1016.0,1011.0,973.0,928.0,1053.0,900.0,920.0,886.0,835.0,968.0,460.0,470.0,460.0,490.0,510.0,117.0,91.0,93.0,110.0,109.0,20.0,20.0,36.0,49.0,34.0,1058.0,1063.0,1089.0,1086.0,1104.0,66213,71598,5385,9999.0,6183.0,3816.0,8000.0,172523.0,160707.0,11816.0,4911,1700,1781,2833,593,3554,1959,1135,456,1127.0,477.0,425.0,160.0,28.0,1949.0,4162.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2304,NEWCASTLE,560.0,570.0,581.0,723.0,718.0,544.0,550.0,580.0,641.0,683.0,400.0,400.0,375.0,390.0,370.0,215.0,182.0,214.0,204.0,249.0,50.0,62.0,79.0,105.0,94.0,2302.0,2289.0,2362.0,2365.0,2410.0,66213,71598,5385,9999.0,6183.0,3816.0,8000.0,172523.0,160707.0,11816.0,4911,1700,1781,2833,593,6191,3625,982,866,1976.0,851.0,628.0,191.0,74.0,3052.0,6764.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2307,NEWCASTLE,473.0,725.0,488.0,512.0,527.0,473.0,725.0,483.0,495.0,505.0,250.0,373.0,398.0,390.0,295.0,81.0,72.0,62.0,65.0,84.0,20.0,5.0,20.0,20.0,20.0,530.0,557.0,577.0,574.0,585.0,66213,71598,5385,9999.0,6183.0,3816.0,8000.0,172523.0,160707.0,11816.0,4911,1700,1781,2833,593,1824,836,129,290,499.0,231.0,160.0,53.0,29.0,767.0,1737.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2318,NEWCASTLE,560.0,618.0,644.0,640.0,632.0,525.0,620.0,680.0,638.0,635.0,475.0,460.0,435.0,505.0,520.0,76.0,59.0,47.0,64.0,75.0,39.0,20.0,54.0,56.0,53.0,642.0,648.0,649.0,649.0,650.0,66213,71598,5385,9999.0,6183.0,3816.0,8000.0,172523.0,160707.0,11816.0,4911,1700,1781,2833,593,4210,2746,932,801,1506.0,703.0,734.0,314.0,109.0,1218.0,4588.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2318,PORT STEPHENS,560.0,618.0,644.0,640.0,632.0,525.0,620.0,680.0,638.0,635.0,475.0,460.0,435.0,505.0,520.0,76.0,59.0,47.0,64.0,75.0,39.0,20.0,54.0,56.0,53.0,642.0,648.0,649.0,649.0,650.0,28801,30257,1456,3651.0,3486.0,165.0,1536.0,72816.0,71115.0,1701.0,-416,-375,328,2571,-407,4210,2746,932,801,1506.0,703.0,734.0,314.0,109.0,1218.0,4588.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2315,PORT STEPHENS,613.0,666.0,654.0,661.0,701.0,603.0,620.0,623.0,648.0,690.0,420.0,420.0,410.0,445.0,450.0,153.0,136.0,182.0,100.0,109.0,104.0,75.0,144.0,192.0,143.0,1560.0,1552.0,1611.0,1595.0,1558.0,28801,30257,1456,3651.0,3486.0,165.0,1536.0,72816.0,71115.0,1701.0,-416,-375,328,2571,-407,6330,2905,1022,811,2377.0,706.0,595.0,231.0,72.0,2575.0,6561.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2316,PORT STEPHENS,703.0,636.0,612.0,751.0,597.0,700.0,680.0,625.0,671.0,575.0,450.0,410.0,435.0,435.0,550.0,32.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,34.0,20.0,352.0,358.0,351.0,346.0,344.0,28801,30257,1456,3651.0,3486.0,165.0,1536.0,72816.0,71115.0,1701.0,-416,-375,328,2571,-407,2543,1073,377,346,771.0,315.0,293.0,125.0,46.0,909.0,2466.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2317,PORT STEPHENS,667.0,654.0,642.0,679.0,756.0,642.0,625.0,600.0,650.0,705.0,410.0,420.0,450.0,380.0,480.0,41.0,33.0,44.0,31.0,43.0,50.0,35.0,42.0,57.0,51.0,537.0,530.0,546.0,545.0,545.0,28801,30257,1456,3651.0,3486.0,165.0,1536.0,72816.0,71115.0,1701.0,-416,-375,328,2571,-407,2952,1162,355,300,1048.0,274.0,254.0,113.0,43.0,1144.0,2874.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2319,PORT STEPHENS,480.0,461.0,459.0,547.0,501.0,498.0,460.0,448.0,535.0,500.0,390.0,380.0,380.0,415.0,420.0,52.0,50.0,43.0,42.0,45.0,20.0,20.0,40.0,59.0,53.0,624.0,639.0,644.0,644.0,622.0,28801,30257,1456,3651.0,3486.0,165.0,1536.0,72816.0,71115.0,1701.0,-416,-375,328,2571,-407,3081,1203,284,441,1083.0,349.0,271.0,109.0,59.0,1079.0,2947.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2324,PORT STEPHENS,490.0,469.0,481.0,549.0,536.0,450.0,430.0,435.0,500.0,495.0,350.0,360.0,363.0,378.0,390.0,153.0,147.0,144.0,130.0,111.0,106.0,70.0,127.0,157.0,142.0,1903.0,1903.0,1932.0,1928.0,1908.0,28801,30257,1456,3651.0,3486.0,165.0,1536.0,72816.0,71115.0,1701.0,-416,-375,328,2571,-407,10429,4603,1172,1434,3534.0,1248.0,1048.0,451.0,191.0,3817.0,10288.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2324,MAITLAND,490.0,469.0,481.0,549.0,536.0,450.0,430.0,435.0,500.0,495.0,350.0,360.0,363.0,378.0,390.0,153.0,147.0,144.0,130.0,111.0,106.0,70.0,127.0,157.0,142.0,1903.0,1903.0,1932.0,1928.0,1908.0,29735,32495,2760,5794.0,2663.0,3132.0,2698.0,84892.0,79063.0,5829.0,1315,797,1203,2350,164,10429,4603,1172,1434,3534.0,1248.0,1048.0,451.0,191.0,3817.0,10288.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2324,MID-COAST,490.0,469.0,481.0,549.0,536.0,450.0,430.0,435.0,500.0,495.0,350.0,360.0,363.0,378.0,390.0,153.0,147.0,144.0,130.0,111.0,106.0,70.0,127.0,157.0,142.0,1903.0,1903.0,1932.0,1928.0,1908.0,39867,42174,2307,3876.0,5951.0,-2075.0,5215.0,94941.0,91801.0,3140.0,21,-385,-86,4135,-544,10429,4603,1172,1434,3534.0,1248.0,1048.0,451.0,191.0,3817.0,10288.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2420,DUNGOG,480.0,528.0,533.0,500.0,448.0,420.0,440.0,446.0,403.0,409.0,330.0,350.0,360.0,368.0,410.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,229.0,234.0,240.0,247.0,246.0,3617,3793,176,392.0,438.0,-46.0,188.0,9243.0,9101.0,142.0,77,-97,-103,321,-56,1737,708,238,228,572.0,218.0,162.0,74.0,32.0,680.0,1735.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2421,DUNGOG,705.0,725.0,724.0,749.0,760.5,705.0,725.0,724.0,640.0,760.5,450.0,450.0,450.0,450.0,450.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,20.0,5.0,31.0,20.0,33.0,35.0,37.0,3617,3793,176,392.0,438.0,-46.0,188.0,9243.0,9101.0,142.0,77,-97,-103,321,-56,664,398,178,126,245.0,95.0,110.0,43.0,17.0,195.0,710.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2421,MAITLAND,705.0,725.0,724.0,749.0,760.5,705.0,725.0,724.0,640.0,760.5,450.0,450.0,450.0,450.0,450.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,20.0,5.0,31.0,20.0,33.0,35.0,37.0,29735,32495,2760,5794.0,2663.0,3132.0,2698.0,84892.0,79063.0,5829.0,1315,797,1203,2350,164,664,398,178,126,245.0,95.0,110.0,43.0,17.0,195.0,710.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2333,SINGLETON,309.0,294.0,306.0,329.0,345.0,300.0,285.0,310.0,318.0,335.0,380.0,360.0,340.0,380.0,360.0,148.0,199.0,163.0,154.0,166.0,63.0,58.0,88.0,103.0,108.0,1394.0,1421.0,1479.0,1486.0,1490.0,8731,9052,321,1506.0,805.0,701.0,-498.0,23779.0,23576.0,203.0,-65,-171,64,540,-167,4532,2295,1475,929,1589.0,758.0,678.0,311.0,119.0,2148.0,5616.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2333,MUSWELLBROOK,309.0,294.0,306.0,329.0,345.0,300.0,285.0,310.0,318.0,335.0,380.0,360.0,340.0,380.0,360.0,148.0,199.0,163.0,154.0,166.0,63.0,58.0,88.0,103.0,108.0,1394.0,1421.0,1479.0,1486.0,1490.0,6452,6897,445,1250.0,558.0,691.0,-71.0,17082.0,16462.0,620.0,65,-40,213,500,-119,4532,2295,1475,929,1589.0,758.0,678.0,311.0,119.0,2148.0,5616.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2333,UPPER HUNTER,309.0,294.0,306.0,329.0,345.0,300.0,285.0,310.0,318.0,335.0,380.0,360.0,340.0,380.0,360.0,148.0,199.0,163.0,154.0,166.0,63.0,58.0,88.0,103.0,108.0,1394.0,1421.0,1479.0,1486.0,1490.0,5820,5910,90,782.0,650.0,132.0,-282.0,14194.0,14344.0,-150.0,-219,-293,35,315,12,4532,2295,1475,929,1589.0,758.0,678.0,311.0,119.0,2148.0,5616.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2337,MID-COAST,427.0,406.0,363.0,413.0,386.0,448.0,400.0,344.0,395.0,378.0,320.0,340.0,320.0,340.0,320.0,63.0,57.0,43.0,31.0,61.0,20.0,39.0,47.0,58.0,47.0,555.0,552.0,556.0,542.0,544.0,39867,42174,2307,3876.0,5951.0,-2075.0,5215.0,94941.0,91801.0,3140.0,21,-385,-86,4135,-544,2759,1549,766,433,983.0,354.0,381.0,200.0,48.0,1295.0,3268.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2337,UPPER HUNTER,427.0,406.0,363.0,413.0,386.0,448.0,400.0,344.0,395.0,378.0,320.0,340.0,320.0,340.0,320.0,63.0,57.0,43.0,31.0,61.0,20.0,39.0,47.0,58.0,47.0,555.0,552.0,556.0,542.0,544.0,5820,5910,90,782.0,650.0,132.0,-282.0,14194.0,14344.0,-150.0,-219,-293,35,315,12,2759,1549,766,433,983.0,354.0,381.0,200.0,48.0,1295.0,3268.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2422,MID-COAST,385.0,409.0,402.0,436.0,435.0,345.0,333.0,368.0,387.0,400.0,283.0,280.0,300.0,320.0,318.0,38.0,37.0,40.0,20.0,20.0,20.0,20.0,32.0,45.0,36.0,439.0,448.0,449.0,449.0,446.0,39867,42174,2307,3876.0,5951.0,-2075.0,5215.0,94941.0,91801.0,3140.0,21,-385,-86,4135,-544,2646,819,227,317,887.0,257.0,200.0,92.0,40.0,961.0,2429.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2423,MID-COAST,526.0,526.0,549.0,653.0,438.0,483.0,468.0,545.0,550.0,400.0,370.0,345.0,370.0,450.0,450.0,20.0,20.0,20.0,5.0,5.0,20.0,20.0,20.0,20.0,20.0,154.0,154.0,160.0,162.0,155.0,39867,42174,2307,3876.0,5951.0,-2075.0,5215.0,94941.0,91801.0,3140.0,21,-385,-86,4135,-544,1529,439,95,200,491.0,165.0,108.0,36.0,8.0,602.0,1415.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2425,MID-COAST,705.0,725.0,724.0,545.0,760.5,705.0,725.0,724.0,543.0,760.5,450.0,450.0,450.0,450.0,450.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,20.0,5.0,69.0,70.0,74.0,75.0,74.0,39867,42174,2307,3876.0,5951.0,-2075.0,5215.0,94941.0,91801.0,3140.0,21,-385,-86,4135,-544,778,322,122,120,248.0,101.0,74.0,40.0,21.0,244.0,725.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2427,MID-COAST,538.0,725.0,533.0,565.0,608.0,535.0,725.0,529.0,567.0,640.0,375.0,350.0,330.0,410.0,400.0,20.0,20.0,20.0,20.0,20.0,20.0,5.0,20.0,37.0,40.0,279.0,278.0,281.0,283.0,282.0,39867,42174,2307,3876.0,5951.0,-2075.0,5215.0,94941.0,91801.0,3140.0,21,-385,-86,4135,-544,1839,436,119,204,711.0,144.0,72.0,29.0,7.0,570.0,1533.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2428,MID-COAST,505.0,542.0,536.0,548.0,595.0,480.0,515.0,490.0,500.0,551.0,375.0,380.0,350.0,350.0,400.0,199.0,198.0,212.0,171.0,181.0,175.0,107.0,225.0,273.0,270.0,2384.0,2404.0,2428.0,2477.0,2449.0,39867,42174,2307,3876.0,5951.0,-2075.0,5215.0,94941.0,91801.0,3140.0,21,-385,-86,4135,-544,12574,3725,951,1122,4281.0,1066.0,767.0,290.0,130.0,5164.0,11705.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2429,MID-COAST,412.0,464.0,440.0,493.0,471.0,395.0,450.0,421.0,483.0,429.0,335.0,350.0,333.0,350.0,360.0,39.0,53.0,40.0,37.0,37.0,36.0,33.0,54.0,54.0,55.0,501.0,517.0,526.0,519.0,516.0,39867,42174,2307,3876.0,5951.0,-2075.0,5215.0,94941.0,91801.0,3140.0,21,-385,-86,4135,-544,4845,1535,294,594,1487.0,508.0,391.0,173.0,92.0,1612.0,4262.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2429,PORT MACQUARIE-HASTINGS,412.0,464.0,440.0,493.0,471.0,395.0,450.0,421.0,483.0,429.0,335.0,350.0,333.0,350.0,360.0,39.0,53.0,40.0,37.0,37.0,36.0,33.0,54.0,54.0,55.0,501.0,517.0,526.0,519.0,516.0,34030,36606,2576,3433.0,4905.0,-1472.0,6270.0,84871.0,80073.0,4798.0,832,151,828,2850,136,4845,1535,294,594,1487.0,508.0,391.0,173.0,92.0,1612.0,4262.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2430,MID-COAST,414.0,435.0,449.0,497.0,501.0,366.0,415.0,425.0,450.0,465.0,350.0,340.0,350.0,350.0,350.0,234.0,246.0,228.0,209.0,180.0,187.0,135.0,227.0,215.0,221.0,2702.0,2759.0,2792.0,2821.0,2773.0,39867,42174,2307,3876.0,5951.0,-2075.0,5215.0,94941.0,91801.0,3140.0,21,-385,-86,4135,-544,16680,5585,1281,1866,5273.0,1695.0,1376.0,630.0,282.0,5760.0,15011.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2443,MID-COAST,550.0,490.0,589.0,568.0,581.0,533.0,456.0,565.0,538.0,577.0,360.0,350.0,350.0,348.0,380.0,58.0,64.0,60.0,38.0,39.0,46.0,20.0,50.0,54.0,58.0,695.0,712.0,727.0,713.0,704.0,39867,42174,2307,3876.0,5951.0,-2075.0,5215.0,94941.0,91801.0,3140.0,21,-385,-86,4135,-544,4865,1296,301,478,1722.0,371.0,224.0,112.0,43.0,1959.0,4426.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2443,PORT MACQUARIE-HASTINGS,550.0,490.0,589.0,568.0,581.0,533.0,456.0,565.0,538.0,577.0,360.0,350.0,350.0,348.0,380.0,58.0,64.0,60.0,38.0,39.0,46.0,20.0,50.0,54.0,58.0,695.0,712.0,727.0,713.0,704.0,34030,36606,2576,3433.0,4905.0,-1472.0,6270.0,84871.0,80073.0,4798.0,832,151,828,2850,136,4865,1296,301,478,1722.0,371.0,224.0,112.0,43.0,1959.0,4426.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2328,MUSWELLBROOK,705.0,725.0,724.0,733.0,458.0,705.0,725.0,724.0,733.0,458.0,355.0,450.0,320.0,350.0,280.0,20.0,5.0,20.0,20.0,20.0,5.0,5.0,5.0,5.0,20.0,166.0,161.0,157.0,155.0,156.0,6452,6897,445,1250.0,558.0,691.0,-71.0,17082.0,16462.0,620.0,65,-40,213,500,-119,855,476,228,176,319.0,129.0,120.0,59.0,21.0,402.0,1055.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2336,MUSWELLBROOK,705.0,725.0,350.0,341.0,354.0,705.0,725.0,310.0,318.0,353.0,450.0,300.0,300.0,450.0,450.0,5.0,20.0,20.0,5.0,5.0,5.0,5.0,20.0,20.0,20.0,127.0,138.0,143.0,141.0,138.0,6452,6897,445,1250.0,558.0,691.0,-71.0,17082.0,16462.0,620.0,65,-40,213,500,-119,890,507,263,164,356.0,127.0,135.0,54.0,21.0,389.0,1091.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2336,UPPER HUNTER,705.0,725.0,350.0,341.0,354.0,705.0,725.0,310.0,318.0,353.0,450.0,300.0,300.0,450.0,450.0,5.0,20.0,20.0,5.0,5.0,5.0,5.0,20.0,20.0,20.0,127.0,138.0,143.0,141.0,138.0,5820,5910,90,782.0,650.0,132.0,-282.0,14194.0,14344.0,-150.0,-219,-293,35,315,12,890,507,263,164,356.0,127.0,135.0,54.0,21.0,389.0,1091.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2329,UPPER HUNTER,705.0,248.0,724.0,284.0,760.5,705.0,260.0,724.0,250.0,760.5,255.0,450.0,285.0,228.0,270.0,20.0,5.0,20.0,20.0,20.0,5.0,20.0,5.0,20.0,5.0,137.0,134.0,137.0,134.0,133.0,5820,5910,90,782.0,650.0,132.0,-282.0,14194.0,14344.0,-150.0,-219,-293,35,315,12,837,353,122,127,282.0,99.0,92.0,52.0,18.0,395.0,937.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2329,WARRUMBUNGLE,705.0,248.0,724.0,284.0,760.5,705.0,260.0,724.0,250.0,760.5,255.0,450.0,285.0,228.0,270.0,20.0,5.0,20.0,20.0,20.0,5.0,20.0,5.0,20.0,5.0,137.0,134.0,137.0,134.0,133.0,4181,4102,-79,473.0,570.0,-97.0,-278.0,9187.0,9562.0,-375.0,-61,-186,-206,182,-102,837,353,122,127,282.0,99.0,92.0,52.0,18.0,395.0,937.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
