LGA,council,suburb,postcode
BELLINGEN,BELLINGEN SHIRE COUNCIL,FERNMOUNT,2454.0
BELLINGEN,BELLINGEN SHIRE COUNCIL,GLENIFFER,2454.0
BELLINGEN,BELLINGEN SHIRE COUNCIL,HYDES CREEK,2454.0
BELLINGEN,BELLINGEN SHIRE COUNCIL,KALANG,2454.0
BELLINGEN,BELLINGEN SHIRE COUNCIL,KENNAICLE CREEK,2449.0
BELLINGEN,BELLINGEN SHIRE COUNCIL,MEGAN,2453.0
BELLINGEN,BELLINGEN SHIRE COUNCIL,MYLESTOM,2454.0
BELLINGEN,BELLINGEN SHIRE COUNCIL,NEVER NEVER,2453.0
BELLINGEN,BELLINGEN SHIRE COUNCIL,NORTH DORRIGO,2453.0
BELLINGEN,BELLINGEN SHIRE COUNCIL,RALEIGH,2454.0
BELLINGEN,BELLINGEN SHIRE COUNCIL,REPTON,2454.0
BELLINGEN,BELLINGEN SHIRE COUNCIL,SPICKETTS CREEK,2454.0
BELLINGEN,BELLINGEN SHIRE COUNCIL,TALLOWWOOD RIDGE,2453.0
BELLINGEN,BELLINGEN SHIRE COUNCIL,THORA,2454.0
BELLINGEN,BELLINGEN SHIRE COUNCIL,URUNGA,2455.0
BELLINGEN,BELLINGEN SHIRE COUNCIL,VALERY,2454.0
BELLINGEN,BELLINGEN SHIRE COUNCIL,VALLA,2448.0
BERRIGAN,BERRIGAN SHIRE COUNCIL,BAROOGA,3644.0
BERRIGAN,BERRIGAN SHIRE COUNCIL,BERRIGAN,2712.0
BERRIGAN,BERRIGAN SHIRE COUNCIL,BOOMANOOMANA,2712.0
BERRIGAN,BERRIGAN SHIRE COUNCIL,FINLEY,2713.0
BERRIGAN,BERRIGAN SHIRE COUNCIL,LALALTY,3644.0
BERRIGAN,BERRIGAN SHIRE COUNCIL,MULWALA,2647.0
BERRIGAN,BERRIGAN SHIRE COUNCIL,OAKLANDS,2646.0
BERRIGAN,BERRIGAN SHIRE COUNCIL,PINE LODGE,2714.0
BERRIGAN,BERRIGAN SHIRE COUNCIL,SAVERNAKE,2646.0
BERRIGAN,BERRIGAN SHIRE COUNCIL,TOCUMWAL,2714.0
BLACKTOWN,BLACKTOWN CITY COUNCIL,ACACIA GARDENS,2763.0
BLACKTOWN,BLACKTOWN CITY COUNCIL,ANGUS,2765.0
BLACKTOWN,BLACKTOWN CITY COUNCIL,ARNDELL PARK,2148.0
BLACKTOWN,BLACKTOWN CITY COUNCIL,BIDWILL,2770.0
BLACKTOWN,BLACKTOWN CITY COUNCIL,BLACKETT,2770.0
BLACKTOWN,BLACKTOWN CITY COUNCIL,BLACKTOWN,2148.0
BLACKTOWN,BLACKTOWN CITY COUNCIL,BUNGARRIBEE,2767.0
BLACKTOWN,BLACKTOWN CITY COUNCIL,COLEBEE,2761.0
BLACKTOWN,BLACKTOWN CITY COUNCIL,COLYTON,2760.0
BLACKTOWN,BLACKTOWN CITY COUNCIL,DEAN PARK,2761.0
BLACKTOWN,BLACKTOWN CITY COUNCIL,DHARRUK,2770.0
BLACKTOWN,BLACKTOWN CITY COUNCIL,DOONSIDE,2767.0
BLACKTOWN,BLACKTOWN CITY COUNCIL,EASTERN CREEK,2766.0
BLACKTOWN,BLACKTOWN CITY COUNCIL,EMERTON,2770.0
BLACKTOWN,BLACKTOWN CITY COUNCIL,GLENDENNING,2761.0
BLACKTOWN,BLACKTOWN CITY COUNCIL,GLENWOOD,2768.0
BLACKTOWN,BLACKTOWN CITY COUNCIL,GRANTHAM FARM,2765.0
BLACKTOWN,BLACKTOWN CITY COUNCIL,HASSALL GROVE,2761.0
BLACKTOWN,BLACKTOWN CITY COUNCIL,HEBERSHAM,2770.0
BLACKTOWN,BLACKTOWN CITY COUNCIL,HUNTINGWOOD,2148.0
BLACKTOWN,BLACKTOWN CITY COUNCIL,KELLYVILLE RIDGE,2155.0
BLACKTOWN,BLACKTOWN CITY COUNCIL,KINGS LANGLEY,2147.0
BLACKTOWN,BLACKTOWN CITY COUNCIL,KINGS PARK,2148.0
BLACKTOWN,BLACKTOWN CITY COUNCIL,LALOR PARK,2147.0
BLACKTOWN,BLACKTOWN CITY COUNCIL,LETHBRIDGE PARK,2770.0
BLACKTOWN,BLACKTOWN CITY COUNCIL,MARAYONG,2148.0
BLACKTOWN,BLACKTOWN CITY COUNCIL,MARSDEN PARK,2765.0
BLACKTOWN,BLACKTOWN CITY COUNCIL,MELONBA,2765.0
BLACKTOWN,BLACKTOWN CITY COUNCIL,MINCHINBURY,2770.0
BLACKTOWN,BLACKTOWN CITY COUNCIL,MOUNT DRUITT,2770.0
BLACKTOWN,BLACKTOWN CITY COUNCIL,NIRIMBA FIELDS,2763.0
BLACKTOWN,BLACKTOWN CITY COUNCIL,OAKHURST,2761.0
BLACKTOWN,BLACKTOWN CITY COUNCIL,PARKLEA,2768.0
BLACKTOWN,BLACKTOWN CITY COUNCIL,PLUMPTON,2761.0
BLACKTOWN,BLACKTOWN CITY COUNCIL,PROSPECT,2148.0
BLACKTOWN,BLACKTOWN CITY COUNCIL,QUAKERS HILL,2763.0
BLACKTOWN,BLACKTOWN CITY COUNCIL,RICHARDS,2765.0
BLACKTOWN,BLACKTOWN CITY COUNCIL,RIVERSTONE,2765.0
BLACKTOWN,BLACKTOWN CITY COUNCIL,ROOTY HILL,2766.0
BLACKTOWN,BLACKTOWN CITY COUNCIL,ROPES CROSSING,2760.0
BLACKTOWN,BLACKTOWN CITY COUNCIL,ROUSE HILL,2155.0
BLACKTOWN,BLACKTOWN CITY COUNCIL,SCHOFIELDS,2762.0
BLACKTOWN,BLACKTOWN CITY COUNCIL,SEVEN HILLS,2147.0
BLACKTOWN,BLACKTOWN CITY COUNCIL,SHALVEY,2770.0
BLACKTOWN,BLACKTOWN CITY COUNCIL,SHANES PARK,2747.0
BLACKTOWN,BLACKTOWN CITY COUNCIL,ST MARYS,2760.0
BLACKTOWN,BLACKTOWN CITY COUNCIL,STANHOPE GARDENS,2768.0
BLACKTOWN,BLACKTOWN CITY COUNCIL,TALLAWONG,2762.0
BLACKTOWN,BLACKTOWN CITY COUNCIL,THE PONDS,2769.0
BLACKTOWN,BLACKTOWN CITY COUNCIL,TOONGABBIE,2146.0
BLACKTOWN,BLACKTOWN CITY COUNCIL,TREGEAR,2770.0
BLACKTOWN,BLACKTOWN CITY COUNCIL,VINEYARD,2765.0
BLACKTOWN,BLACKTOWN CITY COUNCIL,WHALAN,2770.0
BLACKTOWN,BLACKTOWN CITY COUNCIL,WILLMOT,2770.0
BLACKTOWN,BLACKTOWN CITY COUNCIL,WOODCROFT,2767.0
BLAND,BLAND SHIRE COUNCIL,ALLEENA,2671.0
BLAND,BLAND SHIRE COUNCIL,ARDLETHAN,2665.0
BLAND,BLAND SHIRE COUNCIL,ARIAH PARK,2665.0
BLAND,BLAND SHIRE COUNCIL,BACK CREEK,2671.0
BLAND,BLAND SHIRE COUNCIL,BARELLAN,2665.0
BLAND,BLAND SHIRE COUNCIL,BARMEDMAN,2668.0
BLAND,BLAND SHIRE COUNCIL,BECKOM,2665.0
BLAND,BLAND SHIRE COUNCIL,BLAND,2721.0
BLAND,BLAND SHIRE COUNCIL,GIRRAL,2669.0
BLAND,BLAND SHIRE COUNCIL,KAMARAH,2665.0
BLAND,BLAND SHIRE COUNCIL,KIKOIRA,2669.0
BLAND,BLAND SHIRE COUNCIL,LAKE COWAL,2671.0
BLAND,BLAND SHIRE COUNCIL,MIRROOL,2665.0
BLAND,BLAND SHIRE COUNCIL,MOOMBOOLDOOL,2665.0
BLAND,BLAND SHIRE COUNCIL,MORANGARELL,2666.0
BLAND,BLAND SHIRE COUNCIL,NARADHAN,2669.0
BLAND,BLAND SHIRE COUNCIL,NORTH YALGOGRIN,2671.0
BLAND,BLAND SHIRE COUNCIL,QUANDIALLA,2721.0
BLAND,BLAND SHIRE COUNCIL,RANKINS SPRINGS,2669.0
BLAND,BLAND SHIRE COUNCIL,TALLIMBA,2669.0
BLAND,BLAND SHIRE COUNCIL,UNGARIE,2669.0
BLAND,BLAND SHIRE COUNCIL,WEETHALLE,2669.0
BLAND,BLAND SHIRE COUNCIL,WEST WYALONG,2671.0
BLAND,BLAND SHIRE COUNCIL,WYALONG,2671.0
BLAYNEY,BLAYNEY SHIRE COUNCIL,ARKELL,2795.0
BLAYNEY,BLAYNEY SHIRE COUNCIL,BARRY,2799.0
BLAYNEY,BLAYNEY SHIRE COUNCIL,BLAYNEY,2799.0
BLAYNEY,BLAYNEY SHIRE COUNCIL,BROWNS CREEK,2799.0
BLAYNEY,BLAYNEY SHIRE COUNCIL,BURNT YARDS,2792.0
BLAYNEY,BLAYNEY SHIRE COUNCIL,CALOOLA,2795.0
BLAYNEY,BLAYNEY SHIRE COUNCIL,CARCOAR,2791.0
BLAYNEY,BLAYNEY SHIRE COUNCIL,ERROWANBANG,2791.0
BLAYNEY,BLAYNEY SHIRE COUNCIL,FOREST REEFS,2798.0
BLAYNEY,BLAYNEY SHIRE COUNCIL,FOUR MILE CREEK,2800.0
BLAYNEY,BLAYNEY SHIRE COUNCIL,GARLAND,2797.0
BLAYNEY,BLAYNEY SHIRE COUNCIL,HOBBYS YARDS,2795.0
BLAYNEY,BLAYNEY SHIRE COUNCIL,KINGS PLAINS,2799.0
BLAYNEY,BLAYNEY SHIRE COUNCIL,LYNDHURST,2797.0
BLAYNEY,BLAYNEY SHIRE COUNCIL,MANDURAMA,2792.0
BLAYNEY,BLAYNEY SHIRE COUNCIL,MILLTHORPE,2798.0
BLAYNEY,BLAYNEY SHIRE COUNCIL,MOORILDA,2795.0
BLAYNEY,BLAYNEY SHIRE COUNCIL,NEVILLE,2799.0
BLAYNEY,BLAYNEY SHIRE COUNCIL,NEWBRIDGE,2795.0
BLAYNEY,BLAYNEY SHIRE COUNCIL,PANUARA,2800.0
BLAYNEY,BLAYNEY SHIRE COUNCIL,TALLWOOD,2798.0
BLUE MOUNTAINS,BLUE MOUNTAINS CITY COUNCIL,BELL,2786.0
BLUE MOUNTAINS,BLUE MOUNTAINS CITY COUNCIL,BERAMBING,2758.0
BLUE MOUNTAINS,BLUE MOUNTAINS CITY COUNCIL,BILPIN,2758.0
BLUE MOUNTAINS,BLUE MOUNTAINS CITY COUNCIL,BLACKHEATH,2785.0
BLUE MOUNTAINS,BLUE MOUNTAINS CITY COUNCIL,BLAXLAND,2774.0
BLUE MOUNTAINS,BLUE MOUNTAINS CITY COUNCIL,BULLABURRA,2784.0
BLUE MOUNTAINS,BLUE MOUNTAINS CITY COUNCIL,FAULCONBRIDGE,2776.0
BLUE MOUNTAINS,BLUE MOUNTAINS CITY COUNCIL,GLENBROOK,2773.0
BLUE MOUNTAINS,BLUE MOUNTAINS CITY COUNCIL,HAWKESBURY HEIGHTS,2777.0
BLUE MOUNTAINS,BLUE MOUNTAINS CITY COUNCIL,HAZELBROOK,2779.0
BLUE MOUNTAINS,BLUE MOUNTAINS CITY COUNCIL,KATOOMBA,2780.0
BLUE MOUNTAINS,BLUE MOUNTAINS CITY COUNCIL,LAPSTONE,2773.0
BLUE MOUNTAINS,BLUE MOUNTAINS CITY COUNCIL,LAWSON,2783.0
BLUE MOUNTAINS,BLUE MOUNTAINS CITY COUNCIL,LEONAY,2750.0
BLUE MOUNTAINS,BLUE MOUNTAINS CITY COUNCIL,LEURA,2780.0
BLUE MOUNTAINS,BLUE MOUNTAINS CITY COUNCIL,LINDEN,2778.0
BLUE MOUNTAINS,BLUE MOUNTAINS CITY COUNCIL,LITTLE HARTLEY,2790.0
BLUE MOUNTAINS,BLUE MOUNTAINS CITY COUNCIL,MEDLOW BATH,2780.0
BLUE MOUNTAINS,BLUE MOUNTAINS CITY COUNCIL,MEGALONG VALLEY,2785.0
BLUE MOUNTAINS,BLUE MOUNTAINS CITY COUNCIL,MOUNT IRVINE,2786.0
BLUE MOUNTAINS,BLUE MOUNTAINS CITY COUNCIL,MOUNT RIVERVIEW,2774.0
BLUE MOUNTAINS,BLUE MOUNTAINS CITY COUNCIL,MOUNT TOMAH,2758.0
BLUE MOUNTAINS,BLUE MOUNTAINS CITY COUNCIL,MOUNT VICTORIA,2786.0
BLUE MOUNTAINS,BLUE MOUNTAINS CITY COUNCIL,MOUNT WILSON,2786.0
BLUE MOUNTAINS,BLUE MOUNTAINS CITY COUNCIL,SPRINGWOOD,2777.0
BLUE MOUNTAINS,BLUE MOUNTAINS CITY COUNCIL,SUN VALLEY,2777.0
BLUE MOUNTAINS,BLUE MOUNTAINS CITY COUNCIL,VALLEY HEIGHTS,2777.0
BLUE MOUNTAINS,BLUE MOUNTAINS CITY COUNCIL,WARRIMOO,2774.0
BLUE MOUNTAINS,BLUE MOUNTAINS CITY COUNCIL,WENTWORTH FALLS,2782.0
BLUE MOUNTAINS,BLUE MOUNTAINS CITY COUNCIL,WINMALEE,2777.0
BLUE MOUNTAINS,BLUE MOUNTAINS CITY COUNCIL,WOODFORD,2778.0
BLUE MOUNTAINS,BLUE MOUNTAINS CITY COUNCIL,YELLOW ROCK,2777.0
BOGAN,BOGAN SHIRE COUNCIL,BABINDA,2825.0
BOGAN,BOGAN SHIRE COUNCIL,BOBADAH,2877.0
BOGAN,BOGAN SHIRE COUNCIL,BUDDABADAH,2825.0
BOGAN,BOGAN SHIRE COUNCIL,BYROCK,2831.0
BOGAN,BOGAN SHIRE COUNCIL,CANBELEGO,2835.0
BOGAN,BOGAN SHIRE COUNCIL,CANONBA,2825.0
BOGAN,BOGAN SHIRE COUNCIL,COOLABAH,2831.0
BOGAN,BOGAN SHIRE COUNCIL,FIVE WAYS,2873.0
BOGAN,BOGAN SHIRE COUNCIL,GIRILAMBONE,2831.0
BOGAN,BOGAN SHIRE COUNCIL,HERMIDALE,2831.0
BOGAN,BOGAN SHIRE COUNCIL,HONEYBUGLE,2825.0
BOGAN,BOGAN SHIRE COUNCIL,MIANDETTA,2825.0
BOGAN,BOGAN SHIRE COUNCIL,MULLA,2825.0
BOGAN,BOGAN SHIRE COUNCIL,MURRAWOMBIE,2825.0
BOGAN,BOGAN SHIRE COUNCIL,NYNGAN,2825.0
BOGAN,BOGAN SHIRE COUNCIL,PANGEE,2825.0
BOGAN,BOGAN SHIRE COUNCIL,THE MARRA,2831.0
BOURKE,BOURKE SHIRE COUNCIL,BARRINGUN,2840.0
BOURKE,BOURKE SHIRE COUNCIL,BOURKE,2840.0
BOURKE,BOURKE SHIRE COUNCIL,BYROCK,2831.0
BOURKE,BOURKE SHIRE COUNCIL,ENNGONIA,2840.0
BOURKE,BOURKE SHIRE COUNCIL,FORDS BRIDGE,2840.0
BOURKE,BOURKE SHIRE COUNCIL,GUMBALIE,2840.0
BOURKE,BOURKE SHIRE COUNCIL,GUNDERBOOKA,2840.0
BOURKE,BOURKE SHIRE COUNCIL,HUNGERFORD,2840.0
BOURKE,BOURKE SHIRE COUNCIL,LOUTH,2840.0
BOURKE,BOURKE SHIRE COUNCIL,NORTH BOURKE,2840.0
BOURKE,BOURKE SHIRE COUNCIL,WANAARING,2840.0
BOURKE,BOURKE SHIRE COUNCIL,YANTABULLA,2840.0
BREWARRINA,BREWARRINA SHIRE COUNCIL,ANGLEDOOL,2834.0
BREWARRINA,BREWARRINA SHIRE COUNCIL,BREWARRINA,2839.0
BREWARRINA,BREWARRINA SHIRE COUNCIL,BYROCK,2831.0
BREWARRINA,BREWARRINA SHIRE COUNCIL,COLLERINA,2839.0
BREWARRINA,BREWARRINA SHIRE COUNCIL,COOLABAH,2831.0
BREWARRINA,BREWARRINA SHIRE COUNCIL,ENNGONIA,2840.0
BREWARRINA,BREWARRINA SHIRE COUNCIL,GONGOLGON,2839.0
BREWARRINA,BREWARRINA SHIRE COUNCIL,GOODOOGA,2838.0
BREWARRINA,BREWARRINA SHIRE COUNCIL,NARRAN LAKE,2839.0
BREWARRINA,BREWARRINA SHIRE COUNCIL,TALAWANTA,2839.0
BREWARRINA,BREWARRINA SHIRE COUNCIL,THE MARRA,2831.0
BREWARRINA,BREWARRINA SHIRE COUNCIL,WEILMORINGLE,2839.0
BROKEN HILL,BROKEN HILL CITY COUNCIL,BROKEN HILL,2880.0
BURWOOD,BURWOOD COUNCIL,BURWOOD,2134.0
BURWOOD,BURWOOD COUNCIL,BURWOOD HEIGHTS,2136.0
BURWOOD,BURWOOD COUNCIL,CROYDON,2132.0
BURWOOD,BURWOOD COUNCIL,CROYDON PARK,2133.0
BURWOOD,BURWOOD COUNCIL,ENFIELD,2136.0
BURWOOD,BURWOOD COUNCIL,STRATHFIELD,2135.0
BYRON,BYRON SHIRE COUNCIL,BANGALOW,2479.0
BYRON,BYRON SHIRE COUNCIL,BILLINUDGEL,2483.0
BYRON,BYRON SHIRE COUNCIL,BINNA BURRA,2479.0
BYRON,BYRON SHIRE COUNCIL,BOOYONG,2480.0
BYRON,BYRON SHIRE COUNCIL,BROKEN HEAD,2481.0
BYRON,BYRON SHIRE COUNCIL,BRUNSWICK HEADS,2483.0
BYRON,BYRON SHIRE COUNCIL,BYRON BAY,2481.0
BYRON,BYRON SHIRE COUNCIL,CLUNES,2480.0
BYRON,BYRON SHIRE COUNCIL,COOPERS SHOOT,2479.0
BYRON,BYRON SHIRE COUNCIL,COORABELL,2479.0
BYRON,BYRON SHIRE COUNCIL,CRABBES CREEK,2483.0
BYRON,BYRON SHIRE COUNCIL,EUREKA,2480.0
BYRON,BYRON SHIRE COUNCIL,EWINGSDALE,2481.0
BYRON,BYRON SHIRE COUNCIL,FEDERAL,2480.0
BYRON,BYRON SHIRE COUNCIL,GOONENGERRY,2482.0
BYRON,BYRON SHIRE COUNCIL,HAYTERS HILL,2481.0
BYRON,BYRON SHIRE COUNCIL,HUONBROOK,2482.0
BYRON,BYRON SHIRE COUNCIL,KOONYUM RANGE,2482.0
BYRON,BYRON SHIRE COUNCIL,MAIN ARM,2482.0
BYRON,BYRON SHIRE COUNCIL,MCLEODS SHOOT,2479.0
BYRON,BYRON SHIRE COUNCIL,MIDDLE POCKET,2483.0
BYRON,BYRON SHIRE COUNCIL,MONTECOLLUM,2482.0
BYRON,BYRON SHIRE COUNCIL,MULLUMBIMBY,2482.0
BYRON,BYRON SHIRE COUNCIL,MULLUMBIMBY CREEK,2482.0
BYRON,BYRON SHIRE COUNCIL,MYOCUM,2481.0
BYRON,BYRON SHIRE COUNCIL,NASHUA,2479.0
BYRON,BYRON SHIRE COUNCIL,NEW BRIGHTON,2483.0
BYRON,BYRON SHIRE COUNCIL,NEWRYBAR,2479.0
BYRON,BYRON SHIRE COUNCIL,NIGHTCAP,2480.0
BYRON,BYRON SHIRE COUNCIL,OCEAN SHORES,2483.0
BYRON,BYRON SHIRE COUNCIL,PALMWOODS,2482.0
BYRON,BYRON SHIRE COUNCIL,POSSUM CREEK,2479.0
BYRON,BYRON SHIRE COUNCIL,SKINNERS SHOOT,2481.0
BYRON,BYRON SHIRE COUNCIL,SOUTH GOLDEN BEACH,2483.0
BYRON,BYRON SHIRE COUNCIL,SUFFOLK PARK,2481.0
BYRON,BYRON SHIRE COUNCIL,TALOFA,2481.0
BYRON,BYRON SHIRE COUNCIL,THE POCKET,2483.0
BYRON,BYRON SHIRE COUNCIL,TYAGARAH,2481.0
BYRON,BYRON SHIRE COUNCIL,UPPER COOPERS CREEK,2482.0
BYRON,BYRON SHIRE COUNCIL,UPPER MAIN ARM,2482.0
BYRON,BYRON SHIRE COUNCIL,UPPER WILSONS CREEK,2482.0
BYRON,BYRON SHIRE COUNCIL,WANGANUI,2482.0
BYRON,BYRON SHIRE COUNCIL,WHIAN WHIAN,2480.0
BYRON,BYRON SHIRE COUNCIL,WILSONS CREEK,2482.0
BYRON,BYRON SHIRE COUNCIL,WOOYUNG,2483.0
BYRON,BYRON SHIRE COUNCIL,YELGUN,2483.0
CABONNE,CABONNE SHIRE COUNCIL,AMAROO,2866.0
CABONNE,CABONNE SHIRE COUNCIL,BALDRY,2867.0
CABONNE,CABONNE SHIRE COUNCIL,BELGRAVIA,2800.0
CABONNE,CABONNE SHIRE COUNCIL,BOCOBRA,2865.0
CABONNE,CABONNE SHIRE COUNCIL,BOOMEY,2866.0
CABONNE,CABONNE SHIRE COUNCIL,BOREE,2800.0
CABONNE,CABONNE SHIRE COUNCIL,BORENORE,2800.0
CABONNE,CABONNE SHIRE COUNCIL,BOWAN PARK,2864.0
CABONNE,CABONNE SHIRE COUNCIL,BUMBERRY,2870.0
CABONNE,CABONNE SHIRE COUNCIL,BYNG,2800.0
CABONNE,CABONNE SHIRE COUNCIL,CADIA,2800.0
CABONNE,CABONNE SHIRE COUNCIL,CANOBOLAS,2800.0
CABONNE,CABONNE SHIRE COUNCIL,CANOWINDRA,2804.0
CABONNE,CABONNE SHIRE COUNCIL,CARGO,2800.0
CABONNE,CABONNE SHIRE COUNCIL,CLERGATE,2800.0
CABONNE,CABONNE SHIRE COUNCIL,CLIFTON GROVE,2800.0
CABONNE,CABONNE SHIRE COUNCIL,CUDAL,2864.0
CABONNE,CABONNE SHIRE COUNCIL,CUMNOCK,2867.0
CABONNE,CABONNE SHIRE COUNCIL,EMU SWAMP,2800.0
CABONNE,CABONNE SHIRE COUNCIL,EUGOWRA,2806.0
CABONNE,CABONNE SHIRE COUNCIL,EURIMBLA,2867.0
CABONNE,CABONNE SHIRE COUNCIL,FOREST REEFS,2798.0
CABONNE,CABONNE SHIRE COUNCIL,FOUR MILE CREEK,2800.0
CABONNE,CABONNE SHIRE COUNCIL,GARRA,2866.0
CABONNE,CABONNE SHIRE COUNCIL,GOOLOOGONG,2805.0
CABONNE,CABONNE SHIRE COUNCIL,GOWAN,2795.0
CABONNE,CABONNE SHIRE COUNCIL,GUMBLE,2865.0
CABONNE,CABONNE SHIRE COUNCIL,GUYONG,2798.0
CABONNE,CABONNE SHIRE COUNCIL,KANGAROOBIE,2800.0
CABONNE,CABONNE SHIRE COUNCIL,KERRS CREEK,2800.0
CABONNE,CABONNE SHIRE COUNCIL,LARRAS LEE,2866.0
CABONNE,CABONNE SHIRE COUNCIL,LEWIS PONDS,2800.0
CABONNE,CABONNE SHIRE COUNCIL,LIDSTER,2800.0
CABONNE,CABONNE SHIRE COUNCIL,LOWER LEWIS PONDS,2800.0
CABONNE,CABONNE SHIRE COUNCIL,MANDAGERY,2870.0
CABONNE,CABONNE SHIRE COUNCIL,MANILDRA,2865.0
CABONNE,CABONNE SHIRE COUNCIL,MARCH,2800.0
CABONNE,CABONNE SHIRE COUNCIL,MOLONG,2866.0
CABONNE,CABONNE SHIRE COUNCIL,MOORBEL,2804.0
CABONNE,CABONNE SHIRE COUNCIL,MULLION CREEK,2800.0
CABONNE,CABONNE SHIRE COUNCIL,MURGA,2864.0
CABONNE,CABONNE SHIRE COUNCIL,NASHDALE,2800.0
CABONNE,CABONNE SHIRE COUNCIL,NYRANG CREEK,2804.0
CABONNE,CABONNE SHIRE COUNCIL,OBLEY,2868.0
CABONNE,CABONNE SHIRE COUNCIL,OPHIR,2800.0
CABONNE,CABONNE SHIRE COUNCIL,ORANGE,2800.0
CABONNE,CABONNE SHIRE COUNCIL,SPRING HILL,2800.0
CABONNE,CABONNE SHIRE COUNCIL,SPRING TERRACE,2798.0
CABONNE,CABONNE SHIRE COUNCIL,SPRINGSIDE,2800.0
CABONNE,CABONNE SHIRE COUNCIL,SUMMER HILL CREEK,2800.0
CABONNE,CABONNE SHIRE COUNCIL,TOOGONG,2864.0
CABONNE,CABONNE SHIRE COUNCIL,VITTORIA,2799.0
CABONNE,CABONNE SHIRE COUNCIL,WALDEGRAVE,2800.0
CABONNE,CABONNE SHIRE COUNCIL,WINDERA,2800.0
CABONNE,CABONNE SHIRE COUNCIL,YEOVAL,2868.0
CABONNE,CABONNE SHIRE COUNCIL,YULLUNDRY,2867.0
CAMDEN,CAMDEN COUNCIL,BICKLEY VALE,2570.0
CAMDEN,CAMDEN COUNCIL,BRINGELLY,2556.0
CAMDEN,CAMDEN COUNCIL,CAMDEN,2570.0
CAMDEN,CAMDEN COUNCIL,CAMDEN SOUTH,2570.0
CAMDEN,CAMDEN COUNCIL,CATHERINE FIELD,2557.0
CAMDEN,CAMDEN COUNCIL,CAWDOR,2570.0
CAMDEN,CAMDEN COUNCIL,COBBITTY,2570.0
CAMDEN,CAMDEN COUNCIL,CURRANS HILL,2567.0
CAMDEN,CAMDEN COUNCIL,ELDERSLIE,2570.0
CAMDEN,CAMDEN COUNCIL,ELLIS LANE,2570.0
CAMDEN,CAMDEN COUNCIL,GLEDSWOOD HILLS,2557.0
CAMDEN,CAMDEN COUNCIL,GRASMERE,2570.0
CAMDEN,CAMDEN COUNCIL,GREENDALE,2745.0
CAMDEN,CAMDEN COUNCIL,GREGORY HILLS,2557.0
CAMDEN,CAMDEN COUNCIL,HARRINGTON PARK,2567.0
CAMDEN,CAMDEN COUNCIL,KIRKHAM,2570.0
CAMDEN,CAMDEN COUNCIL,LEPPINGTON,2179.0
CAMDEN,CAMDEN COUNCIL,MOUNT ANNAN,2567.0
CAMDEN,CAMDEN COUNCIL,NARELLAN,2567.0
CAMDEN,CAMDEN COUNCIL,NARELLAN VALE,2567.0
CAMDEN,CAMDEN COUNCIL,ORAN PARK,2570.0
CAMDEN,CAMDEN COUNCIL,ROSSMORE,2557.0
CAMDEN,CAMDEN COUNCIL,SMEATON GRANGE,2567.0
CAMDEN,CAMDEN COUNCIL,SPRING FARM,2570.0
CAMDEN,CAMDEN COUNCIL,THERESA PARK,2570.0
CAMDEN,CAMDEN COUNCIL,VARROVILLE,2566.0
CAMPBELLTOWN,CAMPBELLTOWN CITY COUNCIL,AIRDS,2560.0
CAMPBELLTOWN,CAMPBELLTOWN CITY COUNCIL,AMBARVALE,2560.0
CAMPBELLTOWN,CAMPBELLTOWN CITY COUNCIL,BARDIA,2565.0
CAMPBELLTOWN,CAMPBELLTOWN CITY COUNCIL,BLAIR ATHOL,2560.0
CAMPBELLTOWN,CAMPBELLTOWN CITY COUNCIL,BLAIRMOUNT,2559.0
CAMPBELLTOWN,CAMPBELLTOWN CITY COUNCIL,BOW BOWING,2566.0
CAMPBELLTOWN,CAMPBELLTOWN CITY COUNCIL,BRADBURY,2560.0
CAMPBELLTOWN,CAMPBELLTOWN CITY COUNCIL,CAMPBELLTOWN,2560.0
CAMPBELLTOWN,CAMPBELLTOWN CITY COUNCIL,CLAYMORE,2559.0
CAMPBELLTOWN,CAMPBELLTOWN CITY COUNCIL,DENHAM COURT,2565.0
CAMPBELLTOWN,CAMPBELLTOWN CITY COUNCIL,EAGLE VALE,2558.0
CAMPBELLTOWN,CAMPBELLTOWN CITY COUNCIL,ENGLORIE PARK,2560.0
CAMPBELLTOWN,CAMPBELLTOWN CITY COUNCIL,ESCHOL PARK,2558.0
CAMPBELLTOWN,CAMPBELLTOWN CITY COUNCIL,GILEAD,2560.0
CAMPBELLTOWN,CAMPBELLTOWN CITY COUNCIL,GLEN ALPINE,2560.0
CAMPBELLTOWN,CAMPBELLTOWN CITY COUNCIL,GLENFIELD,2167.0
CAMPBELLTOWN,CAMPBELLTOWN CITY COUNCIL,GREGORY HILLS,2557.0
CAMPBELLTOWN,CAMPBELLTOWN CITY COUNCIL,HOLSWORTHY,2173.0
CAMPBELLTOWN,CAMPBELLTOWN CITY COUNCIL,INGLEBURN,2565.0
CAMPBELLTOWN,CAMPBELLTOWN CITY COUNCIL,KEARNS,2558.0
CAMPBELLTOWN,CAMPBELLTOWN CITY COUNCIL,KENTLYN,2560.0
CAMPBELLTOWN,CAMPBELLTOWN CITY COUNCIL,LEPPINGTON,2179.0
CAMPBELLTOWN,CAMPBELLTOWN CITY COUNCIL,LEUMEAH,2560.0
CAMPBELLTOWN,CAMPBELLTOWN CITY COUNCIL,LONG POINT,2564.0
