Australian Bureau of Statistics

"2016 Census - Employment, Income and Education"
"POA (UR) by DTWP - 1 Digit Level"
"Counting: Persons Place of Usual Residence"

Filters:
"Default Summation","Persons Place of Usual Residence"

"Counting","POA (UR)","DTWP - 1 Digit Level","Count",
"Persons Place of Usual Residence","2631, NSW","Over 0 km to less than 2.5 km",11
"Persons Place of Usual Residence","2631, NSW","Nil distance",49
"Persons Place of Usual Residence","2631, NSW","2.5 km to less than 10 km",8
"Persons Place of Usual Residence","2631, NSW","10 km to less than 30 km",33
"Persons Place of Usual Residence","2631, NSW","30 km to less than 50 km",76
"Persons Place of Usual Residence","2631, NSW","50 km to less than 250 km",49
"Persons Place of Usual Residence","2631, NSW","250 km and over",3
"Persons Place of Usual Residence","2631, NSW","Not applicable",336
"Persons Place of Usual Residence","2631, NSW","Total",570
"Persons Place of Usual Residence","2632, NSW","Over 0 km to less than 2.5 km",294
"Persons Place of Usual Residence","2632, NSW","Nil distance",73
"Persons Place of Usual Residence","2632, NSW","2.5 km to less than 10 km",163
"Persons Place of Usual Residence","2632, NSW","10 km to less than 30 km",124
"Persons Place of Usual Residence","2632, NSW","30 km to less than 50 km",39
"Persons Place of Usual Residence","2632, NSW","50 km to less than 250 km",69
"Persons Place of Usual Residence","2632, NSW","250 km and over",17
"Persons Place of Usual Residence","2632, NSW","Not applicable",1060
"Persons Place of Usual Residence","2632, NSW","Total",1833
"Persons Place of Usual Residence","2633, NSW","Over 0 km to less than 2.5 km",22
"Persons Place of Usual Residence","2633, NSW","Nil distance",24
"Persons Place of Usual Residence","2633, NSW","2.5 km to less than 10 km",20
"Persons Place of Usual Residence","2633, NSW","10 km to less than 30 km",22
"Persons Place of Usual Residence","2633, NSW","30 km to less than 50 km",42
"Persons Place of Usual Residence","2633, NSW","50 km to less than 250 km",8
"Persons Place of Usual Residence","2633, NSW","250 km and over",9
"Persons Place of Usual Residence","2633, NSW","Not applicable",231
"Persons Place of Usual Residence","2633, NSW","Total",380
"Persons Place of Usual Residence","2640, NSW","Over 0 km to less than 2.5 km",2602
"Persons Place of Usual Residence","2640, NSW","Nil distance",989
"Persons Place of Usual Residence","2640, NSW","2.5 km to less than 10 km",8142
"Persons Place of Usual Residence","2640, NSW","10 km to less than 30 km",3529
"Persons Place of Usual Residence","2640, NSW","30 km to less than 50 km",352
"Persons Place of Usual Residence","2640, NSW","50 km to less than 250 km",505
"Persons Place of Usual Residence","2640, NSW","250 km and over",340
"Persons Place of Usual Residence","2640, NSW","Not applicable",19876
"Persons Place of Usual Residence","2640, NSW","Total",36343
"Persons Place of Usual Residence","2641, NSW","Over 0 km to less than 2.5 km",826
"Persons Place of Usual Residence","2641, NSW","Nil distance",261
"Persons Place of Usual Residence","2641, NSW","2.5 km to less than 10 km",3177
"Persons Place of Usual Residence","2641, NSW","10 km to less than 30 km",1255
"Persons Place of Usual Residence","2641, NSW","30 km to less than 50 km",118
"Persons Place of Usual Residence","2641, NSW","50 km to less than 250 km",124
"Persons Place of Usual Residence","2641, NSW","250 km and over",103
"Persons Place of Usual Residence","2641, NSW","Not applicable",9205
"Persons Place of Usual Residence","2641, NSW","Total",15073
"Persons Place of Usual Residence","2642, NSW","Over 0 km to less than 2.5 km",93
"Persons Place of Usual Residence","2642, NSW","Nil distance",374
"Persons Place of Usual Residence","2642, NSW","2.5 km to less than 10 km",123
"Persons Place of Usual Residence","2642, NSW","10 km to less than 30 km",1059
"Persons Place of Usual Residence","2642, NSW","30 km to less than 50 km",311
"Persons Place of Usual Residence","2642, NSW","50 km to less than 250 km",183
"Persons Place of Usual Residence","2642, NSW","250 km and over",35
"Persons Place of Usual Residence","2642, NSW","Not applicable",2611
"Persons Place of Usual Residence","2642, NSW","Total",4791
"Persons Place of Usual Residence","2643, NSW","Over 0 km to less than 2.5 km",167
"Persons Place of Usual Residence","2643, NSW","Nil distance",65
"Persons Place of Usual Residence","2643, NSW","2.5 km to less than 10 km",72
"Persons Place of Usual Residence","2643, NSW","10 km to less than 30 km",237
"Persons Place of Usual Residence","2643, NSW","30 km to less than 50 km",396
"Persons Place of Usual Residence","2643, NSW","50 km to less than 250 km",49
"Persons Place of Usual Residence","2643, NSW","250 km and over",17
"Persons Place of Usual Residence","2643, NSW","Not applicable",1762
"Persons Place of Usual Residence","2643, NSW","Total",2771
"Persons Place of Usual Residence","2644, NSW","Over 0 km to less than 2.5 km",238
"Persons Place of Usual Residence","2644, NSW","Nil distance",156
"Persons Place of Usual Residence","2644, NSW","2.5 km to less than 10 km",69
"Persons Place of Usual Residence","2644, NSW","10 km to less than 30 km",170
"Persons Place of Usual Residence","2644, NSW","30 km to less than 50 km",158
"Persons Place of Usual Residence","2644, NSW","50 km to less than 250 km",174
"Persons Place of Usual Residence","2644, NSW","250 km and over",31
"Persons Place of Usual Residence","2644, NSW","Not applicable",1408
"Persons Place of Usual Residence","2644, NSW","Total",2400
"Persons Place of Usual Residence","2645, NSW","Over 0 km to less than 2.5 km",31
"Persons Place of Usual Residence","2645, NSW","Nil distance",20
"Persons Place of Usual Residence","2645, NSW","2.5 km to less than 10 km",3
"Persons Place of Usual Residence","2645, NSW","10 km to less than 30 km",12
"Persons Place of Usual Residence","2645, NSW","30 km to less than 50 km",14
"Persons Place of Usual Residence","2645, NSW","50 km to less than 250 km",42
"Persons Place of Usual Residence","2645, NSW","250 km and over",5
"Persons Place of Usual Residence","2645, NSW","Not applicable",269
"Persons Place of Usual Residence","2645, NSW","Total",400
"Persons Place of Usual Residence","2646, NSW","Over 0 km to less than 2.5 km",849
"Persons Place of Usual Residence","2646, NSW","Nil distance",276
"Persons Place of Usual Residence","2646, NSW","2.5 km to less than 10 km",545
"Persons Place of Usual Residence","2646, NSW","10 km to less than 30 km",416
"Persons Place of Usual Residence","2646, NSW","30 km to less than 50 km",273
"Persons Place of Usual Residence","2646, NSW","50 km to less than 250 km",316
"Persons Place of Usual Residence","2646, NSW","250 km and over",41
"Persons Place of Usual Residence","2646, NSW","Not applicable",4038
"Persons Place of Usual Residence","2646, NSW","Total",6755
"Persons Place of Usual Residence","2647, NSW","Over 0 km to less than 2.5 km",157
"Persons Place of Usual Residence","2647, NSW","Nil distance",95
"Persons Place of Usual Residence","2647, NSW","2.5 km to less than 10 km",321
"Persons Place of Usual Residence","2647, NSW","10 km to less than 30 km",33
"Persons Place of Usual Residence","2647, NSW","30 km to less than 50 km",81
"Persons Place of Usual Residence","2647, NSW","50 km to less than 250 km",103
"Persons Place of Usual Residence","2647, NSW","250 km and over",44
"Persons Place of Usual Residence","2647, NSW","Not applicable",1334
"Persons Place of Usual Residence","2647, NSW","Total",2163
"Persons Place of Usual Residence","2648, NSW","Over 0 km to less than 2.5 km",122
"Persons Place of Usual Residence","2648, NSW","Nil distance",181
"Persons Place of Usual Residence","2648, NSW","2.5 km to less than 10 km",71
"Persons Place of Usual Residence","2648, NSW","10 km to less than 30 km",253
"Persons Place of Usual Residence","2648, NSW","30 km to less than 50 km",83
"Persons Place of Usual Residence","2648, NSW","50 km to less than 250 km",132
"Persons Place of Usual Residence","2648, NSW","250 km and over",57
"Persons Place of Usual Residence","2648, NSW","Not applicable",1480
"Persons Place of Usual Residence","2648, NSW","Total",2375
"Persons Place of Usual Residence","2649, NSW","Over 0 km to less than 2.5 km",0
"Persons Place of Usual Residence","2649, NSW","Nil distance",0
"Persons Place of Usual Residence","2649, NSW","2.5 km to less than 10 km",0
"Persons Place of Usual Residence","2649, NSW","10 km to less than 30 km",4
"Persons Place of Usual Residence","2649, NSW","30 km to less than 50 km",4
"Persons Place of Usual Residence","2649, NSW","50 km to less than 250 km",0
"Persons Place of Usual Residence","2649, NSW","250 km and over",0
"Persons Place of Usual Residence","2649, NSW","Not applicable",16
"Persons Place of Usual Residence","2649, NSW","Total",31
"Persons Place of Usual Residence","2650, NSW","Over 0 km to less than 2.5 km",3679
"Persons Place of Usual Residence","2650, NSW","Nil distance",1454
"Persons Place of Usual Residence","2650, NSW","2.5 km to less than 10 km",15303
"Persons Place of Usual Residence","2650, NSW","10 km to less than 30 km",3767
"Persons Place of Usual Residence","2650, NSW","30 km to less than 50 km",684
"Persons Place of Usual Residence","2650, NSW","50 km to less than 250 km",703
"Persons Place of Usual Residence","2650, NSW","250 km and over",552
"Persons Place of Usual Residence","2650, NSW","Not applicable",30829
"Persons Place of Usual Residence","2650, NSW","Total",56973
"Persons Place of Usual Residence","2651, NSW","Over 0 km to less than 2.5 km",162
"Persons Place of Usual Residence","2651, NSW","Nil distance",177
"Persons Place of Usual Residence","2651, NSW","2.5 km to less than 10 km",237
"Persons Place of Usual Residence","2651, NSW","10 km to less than 30 km",509
"Persons Place of Usual Residence","2651, NSW","30 km to less than 50 km",31
"Persons Place of Usual Residence","2651, NSW","50 km to less than 250 km",39
"Persons Place of Usual Residence","2651, NSW","250 km and over",26
"Persons Place of Usual Residence","2651, NSW","Not applicable",1086
"Persons Place of Usual Residence","2651, NSW","Total",2274
"Persons Place of Usual Residence","2652, NSW","Over 0 km to less than 2.5 km",102
"Persons Place of Usual Residence","2652, NSW","Nil distance",329
"Persons Place of Usual Residence","2652, NSW","2.5 km to less than 10 km",208
"Persons Place of Usual Residence","2652, NSW","10 km to less than 30 km",675
"Persons Place of Usual Residence","2652, NSW","30 km to less than 50 km",399
"Persons Place of Usual Residence","2652, NSW","50 km to less than 250 km",334
"Persons Place of Usual Residence","2652, NSW","250 km and over",58
"Persons Place of Usual Residence","2652, NSW","Not applicable",2475
"Persons Place of Usual Residence","2652, NSW","Total",4584
"Persons Place of Usual Residence","2653, NSW","Over 0 km to less than 2.5 km",317
"Persons Place of Usual Residence","2653, NSW","Nil distance",107
"Persons Place of Usual Residence","2653, NSW","2.5 km to less than 10 km",210
"Persons Place of Usual Residence","2653, NSW","10 km to less than 30 km",181
"Persons Place of Usual Residence","2653, NSW","30 km to less than 50 km",67
"Persons Place of Usual Residence","2653, NSW","50 km to less than 250 km",92
"Persons Place of Usual Residence","2653, NSW","250 km and over",19
"Persons Place of Usual Residence","2653, NSW","Not applicable",1544
"Persons Place of Usual Residence","2653, NSW","Total",2532
"Persons Place of Usual Residence","2655, NSW","Over 0 km to less than 2.5 km",48
"Persons Place of Usual Residence","2655, NSW","Nil distance",47
"Persons Place of Usual Residence","2655, NSW","2.5 km to less than 10 km",21
"Persons Place of Usual Residence","2655, NSW","10 km to less than 30 km",87
"Persons Place of Usual Residence","2655, NSW","30 km to less than 50 km",252
"Persons Place of Usual Residence","2655, NSW","50 km to less than 250 km",44
"Persons Place of Usual Residence","2655, NSW","250 km and over",19
"Persons Place of Usual Residence","2655, NSW","Not applicable",807
"Persons Place of Usual Residence","2655, NSW","Total",1336
"Persons Place of Usual Residence","2656, NSW","Over 0 km to less than 2.5 km",166
"Persons Place of Usual Residence","2656, NSW","Nil distance",54
"Persons Place of Usual Residence","2656, NSW","2.5 km to less than 10 km",32
"Persons Place of Usual Residence","2656, NSW","10 km to less than 30 km",64
"Persons Place of Usual Residence","2656, NSW","30 km to less than 50 km",39
"Persons Place of Usual Residence","2656, NSW","50 km to less than 250 km",148
"Persons Place of Usual Residence","2656, NSW","250 km and over",6
"Persons Place of Usual Residence","2656, NSW","Not applicable",765
"Persons Place of Usual Residence","2656, NSW","Total",1271
"Persons Place of Usual Residence","2658, NSW","Over 0 km to less than 2.5 km",93
"Persons Place of Usual Residence","2658, NSW","Nil distance",89
"Persons Place of Usual Residence","2658, NSW","2.5 km to less than 10 km",34
"Persons Place of Usual Residence","2658, NSW","10 km to less than 30 km",93
"Persons Place of Usual Residence","2658, NSW","30 km to less than 50 km",43
"Persons Place of Usual Residence","2658, NSW","50 km to less than 250 km",135
"Persons Place of Usual Residence","2658, NSW","250 km and over",11
"Persons Place of Usual Residence","2658, NSW","Not applicable",930
"Persons Place of Usual Residence","2658, NSW","Total",1435
"Persons Place of Usual Residence","2659, NSW","Over 0 km to less than 2.5 km",68
"Persons Place of Usual Residence","2659, NSW","Nil distance",66
"Persons Place of Usual Residence","2659, NSW","2.5 km to less than 10 km",41
"Persons Place of Usual Residence","2659, NSW","10 km to less than 30 km",40
"Persons Place of Usual Residence","2659, NSW","30 km to less than 50 km",127
"Persons Place of Usual Residence","2659, NSW","50 km to less than 250 km",27
"Persons Place of Usual Residence","2659, NSW","250 km and over",4
"Persons Place of Usual Residence","2659, NSW","Not applicable",515
"Persons Place of Usual Residence","2659, NSW","Total",889
"Persons Place of Usual Residence","2660, NSW","Over 0 km to less than 2.5 km",164
"Persons Place of Usual Residence","2660, NSW","Nil distance",69
"Persons Place of Usual Residence","2660, NSW","2.5 km to less than 10 km",81
"Persons Place of Usual Residence","2660, NSW","10 km to less than 30 km",123
"Persons Place of Usual Residence","2660, NSW","30 km to less than 50 km",76
"Persons Place of Usual Residence","2660, NSW","50 km to less than 250 km",106
"Persons Place of Usual Residence","2660, NSW","250 km and over",5
"Persons Place of Usual Residence","2660, NSW","Not applicable",990
"Persons Place of Usual Residence","2660, NSW","Total",1616
"Persons Place of Usual Residence","2661, NSW","Over 0 km to less than 2.5 km",341
"Persons Place of Usual Residence","2661, NSW","Nil distance",18
"Persons Place of Usual Residence","2661, NSW","2.5 km to less than 10 km",13
"Persons Place of Usual Residence","2661, NSW","10 km to less than 30 km",34
"Persons Place of Usual Residence","2661, NSW","30 km to less than 50 km",0
"Persons Place of Usual Residence","2661, NSW","50 km to less than 250 km",4
"Persons Place of Usual Residence","2661, NSW","250 km and over",26
"Persons Place of Usual Residence","2661, NSW","Not applicable",210
"Persons Place of Usual Residence","2661, NSW","Total",629
"Persons Place of Usual Residence","2663, NSW","Over 0 km to less than 2.5 km",649
"Persons Place of Usual Residence","2663, NSW","Nil distance",102
"Persons Place of Usual Residence","2663, NSW","2.5 km to less than 10 km",228
"Persons Place of Usual Residence","2663, NSW","10 km to less than 30 km",102
"Persons Place of Usual Residence","2663, NSW","30 km to less than 50 km",454
"Persons Place of Usual Residence","2663, NSW","50 km to less than 250 km",110
"Persons Place of Usual Residence","2663, NSW","250 km and over",41
"Persons Place of Usual Residence","2663, NSW","Not applicable",3498
"Persons Place of Usual Residence","2663, NSW","Total",5183
"Persons Place of Usual Residence","2665, NSW","Over 0 km to less than 2.5 km",71
"Persons Place of Usual Residence","2665, NSW","Nil distance",260
"Persons Place of Usual Residence","2665, NSW","2.5 km to less than 10 km",34
"Persons Place of Usual Residence","2665, NSW","10 km to less than 30 km",122
"Persons Place of Usual Residence","2665, NSW","30 km to less than 50 km",117
"Persons Place of Usual Residence","2665, NSW","50 km to less than 250 km",235
"Persons Place of Usual Residence","2665, NSW","250 km and over",12
"Persons Place of Usual Residence","2665, NSW","Not applicable",1377
"Persons Place of Usual Residence","2665, NSW","Total",2226
"Persons Place of Usual Residence","2666, NSW","Over 0 km to less than 2.5 km",1050
"Persons Place of Usual Residence","2666, NSW","Nil distance",219
"Persons Place of Usual Residence","2666, NSW","2.5 km to less than 10 km",283
"Persons Place of Usual Residence","2666, NSW","10 km to less than 30 km",290
"Persons Place of Usual Residence","2666, NSW","30 km to less than 50 km",126
"Persons Place of Usual Residence","2666, NSW","50 km to less than 250 km",260
"Persons Place of Usual Residence","2666, NSW","250 km and over",34
"Persons Place of Usual Residence","2666, NSW","Not applicable",3403
"Persons Place of Usual Residence","2666, NSW","Total",5671
"Persons Place of Usual Residence","2668, NSW","Over 0 km to less than 2.5 km",5
"Persons Place of Usual Residence","2668, NSW","Nil distance",38
"Persons Place of Usual Residence","2668, NSW","2.5 km to less than 10 km",6
"Persons Place of Usual Residence","2668, NSW","10 km to less than 30 km",17
"Persons Place of Usual Residence","2668, NSW","30 km to less than 50 km",37
"Persons Place of Usual Residence","2668, NSW","50 km to less than 250 km",23
"Persons Place of Usual Residence","2668, NSW","250 km and over",6
"Persons Place of Usual Residence","2668, NSW","Not applicable",327
"Persons Place of Usual Residence","2668, NSW","Total",457
"Persons Place of Usual Residence","2669, NSW","Over 0 km to less than 2.5 km",22
"Persons Place of Usual Residence","2669, NSW","Nil distance",216
"Persons Place of Usual Residence","2669, NSW","2.5 km to less than 10 km",54
"Persons Place of Usual Residence","2669, NSW","10 km to less than 30 km",41
"Persons Place of Usual Residence","2669, NSW","30 km to less than 50 km",124
"Persons Place of Usual Residence","2669, NSW","50 km to less than 250 km",261
"Persons Place of Usual Residence","2669, NSW","250 km and over",21
"Persons Place of Usual Residence","2669, NSW","Not applicable",911
"Persons Place of Usual Residence","2669, NSW","Total",1653
"Persons Place of Usual Residence","2671, NSW","Over 0 km to less than 2.5 km",722
"Persons Place of Usual Residence","2671, NSW","Nil distance",170
"Persons Place of Usual Residence","2671, NSW","2.5 km to less than 10 km",266
"Persons Place of Usual Residence","2671, NSW","10 km to less than 30 km",119
"Persons Place of Usual Residence","2671, NSW","30 km to less than 50 km",258
"Persons Place of Usual Residence","2671, NSW","50 km to less than 250 km",128
"Persons Place of Usual Residence","2671, NSW","250 km and over",46
"Persons Place of Usual Residence","2671, NSW","Not applicable",2406
"Persons Place of Usual Residence","2671, NSW","Total",4111
"Persons Place of Usual Residence","2672, NSW","Over 0 km to less than 2.5 km",258
"Persons Place of Usual Residence","2672, NSW","Nil distance",31
"Persons Place of Usual Residence","2672, NSW","2.5 km to less than 10 km",22
"Persons Place of Usual Residence","2672, NSW","10 km to less than 30 km",7
"Persons Place of Usual Residence","2672, NSW","30 km to less than 50 km",76
"Persons Place of Usual Residence","2672, NSW","50 km to less than 250 km",92
"Persons Place of Usual Residence","2672, NSW","250 km and over",37
"Persons Place of Usual Residence","2672, NSW","Not applicable",1049
"Persons Place of Usual Residence","2672, NSW","Total",1576
"Persons Place of Usual Residence","2675, NSW","Over 0 km to less than 2.5 km",293
"Persons Place of Usual Residence","2675, NSW","Nil distance",96
"Persons Place of Usual Residence","2675, NSW","2.5 km to less than 10 km",66
"Persons Place of Usual Residence","2675, NSW","10 km to less than 30 km",117
"Persons Place of Usual Residence","2675, NSW","30 km to less than 50 km",33
"Persons Place of Usual Residence","2675, NSW","50 km to less than 250 km",116
"Persons Place of Usual Residence","2675, NSW","250 km and over",21
"Persons Place of Usual Residence","2675, NSW","Not applicable",820
"Persons Place of Usual Residence","2675, NSW","Total",1564
"Persons Place of Usual Residence","2678, NSW","Over 0 km to less than 2.5 km",3
"Persons Place of Usual Residence","2678, NSW","Nil distance",3
"Persons Place of Usual Residence","2678, NSW","2.5 km to less than 10 km",51
"Persons Place of Usual Residence","2678, NSW","10 km to less than 30 km",35
"Persons Place of Usual Residence","2678, NSW","30 km to less than 50 km",0
"Persons Place of Usual Residence","2678, NSW","50 km to less than 250 km",16
"Persons Place of Usual Residence","2678, NSW","250 km and over",5
"Persons Place of Usual Residence","2678, NSW","Not applicable",215
"Persons Place of Usual Residence","2678, NSW","Total",334
"Persons Place of Usual Residence","2680, NSW","Over 0 km to less than 2.5 km",2180
"Persons Place of Usual Residence","2680, NSW","Nil distance",640
"Persons Place of Usual Residence","2680, NSW","2.5 km to less than 10 km",5756
"Persons Place of Usual Residence","2680, NSW","10 km to less than 30 km",1488
"Persons Place of Usual Residence","2680, NSW","30 km to less than 50 km",104
"Persons Place of Usual Residence","2680, NSW","50 km to less than 250 km",352
"Persons Place of Usual Residence","2680, NSW","250 km and over",105
"Persons Place of Usual Residence","2680, NSW","Not applicable",13320
"Persons Place of Usual Residence","2680, NSW","Total",23942
"Persons Place of Usual Residence","2681, NSW","Over 0 km to less than 2.5 km",58
"Persons Place of Usual Residence","2681, NSW","Nil distance",86
"Persons Place of Usual Residence","2681, NSW","2.5 km to less than 10 km",90
"Persons Place of Usual Residence","2681, NSW","10 km to less than 30 km",508
"Persons Place of Usual Residence","2681, NSW","30 km to less than 50 km",28
"Persons Place of Usual Residence","2681, NSW","50 km to less than 250 km",33
"Persons Place of Usual Residence","2681, NSW","250 km and over",10
"Persons Place of Usual Residence","2681, NSW","Not applicable",914
"Persons Place of Usual Residence","2681, NSW","Total",1732
"Persons Place of Usual Residence","2700, NSW","Over 0 km to less than 2.5 km",766
"Persons Place of Usual Residence","2700, NSW","Nil distance",162
"Persons Place of Usual Residence","2700, NSW","2.5 km to less than 10 km",304
"Persons Place of Usual Residence","2700, NSW","10 km to less than 30 km",271
"Persons Place of Usual Residence","2700, NSW","30 km to less than 50 km",183
"Persons Place of Usual Residence","2700, NSW","50 km to less than 250 km",143
"Persons Place of Usual Residence","2700, NSW","250 km and over",34
"Persons Place of Usual Residence","2700, NSW","Not applicable",3064
"Persons Place of Usual Residence","2700, NSW","Total",4925
"Persons Place of Usual Residence","2701, NSW","Over 0 km to less than 2.5 km",202
"Persons Place of Usual Residence","2701, NSW","Nil distance",69
"Persons Place of Usual Residence","2701, NSW","2.5 km to less than 10 km",115
"Persons Place of Usual Residence","2701, NSW","10 km to less than 30 km",44
"Persons Place of Usual Residence","2701, NSW","30 km to less than 50 km",405
"Persons Place of Usual Residence","2701, NSW","50 km to less than 250 km",92
"Persons Place of Usual Residence","2701, NSW","250 km and over",18
"Persons Place of Usual Residence","2701, NSW","Not applicable",1449
"Persons Place of Usual Residence","2701, NSW","Total",2388
"Persons Place of Usual Residence","2702, NSW","Over 0 km to less than 2.5 km",42
"Persons Place of Usual Residence","2702, NSW","Nil distance",33
"Persons Place of Usual Residence","2702, NSW","2.5 km to less than 10 km",10
"Persons Place of Usual Residence","2702, NSW","10 km to less than 30 km",41
"Persons Place of Usual Residence","2702, NSW","30 km to less than 50 km",19
"Persons Place of Usual Residence","2702, NSW","50 km to less than 250 km",94
"Persons Place of Usual Residence","2702, NSW","250 km and over",7
"Persons Place of Usual Residence","2702, NSW","Not applicable",527
"Persons Place of Usual Residence","2702, NSW","Total",781
"Persons Place of Usual Residence","2703, NSW","Over 0 km to less than 2.5 km",7
"Persons Place of Usual Residence","2703, NSW","Nil distance",33
"Persons Place of Usual Residence","2703, NSW","2.5 km to less than 10 km",158
"Persons Place of Usual Residence","2703, NSW","10 km to less than 30 km",33
"Persons Place of Usual Residence","2703, NSW","30 km to less than 50 km",5
"Persons Place of Usual Residence","2703, NSW","50 km to less than 250 km",27
"Persons Place of Usual Residence","2703, NSW","250 km and over",5
"Persons Place of Usual Residence","2703, NSW","Not applicable",711
"Persons Place of Usual Residence","2703, NSW","Total",981
"Persons Place of Usual Residence","2705, NSW","Over 0 km to less than 2.5 km",1361
"Persons Place of Usual Residence","2705, NSW","Nil distance",319
"Persons Place of Usual Residence","2705, NSW","2.5 km to less than 10 km",1486
"Persons Place of Usual Residence","2705, NSW","10 km to less than 30 km",592
"Persons Place of Usual Residence","2705, NSW","30 km to less than 50 km",152
"Persons Place of Usual Residence","2705, NSW","50 km to less than 250 km",305
"Persons Place of Usual Residence","2705, NSW","250 km and over",56
"Persons Place of Usual Residence","2705, NSW","Not applicable",5883
"Persons Place of Usual Residence","2705, NSW","Total",10156
"Persons Place of Usual Residence","2706, NSW","Over 0 km to less than 2.5 km",42
"Persons Place of Usual Residence","2706, NSW","Nil distance",30
"Persons Place of Usual Residence","2706, NSW","2.5 km to less than 10 km",13
"Persons Place of Usual Residence","2706, NSW","10 km to less than 30 km",49
"Persons Place of Usual Residence","2706, NSW","30 km to less than 50 km",283
"Persons Place of Usual Residence","2706, NSW","50 km to less than 250 km",24
"Persons Place of Usual Residence","2706, NSW","250 km and over",20
"Persons Place of Usual Residence","2706, NSW","Not applicable",698
"Persons Place of Usual Residence","2706, NSW","Total",1155
"Persons Place of Usual Residence","2707, NSW","Over 0 km to less than 2.5 km",147
"Persons Place of Usual Residence","2707, NSW","Nil distance",140
"Persons Place of Usual Residence","2707, NSW","2.5 km to less than 10 km",23
"Persons Place of Usual Residence","2707, NSW","10 km to less than 30 km",158
"Persons Place of Usual Residence","2707, NSW","30 km to less than 50 km",59
"Persons Place of Usual Residence","2707, NSW","50 km to less than 250 km",109
"Persons Place of Usual Residence","2707, NSW","250 km and over",11
"Persons Place of Usual Residence","2707, NSW","Not applicable",702
"Persons Place of Usual Residence","2707, NSW","Total",1344
"Persons Place of Usual Residence","2710, NSW","Over 0 km to less than 2.5 km",1356
"Persons Place of Usual Residence","2710, NSW","Nil distance",388
"Persons Place of Usual Residence","2710, NSW","2.5 km to less than 10 km",1335
"Persons Place of Usual Residence","2710, NSW","10 km to less than 30 km",276
"Persons Place of Usual Residence","2710, NSW","30 km to less than 50 km",343
"Persons Place of Usual Residence","2710, NSW","50 km to less than 250 km",369
"Persons Place of Usual Residence","2710, NSW","250 km and over",65
"Persons Place of Usual Residence","2710, NSW","Not applicable",5987
"Persons Place of Usual Residence","2710, NSW","Total",10124
"Persons Place of Usual Residence","2711, NSW","Over 0 km to less than 2.5 km",598
"Persons Place of Usual Residence","2711, NSW","Nil distance",170
"Persons Place of Usual Residence","2711, NSW","2.5 km to less than 10 km",176
"Persons Place of Usual Residence","2711, NSW","10 km to less than 30 km",103
"Persons Place of Usual Residence","2711, NSW","30 km to less than 50 km",31
"Persons Place of Usual Residence","2711, NSW","50 km to less than 250 km",318
"Persons Place of Usual Residence","2711, NSW","250 km and over",33
"Persons Place of Usual Residence","2711, NSW","Not applicable",1926
"Persons Place of Usual Residence","2711, NSW","Total",3361
"Persons Place of Usual Residence","2712, NSW","Over 0 km to less than 2.5 km",165
"Persons Place of Usual Residence","2712, NSW","Nil distance",57
"Persons Place of Usual Residence","2712, NSW","2.5 km to less than 10 km",44
"Persons Place of Usual Residence","2712, NSW","10 km to less than 30 km",136
"Persons Place of Usual Residence","2712, NSW","30 km to less than 50 km",76
"Persons Place of Usual Residence","2712, NSW","50 km to less than 250 km",35
"Persons Place of Usual Residence","2712, NSW","250 km and over",6
"Persons Place of Usual Residence","2712, NSW","Not applicable",843
"Persons Place of Usual Residence","2712, NSW","Total",1358
"Persons Place of Usual Residence","2713, NSW","Over 0 km to less than 2.5 km",355
"Persons Place of Usual Residence","2713, NSW","Nil distance",175
"Persons Place of Usual Residence","2713, NSW","2.5 km to less than 10 km",131
"Persons Place of Usual Residence","2713, NSW","10 km to less than 30 km",234
"Persons Place of Usual Residence","2713, NSW","30 km to less than 50 km",115
"Persons Place of Usual Residence","2713, NSW","50 km to less than 250 km",87
"Persons Place of Usual Residence","2713, NSW","250 km and over",18
"Persons Place of Usual Residence","2713, NSW","Not applicable",1672
"Persons Place of Usual Residence","2713, NSW","Total",2797
"Persons Place of Usual Residence","2714, NSW","Over 0 km to less than 2.5 km",207
"Persons Place of Usual Residence","2714, NSW","Nil distance",124
"Persons Place of Usual Residence","2714, NSW","2.5 km to less than 10 km",113
"Persons Place of Usual Residence","2714, NSW","10 km to less than 30 km",318
"Persons Place of Usual Residence","2714, NSW","30 km to less than 50 km",69
"Persons Place of Usual Residence","2714, NSW","50 km to less than 250 km",79
"Persons Place of Usual Residence","2714, NSW","250 km and over",34
"Persons Place of Usual Residence","2714, NSW","Not applicable",1825
"Persons Place of Usual Residence","2714, NSW","Total",2767
"Persons Place of Usual Residence","2715, NSW","Over 0 km to less than 2.5 km",302
"Persons Place of Usual Residence","2715, NSW","Nil distance",97
"Persons Place of Usual Residence","2715, NSW","2.5 km to less than 10 km",0
"Persons Place of Usual Residence","2715, NSW","10 km to less than 30 km",24
"Persons Place of Usual Residence","2715, NSW","30 km to less than 50 km",40
"Persons Place of Usual Residence","2715, NSW","50 km to less than 250 km",122
"Persons Place of Usual Residence","2715, NSW","250 km and over",34
"Persons Place of Usual Residence","2715, NSW","Not applicable",863
"Persons Place of Usual Residence","2715, NSW","Total",1478
"Persons Place of Usual Residence","2716, NSW","Over 0 km to less than 2.5 km",171
"Persons Place of Usual Residence","2716, NSW","Nil distance",64
"Persons Place of Usual Residence","2716, NSW","2.5 km to less than 10 km",19
"Persons Place of Usual Residence","2716, NSW","10 km to less than 30 km",91
