Australian Bureau of Statistics

"2016 Census - Employment, Income and Education"
"POA (UR) by MSTP Registered Marital Status"
"Counting: Persons Place of Usual Residence"

Filters:
"Default Summation","Persons Place of Usual Residence"

"Counting","POA (UR)","MSTP Registered Marital Status","Count",
"Persons Place of Usual Residence","2700, NSW","Total",4925
"Persons Place of Usual Residence","2701, NSW","Never married",505
"Persons Place of Usual Residence","2701, NSW","Widowed",150
"Persons Place of Usual Residence","2701, NSW","Divorced",141
"Persons Place of Usual Residence","2701, NSW","Separated",67
"Persons Place of Usual Residence","2701, NSW","Married",1002
"Persons Place of Usual Residence","2701, NSW","Not applicable",530
"Persons Place of Usual Residence","2701, NSW","Total",2388
"Persons Place of Usual Residence","2702, NSW","Never married",152
"Persons Place of Usual Residence","2702, NSW","Widowed",52
"Persons Place of Usual Residence","2702, NSW","Divorced",35
"Persons Place of Usual Residence","2702, NSW","Separated",25
"Persons Place of Usual Residence","2702, NSW","Married",344
"Persons Place of Usual Residence","2702, NSW","Not applicable",167
"Persons Place of Usual Residence","2702, NSW","Total",781
"Persons Place of Usual Residence","2703, NSW","Never married",378
"Persons Place of Usual Residence","2703, NSW","Widowed",50
"Persons Place of Usual Residence","2703, NSW","Divorced",48
"Persons Place of Usual Residence","2703, NSW","Separated",19
"Persons Place of Usual Residence","2703, NSW","Married",233
"Persons Place of Usual Residence","2703, NSW","Not applicable",252
"Persons Place of Usual Residence","2703, NSW","Total",981
"Persons Place of Usual Residence","2705, NSW","Never married",2642
"Persons Place of Usual Residence","2705, NSW","Widowed",575
"Persons Place of Usual Residence","2705, NSW","Divorced",580
"Persons Place of Usual Residence","2705, NSW","Separated",282
"Persons Place of Usual Residence","2705, NSW","Married",4031
"Persons Place of Usual Residence","2705, NSW","Not applicable",2039
"Persons Place of Usual Residence","2705, NSW","Total",10156
"Persons Place of Usual Residence","2706, NSW","Never married",331
"Persons Place of Usual Residence","2706, NSW","Widowed",51
"Persons Place of Usual Residence","2706, NSW","Divorced",75
"Persons Place of Usual Residence","2706, NSW","Separated",63
"Persons Place of Usual Residence","2706, NSW","Married",397
"Persons Place of Usual Residence","2706, NSW","Not applicable",243
"Persons Place of Usual Residence","2706, NSW","Total",1155
"Persons Place of Usual Residence","2707, NSW","Never married",329
"Persons Place of Usual Residence","2707, NSW","Widowed",59
"Persons Place of Usual Residence","2707, NSW","Divorced",61
"Persons Place of Usual Residence","2707, NSW","Separated",36
"Persons Place of Usual Residence","2707, NSW","Married",571
"Persons Place of Usual Residence","2707, NSW","Not applicable",298
"Persons Place of Usual Residence","2707, NSW","Total",1344
"Persons Place of Usual Residence","2710, NSW","Never married",2596
"Persons Place of Usual Residence","2710, NSW","Widowed",654
"Persons Place of Usual Residence","2710, NSW","Divorced",839
"Persons Place of Usual Residence","2710, NSW","Separated",304
"Persons Place of Usual Residence","2710, NSW","Married",3942
"Persons Place of Usual Residence","2710, NSW","Not applicable",1786
"Persons Place of Usual Residence","2710, NSW","Total",10124
"Persons Place of Usual Residence","2711, NSW","Never married",898
"Persons Place of Usual Residence","2711, NSW","Widowed",183
"Persons Place of Usual Residence","2711, NSW","Divorced",205
"Persons Place of Usual Residence","2711, NSW","Separated",105
"Persons Place of Usual Residence","2711, NSW","Married",1386
"Persons Place of Usual Residence","2711, NSW","Not applicable",587
"Persons Place of Usual Residence","2711, NSW","Total",3361
"Persons Place of Usual Residence","2712, NSW","Never married",325
"Persons Place of Usual Residence","2712, NSW","Widowed",96
"Persons Place of Usual Residence","2712, NSW","Divorced",123
"Persons Place of Usual Residence","2712, NSW","Separated",37
"Persons Place of Usual Residence","2712, NSW","Married",564
"Persons Place of Usual Residence","2712, NSW","Not applicable",208
"Persons Place of Usual Residence","2712, NSW","Total",1358
"Persons Place of Usual Residence","2713, NSW","Never married",632
"Persons Place of Usual Residence","2713, NSW","Widowed",211
"Persons Place of Usual Residence","2713, NSW","Divorced",220
"Persons Place of Usual Residence","2713, NSW","Separated",88
"Persons Place of Usual Residence","2713, NSW","Married",1145
"Persons Place of Usual Residence","2713, NSW","Not applicable",500
"Persons Place of Usual Residence","2713, NSW","Total",2797
"Persons Place of Usual Residence","2714, NSW","Never married",471
"Persons Place of Usual Residence","2714, NSW","Widowed",240
"Persons Place of Usual Residence","2714, NSW","Divorced",230
"Persons Place of Usual Residence","2714, NSW","Separated",76
"Persons Place of Usual Residence","2714, NSW","Married",1289
"Persons Place of Usual Residence","2714, NSW","Not applicable",457
"Persons Place of Usual Residence","2714, NSW","Total",2767
"Persons Place of Usual Residence","2715, NSW","Never married",392
"Persons Place of Usual Residence","2715, NSW","Widowed",87
"Persons Place of Usual Residence","2715, NSW","Divorced",99
"Persons Place of Usual Residence","2715, NSW","Separated",39
"Persons Place of Usual Residence","2715, NSW","Married",564
"Persons Place of Usual Residence","2715, NSW","Not applicable",290
"Persons Place of Usual Residence","2715, NSW","Total",1478
"Persons Place of Usual Residence","2716, NSW","Never married",267
"Persons Place of Usual Residence","2716, NSW","Widowed",63
"Persons Place of Usual Residence","2716, NSW","Divorced",77
"Persons Place of Usual Residence","2716, NSW","Separated",36
"Persons Place of Usual Residence","2716, NSW","Married",466
"Persons Place of Usual Residence","2716, NSW","Not applicable",190
"Persons Place of Usual Residence","2716, NSW","Total",1102
"Persons Place of Usual Residence","2717, NSW","Never married",420
"Persons Place of Usual Residence","2717, NSW","Widowed",57
"Persons Place of Usual Residence","2717, NSW","Divorced",85
"Persons Place of Usual Residence","2717, NSW","Separated",39
"Persons Place of Usual Residence","2717, NSW","Married",489
"Persons Place of Usual Residence","2717, NSW","Not applicable",243
"Persons Place of Usual Residence","2717, NSW","Total",1333
"Persons Place of Usual Residence","2720, NSW","Never married",1969
"Persons Place of Usual Residence","2720, NSW","Widowed",521
"Persons Place of Usual Residence","2720, NSW","Divorced",550
"Persons Place of Usual Residence","2720, NSW","Separated",235
"Persons Place of Usual Residence","2720, NSW","Married",3216
"Persons Place of Usual Residence","2720, NSW","Not applicable",1526
"Persons Place of Usual Residence","2720, NSW","Total",8010
"Persons Place of Usual Residence","2721, NSW","Never married",57
"Persons Place of Usual Residence","2721, NSW","Widowed",12
"Persons Place of Usual Residence","2721, NSW","Divorced",3
"Persons Place of Usual Residence","2721, NSW","Separated",6
"Persons Place of Usual Residence","2721, NSW","Married",110
"Persons Place of Usual Residence","2721, NSW","Not applicable",45
"Persons Place of Usual Residence","2721, NSW","Total",239
"Persons Place of Usual Residence","2722, NSW","Never married",853
"Persons Place of Usual Residence","2722, NSW","Widowed",204
"Persons Place of Usual Residence","2722, NSW","Divorced",216
"Persons Place of Usual Residence","2722, NSW","Separated",79
"Persons Place of Usual Residence","2722, NSW","Married",1233
"Persons Place of Usual Residence","2722, NSW","Not applicable",627
"Persons Place of Usual Residence","2722, NSW","Total",3207
"Persons Place of Usual Residence","2725, NSW","Never married",70
"Persons Place of Usual Residence","2725, NSW","Widowed",25
"Persons Place of Usual Residence","2725, NSW","Divorced",30
"Persons Place of Usual Residence","2725, NSW","Separated",14
"Persons Place of Usual Residence","2725, NSW","Married",161
"Persons Place of Usual Residence","2725, NSW","Not applicable",68
"Persons Place of Usual Residence","2725, NSW","Total",373
"Persons Place of Usual Residence","2726, NSW","Never married",51
"Persons Place of Usual Residence","2726, NSW","Widowed",8
"Persons Place of Usual Residence","2726, NSW","Divorced",22
"Persons Place of Usual Residence","2726, NSW","Separated",4
"Persons Place of Usual Residence","2726, NSW","Married",94
"Persons Place of Usual Residence","2726, NSW","Not applicable",37
"Persons Place of Usual Residence","2726, NSW","Total",219
"Persons Place of Usual Residence","2727, NSW","Never married",83
"Persons Place of Usual Residence","2727, NSW","Widowed",16
"Persons Place of Usual Residence","2727, NSW","Divorced",17
"Persons Place of Usual Residence","2727, NSW","Separated",4
"Persons Place of Usual Residence","2727, NSW","Married",147
"Persons Place of Usual Residence","2727, NSW","Not applicable",87
"Persons Place of Usual Residence","2727, NSW","Total",352
"Persons Place of Usual Residence","2729, NSW","Never married",370
"Persons Place of Usual Residence","2729, NSW","Widowed",88
"Persons Place of Usual Residence","2729, NSW","Divorced",112
"Persons Place of Usual Residence","2729, NSW","Separated",44
"Persons Place of Usual Residence","2729, NSW","Married",710
"Persons Place of Usual Residence","2729, NSW","Not applicable",363
"Persons Place of Usual Residence","2729, NSW","Total",1696
"Persons Place of Usual Residence","2730, NSW","Never married",381
"Persons Place of Usual Residence","2730, NSW","Widowed",110
"Persons Place of Usual Residence","2730, NSW","Divorced",132
"Persons Place of Usual Residence","2730, NSW","Separated",44
"Persons Place of Usual Residence","2730, NSW","Married",530
"Persons Place of Usual Residence","2730, NSW","Not applicable",201
"Persons Place of Usual Residence","2730, NSW","Total",1385
"Persons Place of Usual Residence","2731, NSW","Never married",1309
"Persons Place of Usual Residence","2731, NSW","Widowed",407
"Persons Place of Usual Residence","2731, NSW","Divorced",449
"Persons Place of Usual Residence","2731, NSW","Separated",162
"Persons Place of Usual Residence","2731, NSW","Married",2954
"Persons Place of Usual Residence","2731, NSW","Not applicable",1122
"Persons Place of Usual Residence","2731, NSW","Total",6407
"Persons Place of Usual Residence","2732, NSW","Never married",351
"Persons Place of Usual Residence","2732, NSW","Widowed",167
"Persons Place of Usual Residence","2732, NSW","Divorced",144
"Persons Place of Usual Residence","2732, NSW","Separated",57
"Persons Place of Usual Residence","2732, NSW","Married",803
"Persons Place of Usual Residence","2732, NSW","Not applicable",253
"Persons Place of Usual Residence","2732, NSW","Total",1776
"Persons Place of Usual Residence","2733, NSW","Never married",90
"Persons Place of Usual Residence","2733, NSW","Widowed",55
"Persons Place of Usual Residence","2733, NSW","Divorced",39
"Persons Place of Usual Residence","2733, NSW","Separated",23
"Persons Place of Usual Residence","2733, NSW","Married",235
"Persons Place of Usual Residence","2733, NSW","Not applicable",104
"Persons Place of Usual Residence","2733, NSW","Total",541
"Persons Place of Usual Residence","2734, NSW","Never married",80
"Persons Place of Usual Residence","2734, NSW","Widowed",3
"Persons Place of Usual Residence","2734, NSW","Divorced",24
"Persons Place of Usual Residence","2734, NSW","Separated",5
"Persons Place of Usual Residence","2734, NSW","Married",256
"Persons Place of Usual Residence","2734, NSW","Not applicable",83
"Persons Place of Usual Residence","2734, NSW","Total",456
"Persons Place of Usual Residence","2735, NSW","Never married",104
"Persons Place of Usual Residence","2735, NSW","Widowed",17
"Persons Place of Usual Residence","2735, NSW","Divorced",20
"Persons Place of Usual Residence","2735, NSW","Separated",15
"Persons Place of Usual Residence","2735, NSW","Married",205
"Persons Place of Usual Residence","2735, NSW","Not applicable",77
"Persons Place of Usual Residence","2735, NSW","Total",446
"Persons Place of Usual Residence","2736, NSW","Never married",81
"Persons Place of Usual Residence","2736, NSW","Widowed",25
"Persons Place of Usual Residence","2736, NSW","Divorced",22
"Persons Place of Usual Residence","2736, NSW","Separated",10
"Persons Place of Usual Residence","2736, NSW","Married",184
"Persons Place of Usual Residence","2736, NSW","Not applicable",56
"Persons Place of Usual Residence","2736, NSW","Total",375
"Persons Place of Usual Residence","2737, NSW","Never married",207
"Persons Place of Usual Residence","2737, NSW","Widowed",27
"Persons Place of Usual Residence","2737, NSW","Divorced",47
"Persons Place of Usual Residence","2737, NSW","Separated",10
"Persons Place of Usual Residence","2737, NSW","Married",331
"Persons Place of Usual Residence","2737, NSW","Not applicable",211
"Persons Place of Usual Residence","2737, NSW","Total",839
"Persons Place of Usual Residence","2738, NSW","Never married",321
"Persons Place of Usual Residence","2738, NSW","Widowed",54
"Persons Place of Usual Residence","2738, NSW","Divorced",73
"Persons Place of Usual Residence","2738, NSW","Separated",30
"Persons Place of Usual Residence","2738, NSW","Married",793
"Persons Place of Usual Residence","2738, NSW","Not applicable",396
"Persons Place of Usual Residence","2738, NSW","Total",1661
"Persons Place of Usual Residence","2739, NSW","Never married",349
"Persons Place of Usual Residence","2739, NSW","Widowed",40
"Persons Place of Usual Residence","2739, NSW","Divorced",96
"Persons Place of Usual Residence","2739, NSW","Separated",36
"Persons Place of Usual Residence","2739, NSW","Married",585
"Persons Place of Usual Residence","2739, NSW","Not applicable",296
"Persons Place of Usual Residence","2739, NSW","Total",1397
"Persons Place of Usual Residence","2745, NSW","Never married",7244
"Persons Place of Usual Residence","2745, NSW","Widowed",588
"Persons Place of Usual Residence","2745, NSW","Divorced",1543
"Persons Place of Usual Residence","2745, NSW","Separated",687
"Persons Place of Usual Residence","2745, NSW","Married",12455
"Persons Place of Usual Residence","2745, NSW","Not applicable",6995
"Persons Place of Usual Residence","2745, NSW","Total",29503
"Persons Place of Usual Residence","2747, NSW","Never married",12226
"Persons Place of Usual Residence","2747, NSW","Widowed",1315
"Persons Place of Usual Residence","2747, NSW","Divorced",2902
"Persons Place of Usual Residence","2747, NSW","Separated",1258
"Persons Place of Usual Residence","2747, NSW","Married",15360
"Persons Place of Usual Residence","2747, NSW","Not applicable",9363
"Persons Place of Usual Residence","2747, NSW","Total",42421
"Persons Place of Usual Residence","2748, NSW","Never married",534
"Persons Place of Usual Residence","2748, NSW","Widowed",59
"Persons Place of Usual Residence","2748, NSW","Divorced",78
"Persons Place of Usual Residence","2748, NSW","Separated",36
"Persons Place of Usual Residence","2748, NSW","Married",876
"Persons Place of Usual Residence","2748, NSW","Not applicable",287
"Persons Place of Usual Residence","2748, NSW","Total",1879
"Persons Place of Usual Residence","2749, NSW","Never married",4845
"Persons Place of Usual Residence","2749, NSW","Widowed",415
"Persons Place of Usual Residence","2749, NSW","Divorced",1011
"Persons Place of Usual Residence","2749, NSW","Separated",438
"Persons Place of Usual Residence","2749, NSW","Married",6344
"Persons Place of Usual Residence","2749, NSW","Not applicable",3873
"Persons Place of Usual Residence","2749, NSW","Total",16933
"Persons Place of Usual Residence","2750, NSW","Never married",12512
"Persons Place of Usual Residence","2750, NSW","Widowed",2286
"Persons Place of Usual Residence","2750, NSW","Divorced",3556
"Persons Place of Usual Residence","2750, NSW","Separated",1475
"Persons Place of Usual Residence","2750, NSW","Married",16385
"Persons Place of Usual Residence","2750, NSW","Not applicable",8587
"Persons Place of Usual Residence","2750, NSW","Total",44806
"Persons Place of Usual Residence","2752, NSW","Never married",1246
"Persons Place of Usual Residence","2752, NSW","Widowed",161
"Persons Place of Usual Residence","2752, NSW","Divorced",274
"Persons Place of Usual Residence","2752, NSW","Separated",112
"Persons Place of Usual Residence","2752, NSW","Married",2046
"Persons Place of Usual Residence","2752, NSW","Not applicable",1075
"Persons Place of Usual Residence","2752, NSW","Total",4924
"Persons Place of Usual Residence","2753, NSW","Never married",4873
"Persons Place of Usual Residence","2753, NSW","Widowed",843
"Persons Place of Usual Residence","2753, NSW","Divorced",1359
"Persons Place of Usual Residence","2753, NSW","Separated",484
"Persons Place of Usual Residence","2753, NSW","Married",6400
"Persons Place of Usual Residence","2753, NSW","Not applicable",3171
"Persons Place of Usual Residence","2753, NSW","Total",17134
"Persons Place of Usual Residence","2754, NSW","Never married",1512
"Persons Place of Usual Residence","2754, NSW","Widowed",282
"Persons Place of Usual Residence","2754, NSW","Divorced",482
"Persons Place of Usual Residence","2754, NSW","Separated",154
"Persons Place of Usual Residence","2754, NSW","Married",2203
"Persons Place of Usual Residence","2754, NSW","Not applicable",1071
"Persons Place of Usual Residence","2754, NSW","Total",5695
"Persons Place of Usual Residence","2755, NSW","Never married",153
"Persons Place of Usual Residence","2755, NSW","Widowed",4
"Persons Place of Usual Residence","2755, NSW","Divorced",11
"Persons Place of Usual Residence","2755, NSW","Separated",9
"Persons Place of Usual Residence","2755, NSW","Married",55
"Persons Place of Usual Residence","2755, NSW","Not applicable",27
"Persons Place of Usual Residence","2755, NSW","Total",260
"Persons Place of Usual Residence","2756, NSW","Never married",9296
"Persons Place of Usual Residence","2756, NSW","Widowed",991
"Persons Place of Usual Residence","2756, NSW","Divorced",2336
"Persons Place of Usual Residence","2756, NSW","Separated",938
"Persons Place of Usual Residence","2756, NSW","Married",13090
"Persons Place of Usual Residence","2756, NSW","Not applicable",7278
"Persons Place of Usual Residence","2756, NSW","Total",33934
"Persons Place of Usual Residence","2757, NSW","Never married",197
"Persons Place of Usual Residence","2757, NSW","Widowed",32
"Persons Place of Usual Residence","2757, NSW","Divorced",66
"Persons Place of Usual Residence","2757, NSW","Separated",17
"Persons Place of Usual Residence","2757, NSW","Married",383
"Persons Place of Usual Residence","2757, NSW","Not applicable",162
"Persons Place of Usual Residence","2757, NSW","Total",851
"Persons Place of Usual Residence","2758, NSW","Never married",2001
"Persons Place of Usual Residence","2758, NSW","Widowed",288
"Persons Place of Usual Residence","2758, NSW","Divorced",552
"Persons Place of Usual Residence","2758, NSW","Separated",160
"Persons Place of Usual Residence","2758, NSW","Married",4051
"Persons Place of Usual Residence","2758, NSW","Not applicable",1669
"Persons Place of Usual Residence","2758, NSW","Total",8718
"Persons Place of Usual Residence","2759, NSW","Never married",7416
"Persons Place of Usual Residence","2759, NSW","Widowed",650
"Persons Place of Usual Residence","2759, NSW","Divorced",1473
"Persons Place of Usual Residence","2759, NSW","Separated",669
"Persons Place of Usual Residence","2759, NSW","Married",10738
"Persons Place of Usual Residence","2759, NSW","Not applicable",5391
"Persons Place of Usual Residence","2759, NSW","Total",26331
"Persons Place of Usual Residence","2760, NSW","Never married",10064
"Persons Place of Usual Residence","2760, NSW","Widowed",1379
"Persons Place of Usual Residence","2760, NSW","Divorced",2467
"Persons Place of Usual Residence","2760, NSW","Separated",1160
"Persons Place of Usual Residence","2760, NSW","Married",11213
"Persons Place of Usual Residence","2760, NSW","Not applicable",7542
"Persons Place of Usual Residence","2760, NSW","Total",33832
"Persons Place of Usual Residence","2761, NSW","Never married",8218
"Persons Place of Usual Residence","2761, NSW","Widowed",854
"Persons Place of Usual Residence","2761, NSW","Divorced",1305
"Persons Place of Usual Residence","2761, NSW","Separated",735
"Persons Place of Usual Residence","2761, NSW","Married",12506
"Persons Place of Usual Residence","2761, NSW","Not applicable",7334
"Persons Place of Usual Residence","2761, NSW","Total",30954
"Persons Place of Usual Residence","2762, NSW","Never married",1190
"Persons Place of Usual Residence","2762, NSW","Widowed",113
"Persons Place of Usual Residence","2762, NSW","Divorced",244
"Persons Place of Usual Residence","2762, NSW","Separated",111
"Persons Place of Usual Residence","2762, NSW","Married",2101
"Persons Place of Usual Residence","2762, NSW","Not applicable",1225
"Persons Place of Usual Residence","2762, NSW","Total",4979
"Persons Place of Usual Residence","2763, NSW","Never married",7326
"Persons Place of Usual Residence","2763, NSW","Widowed",741
"Persons Place of Usual Residence","2763, NSW","Divorced",1555
"Persons Place of Usual Residence","2763, NSW","Separated",662
"Persons Place of Usual Residence","2763, NSW","Married",13448
"Persons Place of Usual Residence","2763, NSW","Not applicable",7146
"Persons Place of Usual Residence","2763, NSW","Total",30875
"Persons Place of Usual Residence","2765, NSW","Never married",4739
"Persons Place of Usual Residence","2765, NSW","Widowed",549
"Persons Place of Usual Residence","2765, NSW","Divorced",981
"Persons Place of Usual Residence","2765, NSW","Separated",434
"Persons Place of Usual Residence","2765, NSW","Married",6414
"Persons Place of Usual Residence","2765, NSW","Not applicable",2992
"Persons Place of Usual Residence","2765, NSW","Total",16112
"Persons Place of Usual Residence","2766, NSW","Never married",4169
"Persons Place of Usual Residence","2766, NSW","Widowed",784
"Persons Place of Usual Residence","2766, NSW","Divorced",773
"Persons Place of Usual Residence","2766, NSW","Separated",447
"Persons Place of Usual Residence","2766, NSW","Married",6199
"Persons Place of Usual Residence","2766, NSW","Not applicable",3158
"Persons Place of Usual Residence","2766, NSW","Total",15536
"Persons Place of Usual Residence","2767, NSW","Never married",6151
"Persons Place of Usual Residence","2767, NSW","Widowed",722
"Persons Place of Usual Residence","2767, NSW","Divorced",1127
"Persons Place of Usual Residence","2767, NSW","Separated",516
"Persons Place of Usual Residence","2767, NSW","Married",9315
"Persons Place of Usual Residence","2767, NSW","Not applicable",4690
"Persons Place of Usual Residence","2767, NSW","Total",22526
"Persons Place of Usual Residence","2768, NSW","Never married",6701
"Persons Place of Usual Residence","2768, NSW","Widowed",572
"Persons Place of Usual Residence","2768, NSW","Divorced",1171
"Persons Place of Usual Residence","2768, NSW","Separated",465
"Persons Place of Usual Residence","2768, NSW","Married",13188
"Persons Place of Usual Residence","2768, NSW","Not applicable",6667
"Persons Place of Usual Residence","2768, NSW","Total",28760
"Persons Place of Usual Residence","2769, NSW","Never married",1881
"Persons Place of Usual Residence","2769, NSW","Widowed",185
"Persons Place of Usual Residence","2769, NSW","Divorced",351
"Persons Place of Usual Residence","2769, NSW","Separated",160
"Persons Place of Usual Residence","2769, NSW","Married",5716
"Persons Place of Usual Residence","2769, NSW","Not applicable",3439
"Persons Place of Usual Residence","2769, NSW","Total",11732
"Persons Place of Usual Residence","2770, NSW","Never married",18934
"Persons Place of Usual Residence","2770, NSW","Widowed",2342
"Persons Place of Usual Residence","2770, NSW","Divorced",3559
"Persons Place of Usual Residence","2770, NSW","Separated",2214
"Persons Place of Usual Residence","2770, NSW","Married",19028
"Persons Place of Usual Residence","2770, NSW","Not applicable",15213
"Persons Place of Usual Residence","2770, NSW","Total",61302
"Persons Place of Usual Residence","2773, NSW","Never married",1379
"Persons Place of Usual Residence","2773, NSW","Widowed",221
"Persons Place of Usual Residence","2773, NSW","Divorced",337
"Persons Place of Usual Residence","2773, NSW","Separated",99
"Persons Place of Usual Residence","2773, NSW","Married",2810
"Persons Place of Usual Residence","2773, NSW","Not applicable",1163
"Persons Place of Usual Residence","2773, NSW","Total",6009
"Persons Place of Usual Residence","2774, NSW","Never married",2963
"Persons Place of Usual Residence","2774, NSW","Widowed",420
"Persons Place of Usual Residence","2774, NSW","Divorced",857
"Persons Place of Usual Residence","2774, NSW","Separated",282
"Persons Place of Usual Residence","2774, NSW","Married",5748
"Persons Place of Usual Residence","2774, NSW","Not applicable",2671
"Persons Place of Usual Residence","2774, NSW","Total",12931
"Persons Place of Usual Residence","2775, NSW","Never married",416
"Persons Place of Usual Residence","2775, NSW","Widowed",62
"Persons Place of Usual Residence","2775, NSW","Divorced",215
"Persons Place of Usual Residence","2775, NSW","Separated",82
"Persons Place of Usual Residence","2775, NSW","Married",548
"Persons Place of Usual Residence","2775, NSW","Not applicable",178
"Persons Place of Usual Residence","2775, NSW","Total",1492
"Persons Place of Usual Residence","2776, NSW","Never married",1005
"Persons Place of Usual Residence","2776, NSW","Widowed",133
"Persons Place of Usual Residence","2776, NSW","Divorced",295
"Persons Place of Usual Residence","2776, NSW","Separated",87
"Persons Place of Usual Residence","2776, NSW","Married",1673
"Persons Place of Usual Residence","2776, NSW","Not applicable",834
"Persons Place of Usual Residence","2776, NSW","Total",4026
"Persons Place of Usual Residence","2777, NSW","Never married",4012
"Persons Place of Usual Residence","2777, NSW","Widowed",953
"Persons Place of Usual Residence","2777, NSW","Divorced",1268
"Persons Place of Usual Residence","2777, NSW","Separated",387
"Persons Place of Usual Residence","2777, NSW","Married",7624
"Persons Place of Usual Residence","2777, NSW","Not applicable",3357
"Persons Place of Usual Residence","2777, NSW","Total",17606
"Persons Place of Usual Residence","2778, NSW","Never married",620
"Persons Place of Usual Residence","2778, NSW","Widowed",57
"Persons Place of Usual Residence","2778, NSW","Divorced",209
"Persons Place of Usual Residence","2778, NSW","Separated",75
"Persons Place of Usual Residence","2778, NSW","Married",1033
"Persons Place of Usual Residence","2778, NSW","Not applicable",429
"Persons Place of Usual Residence","2778, NSW","Total",2432
"Persons Place of Usual Residence","2779, NSW","Never married",1261
"Persons Place of Usual Residence","2779, NSW","Widowed",172
"Persons Place of Usual Residence","2779, NSW","Divorced",406
"Persons Place of Usual Residence","2779, NSW","Separated",135
"Persons Place of Usual Residence","2779, NSW","Married",1904
"Persons Place of Usual Residence","2779, NSW","Not applicable",1095
"Persons Place of Usual Residence","2779, NSW","Total",4976
"Persons Place of Usual Residence","2780, NSW","Never married",4535
"Persons Place of Usual Residence","2780, NSW","Widowed",679
"Persons Place of Usual Residence","2780, NSW","Divorced",1577
"Persons Place of Usual Residence","2780, NSW","Separated",445
"Persons Place of Usual Residence","2780, NSW","Married",4104
"Persons Place of Usual Residence","2780, NSW","Not applicable",1886
"Persons Place of Usual Residence","2780, NSW","Total",13222
"Persons Place of Usual Residence","2782, NSW","Never married",1457
"Persons Place of Usual Residence","2782, NSW","Widowed",351
"Persons Place of Usual Residence","2782, NSW","Divorced",595
"Persons Place of Usual Residence","2782, NSW","Separated",147
"Persons Place of Usual Residence","2782, NSW","Married",2525
"Persons Place of Usual Residence","2782, NSW","Not applicable",1001
"Persons Place of Usual Residence","2782, NSW","Total",6077
"Persons Place of Usual Residence","2783, NSW","Never married",750
"Persons Place of Usual Residence","2783, NSW","Widowed",101
"Persons Place of Usual Residence","2783, NSW","Divorced",271
"Persons Place of Usual Residence","2783, NSW","Separated",93
"Persons Place of Usual Residence","2783, NSW","Married",907
"Persons Place of Usual Residence","2783, NSW","Not applicable",482
"Persons Place of Usual Residence","2783, NSW","Total",2612
"Persons Place of Usual Residence","2784, NSW","Never married",367
"Persons Place of Usual Residence","2784, NSW","Widowed",32
"Persons Place of Usual Residence","2784, NSW","Divorced",113
"Persons Place of Usual Residence","2784, NSW","Separated",30
"Persons Place of Usual Residence","2784, NSW","Married",458
"Persons Place of Usual Residence","2784, NSW","Not applicable",231
"Persons Place of Usual Residence","2784, NSW","Total",1232
"Persons Place of Usual Residence","2785, NSW","Never married",1250
"Persons Place of Usual Residence","2785, NSW","Widowed",224
"Persons Place of Usual Residence","2785, NSW","Divorced",522
"Persons Place of Usual Residence","2785, NSW","Separated",158
"Persons Place of Usual Residence","2785, NSW","Married",1682
"Persons Place of Usual Residence","2785, NSW","Not applicable",710
"Persons Place of Usual Residence","2785, NSW","Total",4545
"Persons Place of Usual Residence","2786, NSW","Never married",378
"Persons Place of Usual Residence","2786, NSW","Widowed",65
"Persons Place of Usual Residence","2786, NSW","Divorced",166
"Persons Place of Usual Residence","2786, NSW","Separated",43
"Persons Place of Usual Residence","2786, NSW","Married",435
"Persons Place of Usual Residence","2786, NSW","Not applicable",201
"Persons Place of Usual Residence","2786, NSW","Total",1290
"Persons Place of Usual Residence","2787, NSW","Never married",1168
"Persons Place of Usual Residence","2787, NSW","Widowed",262
"Persons Place of Usual Residence","2787, NSW","Divorced",332
"Persons Place of Usual Residence","2787, NSW","Separated",129
"Persons Place of Usual Residence","2787, NSW","Married",1800
"Persons Place of Usual Residence","2787, NSW","Not applicable",762
"Persons Place of Usual Residence","2787, NSW","Total",4450
"Persons Place of Usual Residence","2790, NSW","Never married",4441
"Persons Place of Usual Residence","2790, NSW","Widowed",954
"Persons Place of Usual Residence","2790, NSW","Divorced",1428
"Persons Place of Usual Residence","2790, NSW","Separated",489
"Persons Place of Usual Residence","2790, NSW","Married",5865
"Persons Place of Usual Residence","2790, NSW","Not applicable",2589
"Persons Place of Usual Residence","2790, NSW","Total",15763
"Persons Place of Usual Residence","2791, NSW","Never married",75
"Persons Place of Usual Residence","2791, NSW","Widowed",23
"Persons Place of Usual Residence","2791, NSW","Divorced",32
"Persons Place of Usual Residence","2791, NSW","Separated",10
"Persons Place of Usual Residence","2791, NSW","Married",159
"Persons Place of Usual Residence","2791, NSW","Not applicable",44
"Persons Place of Usual Residence","2791, NSW","Total",344
"Persons Place of Usual Residence","2792, NSW","Never married",78
"Persons Place of Usual Residence","2792, NSW","Widowed",17
"Persons Place of Usual Residence","2792, NSW","Divorced",41
"Persons Place of Usual Residence","2792, NSW","Separated",13
"Persons Place of Usual Residence","2792, NSW","Married",173
"Persons Place of Usual Residence","2792, NSW","Not applicable",65
"Persons Place of Usual Residence","2792, NSW","Total",389
"Persons Place of Usual Residence","2793, NSW","Never married",237
"Persons Place of Usual Residence","2793, NSW","Widowed",49
"Persons Place of Usual Residence","2793, NSW","Divorced",109
