Australian Bureau of Statistics

"2016 Census - Employment, Income and Education"
"POA (UR) by AGE5P - Age in Five Year Groups"
"Counting: Persons Place of Usual Residence"

Filters:
"Default Summation","Persons Place of Usual Residence"

"Counting","POA (UR)","AGE5P - Age in Five Year Groups","Count",
"Persons Place of Usual Residence","2757, NSW","100 years and over",0
"Persons Place of Usual Residence","2757, NSW","Total",851
"Persons Place of Usual Residence","2758, NSW","0-4 years",452
"Persons Place of Usual Residence","2758, NSW","5-9 years",552
"Persons Place of Usual Residence","2758, NSW","10-14 years",665
"Persons Place of Usual Residence","2758, NSW","15-19 years",640
"Persons Place of Usual Residence","2758, NSW","20-24 years",487
"Persons Place of Usual Residence","2758, NSW","25-29 years",389
"Persons Place of Usual Residence","2758, NSW","30-34 years",335
"Persons Place of Usual Residence","2758, NSW","35-39 years",463
"Persons Place of Usual Residence","2758, NSW","40-44 years",638
"Persons Place of Usual Residence","2758, NSW","45-49 years",764
"Persons Place of Usual Residence","2758, NSW","50-54 years",722
"Persons Place of Usual Residence","2758, NSW","55-59 years",720
"Persons Place of Usual Residence","2758, NSW","60-64 years",557
"Persons Place of Usual Residence","2758, NSW","65-69 years",506
"Persons Place of Usual Residence","2758, NSW","70-74 years",385
"Persons Place of Usual Residence","2758, NSW","75-79 years",192
"Persons Place of Usual Residence","2758, NSW","80-84 years",122
"Persons Place of Usual Residence","2758, NSW","85-89 years",69
"Persons Place of Usual Residence","2758, NSW","90-94 years",33
"Persons Place of Usual Residence","2758, NSW","95-99 years",15
"Persons Place of Usual Residence","2758, NSW","100 years and over",0
"Persons Place of Usual Residence","2758, NSW","Total",8718
"Persons Place of Usual Residence","2759, NSW","0-4 years",1765
"Persons Place of Usual Residence","2759, NSW","5-9 years",1851
"Persons Place of Usual Residence","2759, NSW","10-14 years",1773
"Persons Place of Usual Residence","2759, NSW","15-19 years",1940
"Persons Place of Usual Residence","2759, NSW","20-24 years",2075
"Persons Place of Usual Residence","2759, NSW","25-29 years",2000
"Persons Place of Usual Residence","2759, NSW","30-34 years",1847
"Persons Place of Usual Residence","2759, NSW","35-39 years",1775
"Persons Place of Usual Residence","2759, NSW","40-44 years",1681
"Persons Place of Usual Residence","2759, NSW","45-49 years",1742
"Persons Place of Usual Residence","2759, NSW","50-54 years",1938
"Persons Place of Usual Residence","2759, NSW","55-59 years",2131
"Persons Place of Usual Residence","2759, NSW","60-64 years",1594
"Persons Place of Usual Residence","2759, NSW","65-69 years",1088
"Persons Place of Usual Residence","2759, NSW","70-74 years",550
"Persons Place of Usual Residence","2759, NSW","75-79 years",271
"Persons Place of Usual Residence","2759, NSW","80-84 years",171
"Persons Place of Usual Residence","2759, NSW","85-89 years",85
"Persons Place of Usual Residence","2759, NSW","90-94 years",36
"Persons Place of Usual Residence","2759, NSW","95-99 years",11
"Persons Place of Usual Residence","2759, NSW","100 years and over",0
"Persons Place of Usual Residence","2759, NSW","Total",26331
"Persons Place of Usual Residence","2760, NSW","0-4 years",2969
"Persons Place of Usual Residence","2760, NSW","5-9 years",2618
"Persons Place of Usual Residence","2760, NSW","10-14 years",1954
"Persons Place of Usual Residence","2760, NSW","15-19 years",2001
"Persons Place of Usual Residence","2760, NSW","20-24 years",2565
"Persons Place of Usual Residence","2760, NSW","25-29 years",2829
"Persons Place of Usual Residence","2760, NSW","30-34 years",3028
"Persons Place of Usual Residence","2760, NSW","35-39 years",2554
"Persons Place of Usual Residence","2760, NSW","40-44 years",2164
"Persons Place of Usual Residence","2760, NSW","45-49 years",1983
"Persons Place of Usual Residence","2760, NSW","50-54 years",1823
"Persons Place of Usual Residence","2760, NSW","55-59 years",1821
"Persons Place of Usual Residence","2760, NSW","60-64 years",1498
"Persons Place of Usual Residence","2760, NSW","65-69 years",1326
"Persons Place of Usual Residence","2760, NSW","70-74 years",1015
"Persons Place of Usual Residence","2760, NSW","75-79 years",721
"Persons Place of Usual Residence","2760, NSW","80-84 years",532
"Persons Place of Usual Residence","2760, NSW","85-89 years",274
"Persons Place of Usual Residence","2760, NSW","90-94 years",128
"Persons Place of Usual Residence","2760, NSW","95-99 years",26
"Persons Place of Usual Residence","2760, NSW","100 years and over",0
"Persons Place of Usual Residence","2760, NSW","Total",33832
"Persons Place of Usual Residence","2761, NSW","0-4 years",2350
"Persons Place of Usual Residence","2761, NSW","5-9 years",2504
"Persons Place of Usual Residence","2761, NSW","10-14 years",2480
"Persons Place of Usual Residence","2761, NSW","15-19 years",2606
"Persons Place of Usual Residence","2761, NSW","20-24 years",2342
"Persons Place of Usual Residence","2761, NSW","25-29 years",2208
"Persons Place of Usual Residence","2761, NSW","30-34 years",2306
"Persons Place of Usual Residence","2761, NSW","35-39 years",2239
"Persons Place of Usual Residence","2761, NSW","40-44 years",2335
"Persons Place of Usual Residence","2761, NSW","45-49 years",2253
"Persons Place of Usual Residence","2761, NSW","50-54 years",2129
"Persons Place of Usual Residence","2761, NSW","55-59 years",1790
"Persons Place of Usual Residence","2761, NSW","60-64 years",1287
"Persons Place of Usual Residence","2761, NSW","65-69 years",847
"Persons Place of Usual Residence","2761, NSW","70-74 years",503
"Persons Place of Usual Residence","2761, NSW","75-79 years",313
"Persons Place of Usual Residence","2761, NSW","80-84 years",217
"Persons Place of Usual Residence","2761, NSW","85-89 years",159
"Persons Place of Usual Residence","2761, NSW","90-94 years",78
"Persons Place of Usual Residence","2761, NSW","95-99 years",21
"Persons Place of Usual Residence","2761, NSW","100 years and over",3
"Persons Place of Usual Residence","2761, NSW","Total",30954
"Persons Place of Usual Residence","2762, NSW","0-4 years",481
"Persons Place of Usual Residence","2762, NSW","5-9 years",402
"Persons Place of Usual Residence","2762, NSW","10-14 years",338
"Persons Place of Usual Residence","2762, NSW","15-19 years",303
"Persons Place of Usual Residence","2762, NSW","20-24 years",315
"Persons Place of Usual Residence","2762, NSW","25-29 years",418
"Persons Place of Usual Residence","2762, NSW","30-34 years",515
"Persons Place of Usual Residence","2762, NSW","35-39 years",467
"Persons Place of Usual Residence","2762, NSW","40-44 years",358
"Persons Place of Usual Residence","2762, NSW","45-49 years",307
"Persons Place of Usual Residence","2762, NSW","50-54 years",271
"Persons Place of Usual Residence","2762, NSW","55-59 years",217
"Persons Place of Usual Residence","2762, NSW","60-64 years",206
"Persons Place of Usual Residence","2762, NSW","65-69 years",147
"Persons Place of Usual Residence","2762, NSW","70-74 years",98
"Persons Place of Usual Residence","2762, NSW","75-79 years",77
"Persons Place of Usual Residence","2762, NSW","80-84 years",34
"Persons Place of Usual Residence","2762, NSW","85-89 years",24
"Persons Place of Usual Residence","2762, NSW","90-94 years",6
"Persons Place of Usual Residence","2762, NSW","95-99 years",0
"Persons Place of Usual Residence","2762, NSW","100 years and over",0
"Persons Place of Usual Residence","2762, NSW","Total",4979
"Persons Place of Usual Residence","2763, NSW","0-4 years",2533
"Persons Place of Usual Residence","2763, NSW","5-9 years",2553
"Persons Place of Usual Residence","2763, NSW","10-14 years",2060
"Persons Place of Usual Residence","2763, NSW","15-19 years",2113
"Persons Place of Usual Residence","2763, NSW","20-24 years",2032
"Persons Place of Usual Residence","2763, NSW","25-29 years",2020
"Persons Place of Usual Residence","2763, NSW","30-34 years",2791
"Persons Place of Usual Residence","2763, NSW","35-39 years",2802
"Persons Place of Usual Residence","2763, NSW","40-44 years",2333
"Persons Place of Usual Residence","2763, NSW","45-49 years",2043
"Persons Place of Usual Residence","2763, NSW","50-54 years",1930
"Persons Place of Usual Residence","2763, NSW","55-59 years",1676
"Persons Place of Usual Residence","2763, NSW","60-64 years",1442
"Persons Place of Usual Residence","2763, NSW","65-69 years",1164
"Persons Place of Usual Residence","2763, NSW","70-74 years",604
"Persons Place of Usual Residence","2763, NSW","75-79 years",349
"Persons Place of Usual Residence","2763, NSW","80-84 years",206
"Persons Place of Usual Residence","2763, NSW","85-89 years",145
"Persons Place of Usual Residence","2763, NSW","90-94 years",58
"Persons Place of Usual Residence","2763, NSW","95-99 years",9
"Persons Place of Usual Residence","2763, NSW","100 years and over",3
"Persons Place of Usual Residence","2763, NSW","Total",30875
"Persons Place of Usual Residence","2765, NSW","0-4 years",989
"Persons Place of Usual Residence","2765, NSW","5-9 years",1054
"Persons Place of Usual Residence","2765, NSW","10-14 years",947
"Persons Place of Usual Residence","2765, NSW","15-19 years",1087
"Persons Place of Usual Residence","2765, NSW","20-24 years",1123
"Persons Place of Usual Residence","2765, NSW","25-29 years",1185
"Persons Place of Usual Residence","2765, NSW","30-34 years",1150
"Persons Place of Usual Residence","2765, NSW","35-39 years",1183
"Persons Place of Usual Residence","2765, NSW","40-44 years",1137
"Persons Place of Usual Residence","2765, NSW","45-49 years",1144
"Persons Place of Usual Residence","2765, NSW","50-54 years",1028
"Persons Place of Usual Residence","2765, NSW","55-59 years",955
"Persons Place of Usual Residence","2765, NSW","60-64 years",880
"Persons Place of Usual Residence","2765, NSW","65-69 years",829
"Persons Place of Usual Residence","2765, NSW","70-74 years",631
"Persons Place of Usual Residence","2765, NSW","75-79 years",386
"Persons Place of Usual Residence","2765, NSW","80-84 years",225
"Persons Place of Usual Residence","2765, NSW","85-89 years",131
"Persons Place of Usual Residence","2765, NSW","90-94 years",51
"Persons Place of Usual Residence","2765, NSW","95-99 years",15
"Persons Place of Usual Residence","2765, NSW","100 years and over",0
"Persons Place of Usual Residence","2765, NSW","Total",16112
"Persons Place of Usual Residence","2766, NSW","0-4 years",1073
"Persons Place of Usual Residence","2766, NSW","5-9 years",1101
"Persons Place of Usual Residence","2766, NSW","10-14 years",991
"Persons Place of Usual Residence","2766, NSW","15-19 years",1133
"Persons Place of Usual Residence","2766, NSW","20-24 years",1136
"Persons Place of Usual Residence","2766, NSW","25-29 years",1100
"Persons Place of Usual Residence","2766, NSW","30-34 years",1179
"Persons Place of Usual Residence","2766, NSW","35-39 years",1183
"Persons Place of Usual Residence","2766, NSW","40-44 years",1008
"Persons Place of Usual Residence","2766, NSW","45-49 years",940
"Persons Place of Usual Residence","2766, NSW","50-54 years",958
"Persons Place of Usual Residence","2766, NSW","55-59 years",929
"Persons Place of Usual Residence","2766, NSW","60-64 years",811
"Persons Place of Usual Residence","2766, NSW","65-69 years",695
"Persons Place of Usual Residence","2766, NSW","70-74 years",409
"Persons Place of Usual Residence","2766, NSW","75-79 years",266
"Persons Place of Usual Residence","2766, NSW","80-84 years",248
"Persons Place of Usual Residence","2766, NSW","85-89 years",208
"Persons Place of Usual Residence","2766, NSW","90-94 years",143
"Persons Place of Usual Residence","2766, NSW","95-99 years",31
"Persons Place of Usual Residence","2766, NSW","100 years and over",5
"Persons Place of Usual Residence","2766, NSW","Total",15536
"Persons Place of Usual Residence","2767, NSW","0-4 years",1558
"Persons Place of Usual Residence","2767, NSW","5-9 years",1645
"Persons Place of Usual Residence","2767, NSW","10-14 years",1483
"Persons Place of Usual Residence","2767, NSW","15-19 years",1615
"Persons Place of Usual Residence","2767, NSW","20-24 years",1684
"Persons Place of Usual Residence","2767, NSW","25-29 years",1622
"Persons Place of Usual Residence","2767, NSW","30-34 years",1848
"Persons Place of Usual Residence","2767, NSW","35-39 years",1701
"Persons Place of Usual Residence","2767, NSW","40-44 years",1524
"Persons Place of Usual Residence","2767, NSW","45-49 years",1471
"Persons Place of Usual Residence","2767, NSW","50-54 years",1445
"Persons Place of Usual Residence","2767, NSW","55-59 years",1475
"Persons Place of Usual Residence","2767, NSW","60-64 years",1225
"Persons Place of Usual Residence","2767, NSW","65-69 years",954
"Persons Place of Usual Residence","2767, NSW","70-74 years",552
"Persons Place of Usual Residence","2767, NSW","75-79 years",306
"Persons Place of Usual Residence","2767, NSW","80-84 years",226
"Persons Place of Usual Residence","2767, NSW","85-89 years",115
"Persons Place of Usual Residence","2767, NSW","90-94 years",61
"Persons Place of Usual Residence","2767, NSW","95-99 years",6
"Persons Place of Usual Residence","2767, NSW","100 years and over",0
"Persons Place of Usual Residence","2767, NSW","Total",22526
"Persons Place of Usual Residence","2768, NSW","0-4 years",2026
"Persons Place of Usual Residence","2768, NSW","5-9 years",2404
"Persons Place of Usual Residence","2768, NSW","10-14 years",2237
"Persons Place of Usual Residence","2768, NSW","15-19 years",2193
"Persons Place of Usual Residence","2768, NSW","20-24 years",1850
"Persons Place of Usual Residence","2768, NSW","25-29 years",1684
"Persons Place of Usual Residence","2768, NSW","30-34 years",2080
"Persons Place of Usual Residence","2768, NSW","35-39 years",2710
"Persons Place of Usual Residence","2768, NSW","40-44 years",2643
"Persons Place of Usual Residence","2768, NSW","45-49 years",2245
"Persons Place of Usual Residence","2768, NSW","50-54 years",1894
"Persons Place of Usual Residence","2768, NSW","55-59 years",1445
"Persons Place of Usual Residence","2768, NSW","60-64 years",1178
"Persons Place of Usual Residence","2768, NSW","65-69 years",944
"Persons Place of Usual Residence","2768, NSW","70-74 years",543
"Persons Place of Usual Residence","2768, NSW","75-79 years",381
"Persons Place of Usual Residence","2768, NSW","80-84 years",177
"Persons Place of Usual Residence","2768, NSW","85-89 years",90
"Persons Place of Usual Residence","2768, NSW","90-94 years",15
"Persons Place of Usual Residence","2768, NSW","95-99 years",0
"Persons Place of Usual Residence","2768, NSW","100 years and over",0
"Persons Place of Usual Residence","2768, NSW","Total",28760
"Persons Place of Usual Residence","2769, NSW","0-4 years",1368
"Persons Place of Usual Residence","2769, NSW","5-9 years",1248
"Persons Place of Usual Residence","2769, NSW","10-14 years",828
"Persons Place of Usual Residence","2769, NSW","15-19 years",580
"Persons Place of Usual Residence","2769, NSW","20-24 years",503
"Persons Place of Usual Residence","2769, NSW","25-29 years",683
"Persons Place of Usual Residence","2769, NSW","30-34 years",1388
"Persons Place of Usual Residence","2769, NSW","35-39 years",1518
"Persons Place of Usual Residence","2769, NSW","40-44 years",1128
"Persons Place of Usual Residence","2769, NSW","45-49 years",682
"Persons Place of Usual Residence","2769, NSW","50-54 years",509
"Persons Place of Usual Residence","2769, NSW","55-59 years",373
"Persons Place of Usual Residence","2769, NSW","60-64 years",368
"Persons Place of Usual Residence","2769, NSW","65-69 years",232
"Persons Place of Usual Residence","2769, NSW","70-74 years",168
"Persons Place of Usual Residence","2769, NSW","75-79 years",80
"Persons Place of Usual Residence","2769, NSW","80-84 years",44
"Persons Place of Usual Residence","2769, NSW","85-89 years",24
"Persons Place of Usual Residence","2769, NSW","90-94 years",9
"Persons Place of Usual Residence","2769, NSW","95-99 years",4
"Persons Place of Usual Residence","2769, NSW","100 years and over",0
"Persons Place of Usual Residence","2769, NSW","Total",11732
"Persons Place of Usual Residence","2770, NSW","0-4 years",5190
"Persons Place of Usual Residence","2770, NSW","5-9 years",5266
"Persons Place of Usual Residence","2770, NSW","10-14 years",4759
"Persons Place of Usual Residence","2770, NSW","15-19 years",4765
"Persons Place of Usual Residence","2770, NSW","20-24 years",4634
"Persons Place of Usual Residence","2770, NSW","25-29 years",4383
"Persons Place of Usual Residence","2770, NSW","30-34 years",4305
"Persons Place of Usual Residence","2770, NSW","35-39 years",3833
"Persons Place of Usual Residence","2770, NSW","40-44 years",3711
"Persons Place of Usual Residence","2770, NSW","45-49 years",3827
"Persons Place of Usual Residence","2770, NSW","50-54 years",3690
"Persons Place of Usual Residence","2770, NSW","55-59 years",3268
"Persons Place of Usual Residence","2770, NSW","60-64 years",2750
"Persons Place of Usual Residence","2770, NSW","65-69 years",2671
"Persons Place of Usual Residence","2770, NSW","70-74 years",1929
"Persons Place of Usual Residence","2770, NSW","75-79 years",1246
"Persons Place of Usual Residence","2770, NSW","80-84 years",653
"Persons Place of Usual Residence","2770, NSW","85-89 years",300
"Persons Place of Usual Residence","2770, NSW","90-94 years",104
"Persons Place of Usual Residence","2770, NSW","95-99 years",13
"Persons Place of Usual Residence","2770, NSW","100 years and over",0
"Persons Place of Usual Residence","2770, NSW","Total",61302
"Persons Place of Usual Residence","2773, NSW","0-4 years",300
"Persons Place of Usual Residence","2773, NSW","5-9 years",420
"Persons Place of Usual Residence","2773, NSW","10-14 years",442
"Persons Place of Usual Residence","2773, NSW","15-19 years",423
"Persons Place of Usual Residence","2773, NSW","20-24 years",327
"Persons Place of Usual Residence","2773, NSW","25-29 years",223
"Persons Place of Usual Residence","2773, NSW","30-34 years",249
"Persons Place of Usual Residence","2773, NSW","35-39 years",335
"Persons Place of Usual Residence","2773, NSW","40-44 years",481
"Persons Place of Usual Residence","2773, NSW","45-49 years",436
"Persons Place of Usual Residence","2773, NSW","50-54 years",467
"Persons Place of Usual Residence","2773, NSW","55-59 years",449
"Persons Place of Usual Residence","2773, NSW","60-64 years",418
"Persons Place of Usual Residence","2773, NSW","65-69 years",366
"Persons Place of Usual Residence","2773, NSW","70-74 years",275
"Persons Place of Usual Residence","2773, NSW","75-79 years",164
"Persons Place of Usual Residence","2773, NSW","80-84 years",131
"Persons Place of Usual Residence","2773, NSW","85-89 years",66
"Persons Place of Usual Residence","2773, NSW","90-94 years",31
"Persons Place of Usual Residence","2773, NSW","95-99 years",0
"Persons Place of Usual Residence","2773, NSW","100 years and over",0
"Persons Place of Usual Residence","2773, NSW","Total",6009
"Persons Place of Usual Residence","2774, NSW","0-4 years",835
"Persons Place of Usual Residence","2774, NSW","5-9 years",906
"Persons Place of Usual Residence","2774, NSW","10-14 years",930
"Persons Place of Usual Residence","2774, NSW","15-19 years",856
"Persons Place of Usual Residence","2774, NSW","20-24 years",672
"Persons Place of Usual Residence","2774, NSW","25-29 years",662
"Persons Place of Usual Residence","2774, NSW","30-34 years",732
"Persons Place of Usual Residence","2774, NSW","35-39 years",876
"Persons Place of Usual Residence","2774, NSW","40-44 years",888
"Persons Place of Usual Residence","2774, NSW","45-49 years",904
"Persons Place of Usual Residence","2774, NSW","50-54 years",842
"Persons Place of Usual Residence","2774, NSW","55-59 years",883
"Persons Place of Usual Residence","2774, NSW","60-64 years",900
"Persons Place of Usual Residence","2774, NSW","65-69 years",811
"Persons Place of Usual Residence","2774, NSW","70-74 years",561
"Persons Place of Usual Residence","2774, NSW","75-79 years",356
"Persons Place of Usual Residence","2774, NSW","80-84 years",180
"Persons Place of Usual Residence","2774, NSW","85-89 years",97
"Persons Place of Usual Residence","2774, NSW","90-94 years",40
"Persons Place of Usual Residence","2774, NSW","95-99 years",8
"Persons Place of Usual Residence","2774, NSW","100 years and over",5
"Persons Place of Usual Residence","2774, NSW","Total",12931
"Persons Place of Usual Residence","2775, NSW","0-4 years",44
"Persons Place of Usual Residence","2775, NSW","5-9 years",55
"Persons Place of Usual Residence","2775, NSW","10-14 years",80
"Persons Place of Usual Residence","2775, NSW","15-19 years",76
"Persons Place of Usual Residence","2775, NSW","20-24 years",47
"Persons Place of Usual Residence","2775, NSW","25-29 years",48
"Persons Place of Usual Residence","2775, NSW","30-34 years",49
"Persons Place of Usual Residence","2775, NSW","35-39 years",72
"Persons Place of Usual Residence","2775, NSW","40-44 years",103
"Persons Place of Usual Residence","2775, NSW","45-49 years",133
"Persons Place of Usual Residence","2775, NSW","50-54 years",148
"Persons Place of Usual Residence","2775, NSW","55-59 years",130
"Persons Place of Usual Residence","2775, NSW","60-64 years",137
"Persons Place of Usual Residence","2775, NSW","65-69 years",130
"Persons Place of Usual Residence","2775, NSW","70-74 years",143
"Persons Place of Usual Residence","2775, NSW","75-79 years",60
"Persons Place of Usual Residence","2775, NSW","80-84 years",24
"Persons Place of Usual Residence","2775, NSW","85-89 years",11
"Persons Place of Usual Residence","2775, NSW","90-94 years",0
"Persons Place of Usual Residence","2775, NSW","95-99 years",4
"Persons Place of Usual Residence","2775, NSW","100 years and over",0
"Persons Place of Usual Residence","2775, NSW","Total",1492
"Persons Place of Usual Residence","2776, NSW","0-4 years",259
"Persons Place of Usual Residence","2776, NSW","5-9 years",292
"Persons Place of Usual Residence","2776, NSW","10-14 years",281
"Persons Place of Usual Residence","2776, NSW","15-19 years",273
"Persons Place of Usual Residence","2776, NSW","20-24 years",213
"Persons Place of Usual Residence","2776, NSW","25-29 years",193
"Persons Place of Usual Residence","2776, NSW","30-34 years",229
"Persons Place of Usual Residence","2776, NSW","35-39 years",238
"Persons Place of Usual Residence","2776, NSW","40-44 years",279
"Persons Place of Usual Residence","2776, NSW","45-49 years",295
"Persons Place of Usual Residence","2776, NSW","50-54 years",286
"Persons Place of Usual Residence","2776, NSW","55-59 years",315
"Persons Place of Usual Residence","2776, NSW","60-64 years",273
"Persons Place of Usual Residence","2776, NSW","65-69 years",233
"Persons Place of Usual Residence","2776, NSW","70-74 years",152
"Persons Place of Usual Residence","2776, NSW","75-79 years",105
"Persons Place of Usual Residence","2776, NSW","80-84 years",59
"Persons Place of Usual Residence","2776, NSW","85-89 years",33
"Persons Place of Usual Residence","2776, NSW","90-94 years",14
"Persons Place of Usual Residence","2776, NSW","95-99 years",0
"Persons Place of Usual Residence","2776, NSW","100 years and over",0
"Persons Place of Usual Residence","2776, NSW","Total",4026
"Persons Place of Usual Residence","2777, NSW","0-4 years",960
"Persons Place of Usual Residence","2777, NSW","5-9 years",1223
"Persons Place of Usual Residence","2777, NSW","10-14 years",1182
"Persons Place of Usual Residence","2777, NSW","15-19 years",1216
"Persons Place of Usual Residence","2777, NSW","20-24 years",856
"Persons Place of Usual Residence","2777, NSW","25-29 years",683
"Persons Place of Usual Residence","2777, NSW","30-34 years",886
"Persons Place of Usual Residence","2777, NSW","35-39 years",988
"Persons Place of Usual Residence","2777, NSW","40-44 years",1260
"Persons Place of Usual Residence","2777, NSW","45-49 years",1292
"Persons Place of Usual Residence","2777, NSW","50-54 years",1164
"Persons Place of Usual Residence","2777, NSW","55-59 years",1291
"Persons Place of Usual Residence","2777, NSW","60-64 years",1197
"Persons Place of Usual Residence","2777, NSW","65-69 years",1122
"Persons Place of Usual Residence","2777, NSW","70-74 years",775
"Persons Place of Usual Residence","2777, NSW","75-79 years",490
"Persons Place of Usual Residence","2777, NSW","80-84 years",442
"Persons Place of Usual Residence","2777, NSW","85-89 years",346
"Persons Place of Usual Residence","2777, NSW","90-94 years",191
"Persons Place of Usual Residence","2777, NSW","95-99 years",45
"Persons Place of Usual Residence","2777, NSW","100 years and over",0
"Persons Place of Usual Residence","2777, NSW","Total",17606
"Persons Place of Usual Residence","2778, NSW","0-4 years",117
"Persons Place of Usual Residence","2778, NSW","5-9 years",135
"Persons Place of Usual Residence","2778, NSW","10-14 years",179
"Persons Place of Usual Residence","2778, NSW","15-19 years",186
"Persons Place of Usual Residence","2778, NSW","20-24 years",111
"Persons Place of Usual Residence","2778, NSW","25-29 years",111
"Persons Place of Usual Residence","2778, NSW","30-34 years",82
"Persons Place of Usual Residence","2778, NSW","35-39 years",114
"Persons Place of Usual Residence","2778, NSW","40-44 years",180
"Persons Place of Usual Residence","2778, NSW","45-49 years",193
"Persons Place of Usual Residence","2778, NSW","50-54 years",233
"Persons Place of Usual Residence","2778, NSW","55-59 years",225
"Persons Place of Usual Residence","2778, NSW","60-64 years",207
"Persons Place of Usual Residence","2778, NSW","65-69 years",145
"Persons Place of Usual Residence","2778, NSW","70-74 years",94
"Persons Place of Usual Residence","2778, NSW","75-79 years",57
"Persons Place of Usual Residence","2778, NSW","80-84 years",45
"Persons Place of Usual Residence","2778, NSW","85-89 years",22
"Persons Place of Usual Residence","2778, NSW","90-94 years",8
"Persons Place of Usual Residence","2778, NSW","95-99 years",0
"Persons Place of Usual Residence","2778, NSW","100 years and over",0
"Persons Place of Usual Residence","2778, NSW","Total",2432
"Persons Place of Usual Residence","2779, NSW","0-4 years",352
"Persons Place of Usual Residence","2779, NSW","5-9 years",383
"Persons Place of Usual Residence","2779, NSW","10-14 years",364
"Persons Place of Usual Residence","2779, NSW","15-19 years",317
"Persons Place of Usual Residence","2779, NSW","20-24 years",252
"Persons Place of Usual Residence","2779, NSW","25-29 years",210
"Persons Place of Usual Residence","2779, NSW","30-34 years",284
"Persons Place of Usual Residence","2779, NSW","35-39 years",332
"Persons Place of Usual Residence","2779, NSW","40-44 years",394
"Persons Place of Usual Residence","2779, NSW","45-49 years",344
"Persons Place of Usual Residence","2779, NSW","50-54 years",328
"Persons Place of Usual Residence","2779, NSW","55-59 years",353
"Persons Place of Usual Residence","2779, NSW","60-64 years",313
"Persons Place of Usual Residence","2779, NSW","65-69 years",314
"Persons Place of Usual Residence","2779, NSW","70-74 years",181
"Persons Place of Usual Residence","2779, NSW","75-79 years",123
"Persons Place of Usual Residence","2779, NSW","80-84 years",82
"Persons Place of Usual Residence","2779, NSW","85-89 years",42
"Persons Place of Usual Residence","2779, NSW","90-94 years",13
"Persons Place of Usual Residence","2779, NSW","95-99 years",7
"Persons Place of Usual Residence","2779, NSW","100 years and over",0
"Persons Place of Usual Residence","2779, NSW","Total",4976
"Persons Place of Usual Residence","2780, NSW","0-4 years",588
"Persons Place of Usual Residence","2780, NSW","5-9 years",627
"Persons Place of Usual Residence","2780, NSW","10-14 years",673
"Persons Place of Usual Residence","2780, NSW","15-19 years",719
"Persons Place of Usual Residence","2780, NSW","20-24 years",650
"Persons Place of Usual Residence","2780, NSW","25-29 years",540
"Persons Place of Usual Residence","2780, NSW","30-34 years",633
"Persons Place of Usual Residence","2780, NSW","35-39 years",709
"Persons Place of Usual Residence","2780, NSW","40-44 years",845
"Persons Place of Usual Residence","2780, NSW","45-49 years",936
"Persons Place of Usual Residence","2780, NSW","50-54 years",933
"Persons Place of Usual Residence","2780, NSW","55-59 years",1131
"Persons Place of Usual Residence","2780, NSW","60-64 years",1164
"Persons Place of Usual Residence","2780, NSW","65-69 years",1094
"Persons Place of Usual Residence","2780, NSW","70-74 years",813
"Persons Place of Usual Residence","2780, NSW","75-79 years",514
"Persons Place of Usual Residence","2780, NSW","80-84 years",322
"Persons Place of Usual Residence","2780, NSW","85-89 years",197
"Persons Place of Usual Residence","2780, NSW","90-94 years",108
"Persons Place of Usual Residence","2780, NSW","95-99 years",21
"Persons Place of Usual Residence","2780, NSW","100 years and over",3
"Persons Place of Usual Residence","2780, NSW","Total",13222
"Persons Place of Usual Residence","2782, NSW","0-4 years",294
"Persons Place of Usual Residence","2782, NSW","5-9 years",363
"Persons Place of Usual Residence","2782, NSW","10-14 years",336
"Persons Place of Usual Residence","2782, NSW","15-19 years",317
"Persons Place of Usual Residence","2782, NSW","20-24 years",189
"Persons Place of Usual Residence","2782, NSW","25-29 years",210
"Persons Place of Usual Residence","2782, NSW","30-34 years",250
"Persons Place of Usual Residence","2782, NSW","35-39 years",287
"Persons Place of Usual Residence","2782, NSW","40-44 years",350
"Persons Place of Usual Residence","2782, NSW","45-49 years",422
"Persons Place of Usual Residence","2782, NSW","50-54 years",397
"Persons Place of Usual Residence","2782, NSW","55-59 years",465
"Persons Place of Usual Residence","2782, NSW","60-64 years",533
"Persons Place of Usual Residence","2782, NSW","65-69 years",565
"Persons Place of Usual Residence","2782, NSW","70-74 years",425
"Persons Place of Usual Residence","2782, NSW","75-79 years",260
"Persons Place of Usual Residence","2782, NSW","80-84 years",226
"Persons Place of Usual Residence","2782, NSW","85-89 years",108
"Persons Place of Usual Residence","2782, NSW","90-94 years",44
"Persons Place of Usual Residence","2782, NSW","95-99 years",23
"Persons Place of Usual Residence","2782, NSW","100 years and over",3
"Persons Place of Usual Residence","2782, NSW","Total",6077
"Persons Place of Usual Residence","2783, NSW","0-4 years",157
"Persons Place of Usual Residence","2783, NSW","5-9 years",163
"Persons Place of Usual Residence","2783, NSW","10-14 years",165
"Persons Place of Usual Residence","2783, NSW","15-19 years",148
"Persons Place of Usual Residence","2783, NSW","20-24 years",134
"Persons Place of Usual Residence","2783, NSW","25-29 years",94
"Persons Place of Usual Residence","2783, NSW","30-34 years",153
"Persons Place of Usual Residence","2783, NSW","35-39 years",136
"Persons Place of Usual Residence","2783, NSW","40-44 years",166
"Persons Place of Usual Residence","2783, NSW","45-49 years",204
"Persons Place of Usual Residence","2783, NSW","50-54 years",211
